edited	book	book_code	dpd_code	dpd_sutta	dpd_sutta_var	cst_code	cst_nikaya	cst_book	cst_section	cst_vagga	cst_sutta	cst_paranum	cst_m_page	cst_v_page	cst_p_page	cst_t_page	cst_file	dpr_code	dpr_link	sc_code	sc_book	sc_vagga	sc_sutta	sc_eng_sutta	sc_blurb	sc_card_link	sc_pali_link	sc_eng_link	sc_file_path
	Khuddaka Nikāya	UD	UD58	gaṇikāsutta		kn3.6.8	Khuddakanikāye	Udānapāḷi		6. Jaccandhavaggo	8. Gaṇikāsuttaṃ	58	0.0166	0.0153	0.0071	0.0193	romn/s0503m.mul.xml	UD58	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.5.0.7.m	ud6.8	Udāna 6.8		Gaṇikāsutta	The Courtesan	Two factions fight over a courtesan.	https://suttacentral.net/ud6.8	https://suttacentral.net/ud6.8/pli/ms	https://suttacentral.net/ud6.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga6/ud6.8_root-pli-ms.json
	Khuddaka Nikāya	UD	UD59	upātidhāvantisutta		kn3.6.9	Khuddakanikāye	Udānapāḷi		6. Jaccandhavaggo	9. Upātidhāvantisuttaṃ	59	0.0167	0.0154	0.0072	0.0195	romn/s0503m.mul.xml	UD59	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.5.0.8.m	ud6.9	Udāna 6.9		Upātidhāvantisutta	Hastening By	Insects fly into the flames of lamps set out at night.	https://suttacentral.net/ud6.9	https://suttacentral.net/ud6.9/pli/ms	https://suttacentral.net/ud6.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga6/ud6.9_root-pli-ms.json
	Khuddaka Nikāya	UD	UD60	uppajjantisutta		kn3.6.10	Khuddakanikāye	Udānapāḷi		6. Jaccandhavaggo	10. Uppajjantisuttaṃ	60	0.0168	0.0155	0.0072	0.0195	romn/s0503m.mul.xml	UD60	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.5.0.9.m	ud6.10	Udāna 6.10		Uppajjantisutta	Arising	Other sectarians shine only as long as a Buddha hasn’t appeared in the world.	https://suttacentral.net/ud6.10	https://suttacentral.net/ud6.10/pli/ms	https://suttacentral.net/ud6.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga6/ud6.10_root-pli-ms.json
	Khuddaka Nikāya	UD	UD61	paṭhamalakuṇḍakabhaddiyasutta		kn3.7.1	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	1. Paṭhamalakuṇḍakabhaddiyasuttaṃ	61	0.0169	0.0156	0.0073	0.0197	romn/s0503m.mul.xml	UD61	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.0.m	ud7.1	Udāna 7.1		Paṭhamalakuṇḍakabhaddiyasutta	Bhaddiya the Dwarf (1st)	A dwarf becomes an arahant.	https://suttacentral.net/ud7.1	https://suttacentral.net/ud7.1/pli/ms	https://suttacentral.net/ud7.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.1_root-pli-ms.json
	Khuddaka Nikāya	UD	UD62	dutiyalakuṇḍakabhaddiyasutta		kn3.7.2	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	2. Dutiyalakuṇḍakabhaddiyasuttaṃ	62	0.017	0.0157	0.0074	0.0198	romn/s0503m.mul.xml	UD62	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.1.m	ud7.2	Udāna 7.2		Dutiyalakuṇḍakabhaddiyasutta	Bhaddiya the Dwarf (2nd)	Ven. Sāriputta doesn’t realize that his listener has already become an arahant.	https://suttacentral.net/ud7.2	https://suttacentral.net/ud7.2/pli/ms	https://suttacentral.net/ud7.2/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.2_root-pli-ms.json
	Khuddaka Nikāya	UD	UD63	paṭhamasattasutta		kn3.7.3	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	3. Paṭhamasattasuttaṃ	63	0.0171	0.0157	0.0075	0.0199	romn/s0503m.mul.xml	UD63	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.2.m	ud7.3	Udāna 7.3		Paṭhamasattasutta	Clinging (1st)	Attachment to sensual pleasures keeps you from crossing over the flood.	https://suttacentral.net/ud7.3	https://suttacentral.net/ud7.3/pli/ms	https://suttacentral.net/ud7.3/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.3_root-pli-ms.json
	Khuddaka Nikāya	UD	UD64	dutiyasattasutta		kn3.7.4	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	4. Dutiyasattasuttaṃ	64	0.0171	0.0158	0.0075	0.02	romn/s0503m.mul.xml	UD64	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.3.m	ud7.4	Udāna 7.4		Dutiyasattasutta	Clinging (2nd)	Attachment to sensual pleasures keeps you trapped like a fish.	https://suttacentral.net/ud7.4	https://suttacentral.net/ud7.4/pli/ms	https://suttacentral.net/ud7.4/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.4_root-pli-ms.json
	Khuddaka Nikāya	UD	UD65	aparalakuṇḍakabhaddiyasutta		kn3.7.5	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	5. Aparalakuṇḍakabhaddiyasuttaṃ	65	0.0172	0.0159	0.0076	0.02	romn/s0503m.mul.xml	UD65	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.4.m	ud7.5	Udāna 7.5		Aparalakuṇḍakabhaddiyasutta	Another Discourse with Bhaddiya the Dwarf	Inner and outer beauty.	https://suttacentral.net/ud7.5	https://suttacentral.net/ud7.5/pli/ms	https://suttacentral.net/ud7.5/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.5_root-pli-ms.json
	Khuddaka Nikāya	UD	UD66	taṇhāsaṅkhayasutta		kn3.7.6	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	6. Taṇhāsaṅkhayasuttaṃ	66	0.0173	0.0159	0.0076	0.0201	romn/s0503m.mul.xml	UD66	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.5.m	ud7.6	Udāna 7.6		Taṇhāsaṅkhayasutta	The Ending of Craving	Ven. Aññata Koṇḍañña meditates.	https://suttacentral.net/ud7.6	https://suttacentral.net/ud7.6/pli/ms	https://suttacentral.net/ud7.6/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.6_root-pli-ms.json
	Khuddaka Nikāya	UD	UD67	papañcakhayasutta		kn3.7.7	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	7. Papañcakhayasuttaṃ	67	0.0173	0.016	0.0077	0.0202	romn/s0503m.mul.xml	UD67	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.6.m	ud7.7	Udāna 7.7		Papañcakhayasutta	The Ending of Proliferation	The Buddha contemplates his own abandoning of the perceptions and categories of proliferation.	https://suttacentral.net/ud7.7	https://suttacentral.net/ud7.7/pli/ms	https://suttacentral.net/ud7.7/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.7_root-pli-ms.json
	Khuddaka Nikāya	UD	UD68	kaccānasutta		kn3.7.8	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	8. Kaccānasuttaṃ	68	0.0174	0.016	0.0077	0.0202	romn/s0503m.mul.xml	UD68	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.7.m	ud7.8	Udāna 7.8		Kaccānasutta	Kaccāna	Ven. Mahā Kaccāyana meditates.	https://suttacentral.net/ud7.8	https://suttacentral.net/ud7.8/pli/ms	https://suttacentral.net/ud7.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.8_root-pli-ms.json
	Khuddaka Nikāya	UD	UD69	udapānasutta		kn3.7.9	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	9. Udapānasuttaṃ	69	0.0174	0.0161	0.0078	0.0203	romn/s0503m.mul.xml	UD69	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.8.m	ud7.9	Udāna 7.9		Udapānasutta	The Well	Wanderers of other sects try to keep the Buddha from drinking the water in a well.	https://suttacentral.net/ud7.9	https://suttacentral.net/ud7.9/pli/ms	https://suttacentral.net/ud7.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.9_root-pli-ms.json
	Khuddaka Nikāya	UD	UD70	utenasutta		kn3.7.10	Khuddakanikāye	Udānapāḷi		7. Cūḷavaggo	10. Utenasuttaṃ	70	0.0176	0.0162	0.0079	0.0205	romn/s0503m.mul.xml	UD70	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.6.0.9.m	ud7.10	Udāna 7.10		Utenasutta	King Udena	Five hundred awakened women die in a fire.	https://suttacentral.net/ud7.10	https://suttacentral.net/ud7.10/pli/ms	https://suttacentral.net/ud7.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga7/ud7.10_root-pli-ms.json
	Khuddaka Nikāya	UD	UD71	paṭhamanibbānapaṭisaṃyuttasutta		kn3.8.1	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	1. Paṭhamanibbānapaṭisaṃyuttasuttaṃ	71	0.0177	0.0163	0.0079	0.0206	romn/s0503m.mul.xml	UD71	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.0.m	ud8.1	Udāna 8.1		Paṭhamanibbānapaṭisaṁyuttasutta	About Extinguishment (1st)	The nature of extinguishment.	https://suttacentral.net/ud8.1	https://suttacentral.net/ud8.1/pli/ms	https://suttacentral.net/ud8.1/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.1_root-pli-ms.json
	Khuddaka Nikāya	UD	UD72	dutiyanibbānapaṭisaṃyuttasutta		kn3.8.2	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	2. Dutiyanibbānapaṭisaṃyuttasuttaṃ	72	0.0177	0.0164	0.008	0.0207	romn/s0503m.mul.xml	UD72	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.1.m	ud8.2	Udāna 8.2		Dutiyanibbānapaṭisaṁyuttasutta	About Extinguishment (2nd)	On seeing extinguishment.	https://suttacentral.net/ud8.2	https://suttacentral.net/ud8.2/pli/ms	https://suttacentral.net/ud8.2/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.2_root-pli-ms.json
	Khuddaka Nikāya	UD	UD73	tatiyanibbānapaṭisaṃyuttasutta		kn3.8.3	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	3. Tatiyanibbānapaṭisaṃyuttasuttaṃ	73	0.0178	0.0164	0.008	0.0207	romn/s0503m.mul.xml	UD73	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.2.m	ud8.3	Udāna 8.3		Tatiyanibbānapaṭisaṁyuttasutta	About Extinguishment (3rd)	The escape from conditions is areal.	https://suttacentral.net/ud8.3	https://suttacentral.net/ud8.3/pli/ms	https://suttacentral.net/ud8.3/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.3_root-pli-ms.json
	Khuddaka Nikāya	UD	UD74	catutthanibbānapaṭisaṃyuttasutta		kn3.8.4	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	4. Catutthanibbānapaṭisaṃyuttasuttaṃ	74	0.0178	0.0165	0.0081	0.0208	romn/s0503m.mul.xml	UD74	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.3.m	ud8.4	Udāna 8.4		Catutthanibbānapaṭisaṁyuttasutta	About Extinguishment (4th)	Extinguishment as independence.	https://suttacentral.net/ud8.4	https://suttacentral.net/ud8.4/pli/ms	https://suttacentral.net/ud8.4/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.4_root-pli-ms.json
	Khuddaka Nikāya	UD	UD75	cundasutta 3		kn3.8.5	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	5. Cundasuttaṃ	75	0.0179	0.0165	0.0081	0.0208	romn/s0503m.mul.xml	UD75	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.4.m	ud8.5	Udāna 8.5		Cundasutta	With Cunda	The Buddha’s last meal.	https://suttacentral.net/ud8.5	https://suttacentral.net/ud8.5/pli/ms	https://suttacentral.net/ud8.5/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.5_root-pli-ms.json
	Khuddaka Nikāya	UD	UD76	pāṭaligāmiyasutta		kn3.8.6	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	6. Pāṭaligāmiyasuttaṃ	76	0.0183	0.017	0.0085	0.0215	romn/s0503m.mul.xml	UD76	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.5.m	ud8.6	Udāna 8.6		Pāṭaligāmiyasutta	The Layfolk of Pāṭali Village	The rewards of virtue and of dedicating merit to the devas.	https://suttacentral.net/ud8.6	https://suttacentral.net/ud8.6/pli/ms	https://suttacentral.net/ud8.6/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.6_root-pli-ms.json
	Khuddaka Nikāya	UD	UD77	dvidhāpathasutta		kn3.8.7	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	7. Dvidhāpathasuttaṃ	77	0.0188	0.0175	0.009	0.0222	romn/s0503m.mul.xml	UD77	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.6.m	ud8.7	Udāna 8.7		Dvidhāpathasutta	A Fork in the Road	One of the Buddha’s attendants disobeys him.	https://suttacentral.net/ud8.7	https://suttacentral.net/ud8.7/pli/ms	https://suttacentral.net/ud8.7/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.7_root-pli-ms.json
	Khuddaka Nikāya	UD	UD78	visākhāsutta 3		kn3.8.8	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	8. Visākhāsuttaṃ	78	0.0189	0.0176	0.0091	0.0223	romn/s0503m.mul.xml	UD78	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.7.m	ud8.8	Udāna 8.8		Visākhāsutta	With Visākhā	Lady Visākhā wishes for many grandchildren.	https://suttacentral.net/ud8.8	https://suttacentral.net/ud8.8/pli/ms	https://suttacentral.net/ud8.8/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.8_root-pli-ms.json
	Khuddaka Nikāya	UD	UD79	paṭhamadabbasutta		kn3.8.9	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	9. Paṭhamadabbasuttaṃ	79	0.0191	0.0177	0.0092	0.0226	romn/s0503m.mul.xml	UD79	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.8.m	ud8.9	Udāna 8.9		Paṭhamadabbasutta	With Dabba (1st)	Ven. Dabba Mallaputta performs a miracle on his death.	https://suttacentral.net/ud8.9	https://suttacentral.net/ud8.9/pli/ms	https://suttacentral.net/ud8.9/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.9_root-pli-ms.json
	Khuddaka Nikāya	UD	UD80	dutiyadabbasutta		kn3.8.10	Khuddakanikāye	Udānapāḷi		8. Pāṭaligāmiyavaggo	10. Dutiyadabbasuttaṃ	80	0.0192	0.0178	0.0093	0.0227	romn/s0503m.mul.xml	UD80	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.2.0.0.7.0.9.m	ud8.10	Udāna 8.10		Dutiyadabbasutta	Dabba (2nd)	There’s no destination to describe for those rightly released.	https://suttacentral.net/ud8.10	https://suttacentral.net/ud8.10/pli/ms	https://suttacentral.net/ud8.10/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/ud/vagga8/ud8.10_root-pli-ms.json
																													
	Khuddaka Nikāya	ITI	ITI1	lobhasutta		kn4.1.1	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	1. Lobhasuttaṃ	1	0.0195	0.0001	0.0001	0.0229	romn/s0504m.mul.xml	IT1	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.0.m	iti1	Itivuttaka 1	Ekakanipāta Paṭhamavagga	Lobhasutta	Greed	Abandon greed, and you’re guaranteed non-return.	https://suttacentral.net/iti1	https://suttacentral.net/iti1/pli/ms	https://suttacentral.net/iti1/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti1_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI2	dosasutta		kn4.1.2	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	2. Dosasuttaṃ	2	0.0195	0.0002	0.0001	0.0229	romn/s0504m.mul.xml	IT2	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.1.m	iti2	Itivuttaka 2	Ekakanipāta Paṭhamavagga	Dosasutta	Hate	Abandon aversion, and you’re guaranteed non-return.	https://suttacentral.net/iti2	https://suttacentral.net/iti2/pli/ms	https://suttacentral.net/iti2/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti2_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI3	mohasutta		kn4.1.3	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	3. Mohasuttaṃ	3	0.0196	0.0002	0.0002	0.023	romn/s0504m.mul.xml	IT3	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.2.m	iti3	Itivuttaka 3	Ekakanipāta Paṭhamavagga	Mohasutta	Delusion	Abandon delusion, and you’re guaranteed non-return.	https://suttacentral.net/iti3	https://suttacentral.net/iti3/pli/ms	https://suttacentral.net/iti3/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti3_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI4	kodhasutta		kn4.1.4	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	4. Kodhasuttaṃ	4	0.0196	0.0003	0.0002	0.023	romn/s0504m.mul.xml	IT4	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.3.m	iti4	Itivuttaka 4	Ekakanipāta Paṭhamavagga	Kodhasutta	Anger	Abandon anger, and you’re guaranteed non-return.	https://suttacentral.net/iti4	https://suttacentral.net/iti4/pli/ms	https://suttacentral.net/iti4/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti4_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI5	makkhasutta		kn4.1.5	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	5. Makkhasuttaṃ	5	0.0196	0.0003	0.0002	0.0231	romn/s0504m.mul.xml	IT5	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.4.m	iti5	Itivuttaka 5	Ekakanipāta Paṭhamavagga	Makkhasutta	Disdain	Abandon contempt, and you’re guaranteed non-return.	https://suttacentral.net/iti5	https://suttacentral.net/iti5/pli/ms	https://suttacentral.net/iti5/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti5_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI6	mānasutta		kn4.1.6	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	6. Mānasuttaṃ	6	0.0197	0.0003	0.0003	0.0231	romn/s0504m.mul.xml	IT6	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.5.m	iti6	Itivuttaka 6	Ekakanipāta Paṭhamavagga	Mānasutta	Conceit	Abandon conceit, and you’re guaranteed non-return.	https://suttacentral.net/iti6	https://suttacentral.net/iti6/pli/ms	https://suttacentral.net/iti6/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti6_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI7	sabbapariññāsutta		kn4.1.7	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	7. Sabbapariññāsuttaṃ	7	0.0197	0.0004	0.0003	0.0232	romn/s0504m.mul.xml	IT7	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.6.m	iti7	Itivuttaka 7	Ekakanipāta Paṭhamavagga	Sabbapariññāsutta	Complete Understanding of All	When the mind, cleansed of passion for the All, abandons it, you are capable of putting an end to suffering.	https://suttacentral.net/iti7	https://suttacentral.net/iti7/pli/ms	https://suttacentral.net/iti7/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti7_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI8	mānapariññāsutta		kn4.1.8	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	8. Mānapariññāsuttaṃ	8	0.0198	0.0004	0.0004	0.0232	romn/s0504m.mul.xml	IT8	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.7.m	iti8	Itivuttaka 8	Ekakanipāta Paṭhamavagga	Mānapariññāsutta	Complete Understanding of Conceit	When the mind, cleansed of passion for conceit, abandons it, you are capable of putting an end to suffering.	https://suttacentral.net/iti8	https://suttacentral.net/iti8/pli/ms	https://suttacentral.net/iti8/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti8_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI9	lobhapariññāsutta		kn4.1.9	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	9. Lobhapariññāsuttaṃ	9	0.0198	0.0005	0.0005	0.0232	romn/s0504m.mul.xml	IT9	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.8.m	iti9	Itivuttaka 9	Ekakanipāta Paṭhamavagga	Lobhapariññāsutta	Complete Understanding of Greed	When the mind, cleansed of passion for greed, abandons it, you are capable of putting an end to suffering.	https://suttacentral.net/iti9	https://suttacentral.net/iti9/pli/ms	https://suttacentral.net/iti9/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti9_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI10	dosapariññāsutta		kn4.1.10	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	1. Paṭhamavaggo	10. Dosapariññāsuttaṃ	10	0.0198	0.0005	0.0005	0.0233	romn/s0504m.mul.xml	IT10	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.0.9.m	iti10	Itivuttaka 10	Ekakanipāta Paṭhamavagga	Dosapariññāsutta	Complete Understanding of Hate	When the mind, cleansed of passion for aversion, abandons it, you are capable of putting an end to suffering.	https://suttacentral.net/iti10	https://suttacentral.net/iti10/pli/ms	https://suttacentral.net/iti10/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga1/iti10_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI11	mohapariññāsutta		kn4.1.1	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	2. Dutiyavaggo	1. Mohapariññāsuttaṃ	11	0.0199	0.0006	0.0006	0.0234	romn/s0504m.mul.xml	IT11	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.1.0.m	iti11	Itivuttaka 11	Ekakanipāta Dutiyavagga	Mohapariññāsutta	Complete Understanding of Delusion	When the mind, cleansed of passion for delusion, abandons it, you are capable of putting an end to suffering.	https://suttacentral.net/iti11	https://suttacentral.net/iti11/pli/ms	https://suttacentral.net/iti11/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga2/iti11_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI12	kodhapariññāsutta		kn4.1.2	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	2. Dutiyavaggo	2. Kodhapariññāsuttaṃ	12	0.0199	0.0006	0.0007	0.0234	romn/s0504m.mul.xml	IT12	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.1.1.m	iti12	Itivuttaka 12	Ekakanipāta Dutiyavagga	Kodhapariññāsutta	Complete Understanding of Anger	When the mind, cleansed of passion for anger, abandons it, you are capable of putting an end to suffering.	https://suttacentral.net/iti12	https://suttacentral.net/iti12/pli/ms	https://suttacentral.net/iti12/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga2/iti12_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI13	makkhapariññāsutta		kn4.1.3	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	2. Dutiyavaggo	3. Makkhapariññāsuttaṃ	13	0.02	0.0007	0.0007	0.0235	romn/s0504m.mul.xml	IT13	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.1.2.m	iti13	Itivuttaka 13	Ekakanipāta Dutiyavagga	Makkhapariññāsutta	Complete Understanding of Disdain	When the mind, cleansed of passion for contempt, abandons it, you are capable of putting an end to suffering.	https://suttacentral.net/iti13	https://suttacentral.net/iti13/pli/ms	https://suttacentral.net/iti13/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga2/iti13_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI14	avijjānīvaraṇasutta		kn4.1.4	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	2. Dutiyavaggo	4. Avijjānīvaraṇasuttaṃ	14	0.02	0.0007	0.0007	0.0235	romn/s0504m.mul.xml	IT14	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.1.3.m	iti14	Itivuttaka 14	Ekakanipāta Dutiyavagga	Avijjānīvaraṇasutta	The Shroud of Ignorance	Hindered by the hindrance of ignorance, people go wandering and transmigrating on for a long, long time.	https://suttacentral.net/iti14	https://suttacentral.net/iti14/pli/ms	https://suttacentral.net/iti14/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga2/iti14_root-pli-ms.json
	Khuddaka Nikāya	ITI	ITI15	taṇhāsaṃyojanasutta		kn4.1.5	Khuddakanikāye	Itivuttakapāḷi	1. Ekakanipāto	2. Dutiyavaggo	5. Taṇhāsaṃyojanasuttaṃ	15	0.0201	0.0008	0.0008	0.0236	romn/s0504m.mul.xml	IT15	https://www.digitalpalireader.online/_dprhtml/index.html?loc=k.3.0.0.0.1.4.m	iti15	Itivuttaka 15	Ekakanipāta Dutiyavagga	Taṇhāsaṁyojanasutta	The Fetter of Craving	Fettered with the fetter of craving, beings go wandering and transmigrating on for a long, long time.	https://suttacentral.net/iti15	https://suttacentral.net/iti15/pli/ms	https://suttacentral.net/iti15/en/sujato	sc_bilara_data/root/pli/ms/sutta/kn/iti/vagga2/iti15_root-pli-ms.json
