id,pali_1,example_1
28745,khagga 3,"sītañ'ca uṇhañ'ca khudaṃ pipāsaṃ, vāt'ātape ḍaṃsasarīsape ca. <br/>sabbāni'p'etāni abhisambhavitvā, eko care <b>khagga</b>visāṇakappo."
28947,khaṇika,"yo pana bhikkhu sañcarittaṃ samāpajjeyya itthiyā vā purisamatiṃ purisassa vā itthimatiṃ jāyattane vā jārattane vā, antamaso taṅ'<b>khaṇikā</b>ya'pi, saṅghādiseso."
28873,khaṇḍa 3,"idam'pi kho, brāhmaṇa, brahmacariyassa <b>khaṇḍam</b>'pi chiddam'pi sabalam'pi kammāsam'pi."
28975,khantipāramī,"catutthaṃ paññā-pārami, pañcamaṃ viriya-pārami, chaṭṭhamaṃ khantipārami, sattamaṃ sacca-pārami"
29012,kharassara,kharassarena paṇavena rathikāya rathikaṃ siṅghāṭakena siṅghāṭakaṃ parinetvā dakkhiṇena dvārena nikkhāmetvā dakkhiṇato nagarassa sīsaṃ chindathā'ti.
28820,khalupacchābhattika,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
28821,khalupacchābhattikaṅga,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
29402,khuramuṇḍa,"gacchatha, bho, imaṃ purisaṃ daḷhāya rajjuyā pacchābāhaṃ gāḷhabandhanaṃ bandhitvā <b>khuramuṇḍaṃ</b> karitvā"
71031,khemaka 2,tena kho pana samayena āyasmā <b>khemako</b> badarik'ārāme viharati ābādhiko dukkhito bāḷhagilāno.
29419,khvetaṃ,"atha khv'etaṃ, moghapurisa, appasannānañ'c'eva appasādāya, pasannānañ'ca ekaccānaṃ aññathattāyā'ti."
22565,gaṇakamoggallāna,upasaṅkamitvā bhagavatā saddhiṃ sammodi. sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekam'antaṃ nisīdi. ekam'antaṃ nisinno kho <b>gaṇakamoggallāno</b> brāhmaṇo bhagavantaṃ etad'avoca
22193,gada 2.2,"duggāhadiṭṭhibhujagena sudaṭṭhahatthaṃ, brahmaṃ visuddhijutim'iddhibak'ābhidhānaṃ, ñāṇā<b>gadena</b> vidhinā jitavā mun'indo"
22660,gandhappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu ghānena gandhaṃ ghatvā gandhappaṭisaṃvedī ca hoti gandharāga-ppaṭisaṃvedī ca."
22663,gandharāga,"puna caparaṃ, upavāṇa, bhikkhu ghānena gandhaṃ ghatvā gandhappaṭisaṃvedī ca hoti gandharāga-ppaṭisaṃvedī ca."
22664,gandharāgappaṭisaṃvedī,"puna caparaṃ, upavāṇa, bhikkhu ghānena gandhaṃ ghatvā gandhappaṭisaṃvedī ca hoti gandharāgappaṭisaṃvedī ca."
22539,gamissase,"satiyā taṃ nibandhissaṃ, payutto te damessāmi,<br/>vīriya-dhura-niggahito, na'y'ito dūraṃ gamissase cittā'ti."
22508,gambhīranema,"seyyathā'pi rañño paccantime nagare esikā hoti gambhīranemā sunikhātā acalā asampavedhī abbhantarānaṃ guttiyā bāhirānaṃ paṭighātāya. evam'evaṃ kho ariyasāvako saddho hoti, saddahati tathāgatassa bodhiṃ"
22872,garukātabba 1,"tasmā hi attakāmena, mahattam'abhikaṅkhatā. <br/>saddhammo <b>garukātabbo</b>, saraṃ buddhāna sāsanan'ti."
22341,gahita 2,"atha kiñ'carahi ty'āyaṃ, sāriputta, uḷārā āsabhī vācā bhāsitā, ek'aṃso <b>gahito</b>, sīhanādo nadito"
22996,gāyanta,api ca kho mātugāmassa saddaṃ suṇāti tirokuṭṭaṃ vā tiropākāraṃ vā hasantiyā vā bhaṇantiyā vā <b>gāyantiyā</b> vā rodantiyā vā
22400,gāḷhabandhanaṃ bandhati,"gacchatha, bho, imaṃ purisaṃ daḷhāya rajjuyā pacchābāhaṃ <b>gāḷhabandhanaṃ</b> <b>bandhitvā</b> khuramuṇḍaṃ karitvā"
23335,gila,"evañ'hi so, bhikkhave, maccho gila-baḷiso bāḷisikassa anayaṃ āpanno byasanaṃ āpanno yathākāmakaraṇīyo bāḷisikassa."
23336,gilabaḷisa,"evañ'hi so, bhikkhave, maccho gilabaḷiso bāḷisikassa anayaṃ āpanno byasanaṃ āpanno yathākāmakaraṇīyo bāḷisikassa."
23288,gihibhoga,"tath'ūpam'āhaṃ, bhikkhave, imaṃ puggalaṃ vadāmi gihibhogā ca parihīno, sāmaññatthañ'ca na paripūreti."
23759,guttadvāratā,"na kamm'ārāmatā, na bhass'ārāmatā, na nidd'ārāmatā, na saṅgaṇik'ārāmatā, indriyesu <b>guttadvāratā</b>, bhojane mattaññutā, asaṃsagg'ārāmatā, nippapañc'ārāmatā."
23764,guttika,"yathā, mahārāja, nagara<b>guttiko</b> majjhe nagarasiṅghāṭake nisinno passeyya puratthimadisato purisaṃ āgacchantaṃ"
15638,cakka 3,"nāḷāgiriṃ gajavaraṃ atimattabhūtaṃ, dāv'aggi<b>cakkam</b>'asanī'va, sudāruṇan'taṃ, mett'ambusekavidhinā jitavā mun'indo."
15726,cakkhusamudda,"yo taṃ rūpamayaṃ vegaṃ sahati, ayaṃ vuccati, bhikkhave, atari cakkhusamuddaṃ saūmiṃ sāvaṭṭaṃ sagāhaṃ sarakkhasaṃ."
16369,catuttiṃsati,"idāni kho pana dvesahassapañcasata<b>catuttiṃsati</b> saṃvaccharāni c'eva, navamāsāni ca, catuvīsatidivasāni atikkantāni."
16113,catuddasa,ajj'uposatho <b>catuddaso</b>
16179,catumadhura,"yo pana ekasmiṃ bhājane muttaharīṭakaṃ ṭhapetvā ekasmiṃ <b>catumadhuraṃ</b>, gaṇhāhi, bhante, yadicchasī'ti"
16264,caturāsītisahassa,<b>catur'āsītisahassa</b>dhammakkhandh'ānubhāvena piṭakattay'ānubhavena jinasāvak'ānubhāvena
16382,catuvīsati,"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>catuvīsati</b>divasāni atikkantāni."
16067,cattālīsati,cattālīsam'pi jātiyo paññāsam'pi jātiyo jāti-satam'pi jāti-sahassam'pi jāti-satasahassam'pi aneke'pi saṃvaṭṭakappe aneke'pi vivaṭṭakappe aneke'pi saṃvaṭṭavivaṭṭakappe
16057,cattāḷisā,"pañca-cattāḷisa-saṃvaccharāni vasitvā, sappa-saṃvacchare, vesākha-puṇṇamiyaṃ bhummavāre parinibbāyi."
15774,camarī,"kikī'va aṇḍaṃ, <b>camarī</b>'va vāladhiṃ. piyaṃ'va puttaṃ, <br/>nayanaṃ'va ekakaṃ. tath'eva sīlaṃ, anurakkhamānā."
15985,carato,"carato ce'pi, bhikkhave, bhikkhuno abhijjhā vigatā hoti, byāpādo vigato hoti, thinamiddhaṃ vigataṃ hoti, uddhaccakukkuccaṃ vigataṃ hoti"
15612,cāgasampadā,"idha, gahapati, ariyasāvako vigatamalamaccherena cetasā agāraṃ ajjhāvasati muttacāgo payatapāṇi vossaggarato yācayogo dānasaṃvibhāgarato. ayaṃ vuccati, gahapati, <b>cāgasampadā</b>."
16114,cātuddasa 1,"niṭṭhite ca pubbakicce, sace so divaso cātuddasīpaṇṇarasīsāmaggīnam'aññataro, yath'ājja uposatho <b>cātuddaso</b>."
16186,cātumahārājika 2,<b>cātumahārājikānaṃ</b> sahassaṃ tāvatiṃsānaṃ sahassaṃ yāmānaṃ sahassaṃ tusitānaṃ sahassaṃ nimmānaratīnaṃ
16024,cārittaṃ āpajjita,"gottarakkhitā dhammarakkhitā sasāmikā saparidaṇḍā antamaso mālāguḷa-parikkhittā'pi, tathārūpāsu cārittaṃ āpajjitā hoti"
17340,cittatā 1.1,so sīlavā samāno bhabbo ariyānaṃ a'dassanakamyataṃ pahātuṃ ariyadhammassa a'sotukamyataṃ pahātuṃ upārambha<b>cittataṃ</b> pahātuṃ.
17359,cittaviveka,cittaviveko ca parisuddhacittānaṃ paramavodānappattānaṃ
17239,citta 2.6,"ayaṃ vasabhasaṃvacchare gimhānautu. asmiṃ utumhi <b>citta</b>māsassa kāḷapakkhe catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."
17376,cittiṃ katvāna,"sabba-kāruka-sippāni, cittiṃ katvāna sikkhare.<br/>avūpasantā ajjhattaṃ, sāmaññ'attho'ti acchati ."
70981,citra 1.3,"kāmā hi <b>citrā</b> madhurā manoramā, virūparūpena mathenti cittaṃ. <br/>ādīnavaṃ kāmaguṇesu disvā, tasmā ahaṃ pabbajito'mhi rāja."
17627,cuṇṇaka,"alattakakatā pādā, mukhaṃ <b>cuṇṇaka</b>makkhitaṃ. <br/>alaṃ bālassa mohāya, no ca pāragavesino."
17630,cuṇṇakamakkhita,"alattakakatā pādā, mukhaṃ <b>cuṇṇakamakkhitaṃ</b>. <br/>alaṃ bālassa mohāya, no ca pāragavesino."
17524,cuddasama,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi māghamāsassa kāḷapakkhe <b>cuddasamaṃ</b>, candavāram'idan'ti daṭṭhabbaṃ."
17564,cūḷapanthaka,addasā kho bhagavā āyasmantaṃ <b>cūḷapanthakaṃ</b> avidūre nisinnaṃ pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā.
16520,cetayita,"bhante nāgasena, kiṃlakkhaṇā cetanā'ti? <b>cetayita</b>lakkhaṇā, mahārāja, cetanā abhisaṅkharaṇalakkhaṇā cā'ti."
17488,corābhinīta,"tañ'ca kho etaṃ, bhikkhave, kulaputtā upenti atthavasikā, atthavasaṃ paṭicca; n'eva rāj'ābhinītā, na cor'ābhinītā, na iṇ'aṭṭā, na bhayaṭṭā, na ājīvikāpakatā"
17475,coḷa 2,"sace enti manussattaṃ,<br/>dalidde jāyare kule,<br/><b>coḷaṃ</b> piṇḍo ratī khiḍḍā,<br/>yattha kicchena labbhati."
16891,chaṭṭhama,"ayaṃ vasabha-saṃvacchare hemanta-utu. asmiṃ utumhi māgha-māsassa kālapakkhe chaṭṭhamaṃ, candavāram'idan'ti daṭṭhabbaṃ."
16655,chaḍḍayitvāna,"dhanañ'ca puttaṃ bhariyañ'ca, chaḍḍayitvāna niggatā.<br/>kaṭacchu-bhikkha-hetū'pi, akicchāni nisevare."
16767,chandaka,"upāsakā bhikkhunisaṅghassa cīvar'atthāya <b>chandakaṃ</b> saṃharitvā, aññatarassa pāvārikassa ghare parikkhāraṃ nikkhipitvā, bhikkhuniyo upasaṅkamitvā etadavocuṃ"
16771,chandanidāna,yaṃ kho kiñci atītam'addhānaṃ dukkhaṃ uppajjamānaṃ uppajji sabbaṃ taṃ chandamūlakaṃ chandanidānaṃ. chando hi mūlaṃ dukkhassa.
16796,chandāraha,"pānīyaparibhojanīyaupaṭṭhapanañ'ca, <b>chand'ārahānaṃ</b> bhikkhūnaṃ chand'āharaṇañ'ca, tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca"
16615,chabbīsati,"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>chabbīsati</b>divasāni atikkantāni."
16995,chidda 3,"idam'pi kho, brāhmaṇa, brahmacariyassa khaṇḍam'pi <b>chiddam</b>'pi sabalam'pi kammāsam'pi."
17078,chuḍḍha,"aciraṃ vat'ayaṃ kāyo, paṭhaviṃ adhisessati.<br/><b>chuḍḍho</b> apetaviññāṇo, niratthaṃ'va kaliṅgaraṃ."
16949,checchati 2,"vitakk'ūpasame ca yo rato, asubhaṃ bhāvayate sadā sato,<br/>esa kho byanti kāhiti, esa <b>checchati</b> mārabandhanaṃ."
25752,jayanta 1,"<b>jayanto</b> bodhiyā mūle, sakyānaṃ nandivaḍḍhano. evaṃ tvaṃ vijayo hohi, jayassu jayamaṅgale."
25565,jarudapāna,"seyyathā'pi, bhikkhave, puriso jar'udapānaṃ vā olokeyya pabbatavisamaṃ vā nadīviduggaṃ vā, apakass'eva kāyaṃ, apakassa cittaṃ"
25273,jalla,"seyyathā'pi gimhānaṃ pacchime māse ūhataṃ rajo<b>jallaṃ</b>, tam'enaṃ mahāakālamegho ṭhānaso antaradhāpeti vūpasameti"
25725,javana 3,"evaṃ rāg'ādivirahena cakkhuviññāṇamattam'eva me <b>javanaṃ</b> bhavissati, cakkhuviññāṇ'appamāṇen'eva <b>javanaṃ</b> ṭhapessāmī'ti."
26012,jitavā,"bāhuṃ sahassam'abhinimmita sāvudhan'taṃ, grīmekhalaṃ uditaghorasasenamāraṃ, dān'ādidhammavidhinā <b>jitavā</b> mun'indo, tan'tejasā bhavatu te jayamaṅgalāni"
25964,jinasāsana,"kusalānañ'ca dhammānaṃ, paññāya ca parikkhayā.<br/>sabb'ākāravar'ūpetaṃ, lujjate <b>jinasāsanaṃ</b>."
70827,jivhatā,"dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, kos'ohite ca vatthaguyhe, pahūta<b>jivhatāya</b> ca."
25956,jīna 1,"<b>jīno</b> rath'assaṃ maṇikuṇḍale ca, putte ca dāre ca that'eva <b>jīno</b>.<br/>sabbesu bhogesu asesitesu, kasmā na santappasi sokakāle."
26110,jīvitindriya 2,"<b>jīvit'indriyaṃ</b>, sukh'indriyaṃ, dukkh'indriyaṃ, somanass'indriyaṃ, domanass'indriyaṃ, upekkh'indriyaṃ"
25788,jeta,"saddhammasenā sugatānugo, yo lokassa pāp'ūpakilesa<b>jetā</b>, santo sayaṃ santiniyojako ca, svākkhātadhammaṃ viditaṃ karoti"
26159,jotipāla,rājā disampati bhavantaṃ <b>jotipālaṃ</b> māṇavaṃ āmantayati
26163,jotirasa,"icchitaṃ patthitaṃ tumhaṃ khippam'eva samijjhatu, sabbe pūrentu saṅkappā, cando paṇṇaraso yathā, maṇi <b>jotiraso</b> yathā"
35353,ñāṇamattāya,"yāva'd'eva <b>ñāṇamattāya</b> paṭissatimattāya anissito ca viharati, na ca kiñci loke upādiyati."
35842,ñātidhamma,"so <b>ñātidhammo</b> ca ayaṃ nidassito, petāna'pūjā ca katā uḷārā. balañ'ca bhikkhūnam'anuppadinnaṃ, tumhehi puññaṃ pasutaṃ anappakan'ti."
36110,ñāyapaṭipanna,supaṭipanno bhagavato sāvakasaṅgho ujupaṭipanno bhagavato sāvakasaṅgho <b>ñāyapaṭipanno</b> bhagavato sāvakasaṅgho sāmīcipaṭipanno bhagavato sāvakasaṅgho
60618,ṭṭha,"papañ'ca udapānañ'ca, ye dadanti upassayaṃ.<br/>tesaṃ divā ca ratto ca, sadā puññaṃ pavaḍḍhati.<br/>dhamma<b>ṭṭhā</b> sīlasampannā, te janā saggagāmino'ti."
59810,ṭhapeti 5,"are bāla, brāhmaṇa, kiṃ tava ñātakā antaradvāre kahāpaṇaṃ <b>ṭhapenti</b>, parato maṃ harā'ti"
59728,ṭhānaṃ vijjati,"so vata, cunda, attanā palipa-palipanno paraṃ palipa-palipannaṃ uddharissatī'ti n'etaṃ ṭhānaṃ vijjati."
59796,ṭhāpaye,"ek'aṃsavacanaṃ ekaṃ, vibhajjavacan'āparaṃ.<br/>tatiyaṃ paṭipuccheyya, catutthaṃ pana <b>ṭhāpaye</b>."
58775,taññeva,ekadā dhammarājā pi gelaññen'ābhipīḷito cundattherena <b>taññ'eva</b> bhaṇāpetvāna sādaraṃ sammoditvā ca ābādhā tamhā vuṭṭhāsi ṭhānaso.
59065,taṭa 1,"sagge kāme ca rūpe, girisikhara<b>taṭe</b> c'antalikkhe vimāne, dīpe raṭṭhe ca gāme, taruvanagahane, gehavatthumhi khette"
59301,tatrābhiratimicchati,"<b>tatr'ābhiratim'iccheyya</b>, hitvā kāme akiñcano, <br/>pariyodapeyya attānaṃ, cittaklesehi paṇḍito."
59140,tathattāya,"musā'pi bhaṇati, param'pi tath'attāya samādapeti, yaṃ sa hoti dīgharattaṃ ahitāya dukkhāyā'ti."
59083,tathābhūtaṃ,"kiṃ nu kho ahaṃ añña'd'atthu bhaya-paṭikaṅkhī viharāmi? yaṃnūn'āhaṃ yathābhūtaṃ yathābhūtassa me taṃ bhayabheravaṃ āgacchati, tathābhūtaṃ tathābhūtova taṃ bhayabheravaṃ paṭivineyyan'ti"
59127,tathāsamāhita,so <b>tathāsamāhitaṃ</b> cittaṃ sādhukaṃ ajjhupekkhitā hoti
58360,tadatthaṃ,"dhammo padīpo viya tassa satthuno, yo maggapāk'āmatabhedabhinnako, lok'uttaro yo ca <b>tad'attha</b>'dīpano"
58547,tamañña,"aparo pañhaṃ puṭṭho katheti, tam'añño, ""suṭṭhu te pañho kathito, kattha te uggahito, pañhaṃ kathentena nāma evaṃ kathetabbo'ti vadati."
59436,tayo 2,"sīlaṃ rakkheyya medhāvī,<br/>patthayāno <b>tayo</b> sukhe,<br/>pasaṃsaṃ vittalābhañ'ca,<br/>pecca sagge pamodanaṃ."
58535,taṃ kiṃ maññatha,"<b>taṃ kiṃ maññatha</b>, bhikkhave, api nu so puriso amuṃ telapattaṃ amanasikaritvā bahiddhā pamādaṃ āhareyyā'ti?"
59386,tāvakālika,yācitak'ūpamā kāmā <b>tāvakālik'</b>aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
59393,tāvatakena,"te <b>tāvataken</b>'eva attamanā assu, alam'ettāvatā, katam'ettāvatā, anuppatto no sāmaññ'attho, n'atthi no kiñci uttarikaraṇīyan'ti."
60176,tikoṭiparisuddha,"na jānaṃ uddissakataṃ maṃsaṃ paribhuñjitabbaṃ. yo paribhuñjeyya āpatti dukkaṭassa. anujānāmi <b>tikoṭiparisuddhaṃ</b> macchamaṃsaṃ, adiṭṭhaṃ assutaṃ aparisaṅkitan'ti."
60497,tittakagga,"ambil'aggehi'pi, <b>tittak'aggehi</b>'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi."
60337,tiparivaṭṭa,"yāvakīvañ'ca me, bhikkhave, imesu catūsu ariyasaccesu evan'<b>tiparivaṭṭaṃ</b> dvādas'ākāraṃ yathābhūtaṃ ñāṇadassanaṃ na suvisuddhaṃ ahosi,"
60374,tiracchānakathika,"ye te bhikkhū <b>tiracchānakathikā</b> kāyadaḷhibahulā viharanti tesam'pi ekajjhaṃ sen'āsanaṃ paññapeti, im'āyap'ime āyasmanto ratiyā acchissantī'ti."
60382,tiracchānayonika,"nerayikena dukkhena phandamānaṃ, tiracchānayonikena dukkhena phandamānaṃ"
60423,tirokaraṇī,jīvako … janaṃ ussāretvā <b>tirokaraṇiyaṃ</b> parikkhipitvā thambhe upanibandhitvā bhariyaṃ purato ṭhapetvā udaracchaviṃ uppāṭetvā antagaṇṭhiṃ nīharitvā bhariyāya dassesi
60186,tilakāhata,daṇḍa-parāyaṇaṃ pavedhamānaṃ gacchantaṃ āturaṃ gatayobbanaṃ khaṇḍadantaṃ palitakesaṃ vilūnaṃ khalitasiraṃ valitaṃ tilak'āhata-gattan'ti?
60192,tilakkhaṇa 1,handa mayaṁ <b>tilakkhaṇ</b>'ādigāthāyo bhaṇāmase
60573,tividhaṃ,puññāni pakatāni me sukhañ'ca <b>tividhaṃ</b> dentu. khippaṃ pāpetha vo'mataṃ.
60312,tīṇi duccaritāni,"tīṇi duccaritāni, kāyaduccaritaṃ, vacīduccaritaṃ, manoduccaritaṃ."
60388,tīraṇa,"phassaṃ pariññāyā'ti phassaṃ tīhi pariññāhi parijānitvā, ñātapariññāya, <b>tīraṇa</b>pariññāya, pahānapariññāya."
60393,tīrayitvā,yaṃ viditvā sato caran'ti yaṃ viditaṃ katvā tulayitvā tīrayitvā vibhāvayitvā vibhūtaṃ katvā.
60397,tīreti 1,katamā tīraṇapariññā? evaṃ ñātaṃ katvā phassaṃ <b>tīreti</b>.
60704,tumhaṃ 1,"tatra ce tumhe assatha kupitā vā anattamanā vā, <b>tumhaṃ</b> yev'assa tena antarāyo."
60705,tumhaṃ 2,"icchitaṃ patthitaṃ <b>tumhaṃ</b> khippam'eva samijjhatu, sabbe pūrentu saṅkappā, cando paṇṇaraso yathā, maṇi jotiraso yathā"
60666,tulayitvā,"atthaṃ upaparikkhato dhammā nijjhānaṃ khamanti, dhamma-nijjhāna-kkhantiyā sati chando jāyati, chandajāto ussahati, ussāhetvā tuleti, tulayitvā padahati"
59461,tecīvarikaṅga,"aṭṭha dhut'aṅgāni, āraññik'aṅgaṃ, piṇḍapātik'aṅgaṃ, paṃsukūlik'aṅgaṃ, tecīvarik'aṅgaṃ, sapadānacārik'aṅgaṃ, khalupacchābhattik'aṅgaṃ, nesajjik'aṅgaṃ, yathāsanthatik'aṅgaṃ, idaṃ vuccati vataṃ, na sīlaṃ."
59628,tettiṃsati,"idāni kho pana dvesahassapañcasata<b>tettiṃsati</b> saṃvaccharāni c'eva, navamāsāni ca, catuvīsatidivasāni atikkantāni."
59570,tena tena,"kileseh'ābhibhūtā te, tena tena vidhāvitā.<br/>narā kilesa-vatthūsu, sasaṅgāme'va ghosite."
59605,terasama,"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi māghamāsassa kāḷapakkhe <b>terasamaṃ</b>, candavāram'idan'ti daṭṭhabbaṃ."
59644,tevīsati,"idāni kho pana dve-sahassa-pañca-sata-tesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, tevīsati-divasāni atikkantāni."
59688,thāmagata,"thāmagataṃ anusayehi phandamānaṃ, lābhena phandamānaṃ, alābhena phandamānaṃ"
59868,theragāthā,handa mayaṃ raṭṭhapāla<b>ttheragāthāyo</b> bhaṇāmase
59999,thokika,"apuññalābho ca gatī ca pāpikā, bhītassa bhītāya ratī ca thokikā,<br/>rājā ca daṇḍaṃ garukaṃ paṇeti, tasmā naro paradāraṃ na seve."
17761,dakāra,"ajja't'agge'ti ajjataṃ ādiṃ katvā, ajja'd'agge'ti vā pāṭho, dakāro padasandhikaro, ajja aggaṃ katvā'ti vuttaṃ hoti."
18004,dandhaṃ,"abhittharetha kalyāṇe, pāpā cittaṃ nivāraye,<br/>dandhañ'hi karoto puññaṃ, pāpasmiṃ ramatī mano."
18219,dasasahassilokadhātu,"ayañca <b>dasasahassilokadhātu</b> saṅkampi sampakampi sampavedhi, appamāṇo ca uḷāro obhāso loke pāturahosi atikkamma devānaṃ dev'ānubhāvanti."
18218,dasasahassī,"ayañ'ca <b>dasasahassī</b> lokadhātu saṅkam'pi sampakam'pi sampavedhi, appamāṇo ca uḷāro obhāso loke pāturahosi atikkamm'eva devānaṃ devānubhāvan'ti."
18322,dassu,aham'etaṃ <b>dassu</b>khīlaṃ vadhena vā bandhena vā jāniyā vā garahāya vā pabbājanāya vā samūhanissāmī'ti
18323,dassukhīla,aham'etaṃ dassukhīlaṃ vadhena vā bandhena vā jāniyā vā garahāya vā pabbājanāya vā samūhanissāmī'ti
17853,daḷhī,"ye te bhikkhū tiracchānakathikā kāya-daḷhi-bahulā viharanti tesam'pi ekajjhaṃ sen'āsanaṃ paññapeti, im'āyap'ime āyasmanto ratiyā acchissantī'ti."
17926,dānapāramī,"paṭhamaṃ dānapārami, dutiyaṃ sīla-pārami, tatiyaṃ nekkhamma-pārami"
17923,dānamaya,"kusalā cetanā kām'āvacarā rūp'āvacarā <b>dānamayā</b> sīlamayā bhāvanāmayā, ayaṃ vuccati puññ'ābhisaṅkhāro."
17914,dāna 1.2,"atha kho āyasmā raṭṭhapālo sakapitu nivesane n'eva <b>dānaṃ</b> alattha na paccakkhānaṃ, añña'd'atthu akkosam'eva alattha"
17869,dāma 1,"seyyathā'pi, āvuso, kāḷo ca balībaddo odāto ca balībaddo ekena dāmena vā yottena vā saṃyuttā assu."
18381,dāvaggi,"nāḷāgiriṃ gajavaraṃ atimattabhūtaṃ, <b>dāv'aggi</b>cakkam'asanī'va, sudāruṇan'taṃ, mett'ambusekavidhinā jitavā mun'indo."
17722,dāha 2,dhammaṃ varan'taṃ sirasā namāmi. mohappadālaṃ upasanta<b>dāhaṃ</b>. tan'tejasā te jayasiddhi hotu. sabb'antarāyā ca vināsamentu
19764,diṭṭhippatta,"<b>diṭṭhippatto</b>  idha ekacco puggalo ye te santā vimokkhā atikkamma rūpe āruppā te na kāyena phusitvā viharati, paññāya c'assa disvā ekacce āsavā parikkhīṇā honti, tathāgatappaveditā c'assa dhammā paññāya vodiṭṭhā honti vocaritā."
19727,diṭṭhibyasana,"ñātibyasanena vā phuṭṭhassa, bhogabyasanena vā phuṭṭhassa, rogabyasanena vā phuṭṭhassa, sīlabyasanena vā phuṭṭhassa, <b>diṭṭhibyasanena</b> vā phuṭṭhassa"
19557,dina,"etā pi buddhajayamaṅgalaaṭṭhagāthā, yo vācano <b>dina</b>dine sarate'm'atandī, hitvān'anekavividhāni c'upaddavāni, mokkhaṃ sukhaṃ adhigameyya naro sapañño"
19590,dipādaka,"apādakehi me mettaṃ, mettaṃ <b>dipādakehi</b> me.<br/>catuppadehi me mettaṃ, mettaṃ bahuppadehi me."
19599,dīpana 1,"dhammo padīpo viya tassa satthuno, yo maggapāk'āmatabhedabhinnako, lok'uttaro yo ca tadattha'<b>dīpano</b>"
20206,dukkhanirodhagāminīpaṭipadā,taṃ kho pan'idaṃ <b>dukkhanirodhagāminīpaṭipadā</b> ariyasaccaṃ bhāvitan'ti
20234,dukkhappatta,"<b>dukkhappattā</b> ca niddukkhā, bhayappattā ca nibbhayā, sokappattā ca nissokā, hontu sabbe pi pāṇino."
20191,dukkhamaddasā,"aniccaṃ aniccato dakkhuṃ, <b>dukkham'addakkhu</b> dukkhato.<br/>anattani anattā'ti, asubhaṃ asubhat'addasuṃ.<br/>sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti"
20077,duggāha,"<b>duggāha</b>diṭṭhibhujagena sudaṭṭhahatthaṃ, brahmaṃ visuddhijutim'iddhibak'ābhidhānaṃ, ñāṇāgadena vidhinā jitavā mun'indo"
20356,dunnimitta,"sabbe te rogā, sabbe te bhayā, sabbe te antarāyā, sabbe te upaddavā, sabbe te <b>dunnimittā</b>, sabbe te avamaṅgalā vinassantu"
20408,duppūrana,"yadi duppūraṇ'aṭṭhena yadi vā samuddan'aṭṭhena samuddo, cakkhum'eva samuddo."
20325,dumapphala,"<b>dumapphalānī</b>'va patanti māṇavā, daharā ca vuḍḍhā ca sarīrabhedā. <br/>etam'pi disvā pabbajito'mhi rāja, apaṇṇakaṃ sāmaññam'eva seyyo."
20539,dussupina,"yan'dunnimittaṃ avamaṅgalañ'ca, yo c'āmanāpo sakuṇassa saddo, pāpaggaho <b>dussupinaṃ</b> akantaṃ, buddh'ānubhāvena vināsamentu"
21043,duvidhena,"tattha katamo upādānapaccayā bhavo? bhavo <b>duvidhena</b>, atthi kammabhavo, atthi upapattibhavo."
20433,dūraṃ,"satiyā taṃ nibandhissaṃ, payutto te damessāmi,<br/>vīriya-dhura-niggahito, na'y'ito dūraṃ gamissase cittā'ti."
18498,devabhūta,"aggassa dātā medhāvī, aggadhammasamāhito. <b>devabhūto</b> manusso vā, aggappatto pamodatī'ti."
