id,pali_1,example_2
37750,nirodhasaññā,"yāvakīvañ'ca, bhikkhave, bhikkhū <b>nirodhasaññaṃ</b> bhāvessanti"
37763,nirodhika,"so ca kho attabyābādhāya'pi saṃvattati, parabyābādhāya'pi saṃvattati, ubhayabyābādhāya'pi saṃvattati, paññā<b>nirodhiko</b> vighātapakkhiko anibbānasaṃvattaniko"
37812,nisajjā 2,"yo pana bhikkhu mātugāmena saddhiṃ eko ekāya raho paṭicchanne āsane, alaṃkammaniye, <b>nisajjaṃ</b> kappeyya"
37854,nisevati 1,"dhanañ'ca puttaṃ bhariyañ'ca, chaḍḍayitvāna niggatā.<br/>kaṭacchubhikkhahetū'pi, akicchāni <b>nisevare</b>."
37967,nissāya 5,"yaṃ yad'eva hi sā, bhikkhave, gāvī niccammā <b>nissāya</b> tiṭṭheyya, ye tan'nissitā pāṇā te naṃ khādeyyuṃ."
38116,nivāretar,"seyyathā'pi dovāriko hoti paṇḍito byatto medhāvī aññātānaṃ <b>nivāretā</b> ñātānaṃ pavesetā, evam'evaṃ kho ariyasāvako satimā hoti paramena satinepakkena samannāgato cirakatam'pi cirabhāsitam'pi saritā anussaritā."
38123,nivāsa 1.2,so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbe<b>nivāsa</b>-anussatiñāṇāya cittaṃ abhininnāmeti.
38213,niveseti,"yo ca kho mātāpitaro maccharī cāgasampadāya samādapeti <b>niveseti</b> patiṭṭhāpeti, .. ettāvatā kho mātāpitūnaṃ katañ'ca hoti paṭikatañ'ca"
36353,ni 1,"na paro paraṃ <b>ni</b>kubbetha,<br/>n'ātimaññetha katthaci naṃ kañci,<br/>byārosanā paṭighasaññā,<br/>n'āññam'aññassa dukkham'iccheyya."
36352,nī,"ye suppayuttā manasā daḷhena,<br/><b>ni</b>kkāmino gotamasāsanamhi,<br/>te pattipattā amataṃ vigayha"
38003,nīta 1,"yāni kho pana tāni gilānānaṃ bhikkhūnaṃ paṭisāyanīyāni bhesajjāni, seyyath'idaṃ, sappi, nava<b>nītaṃ</b>, telaṃ, madhu, phāṇitaṃ"
37268,nīla 1,"navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, <b>nīlaṃ</b> vā kaddamaṃ vā kāḷasāmaṃ vā."
37267,nīḷa,"jātaṃ bhūtaṃ samuppannaṃ, kataṃ saṅkhatam'addhuvaṃ. jarāmaraṇasaṅghāṭaṃ, roga<b>nīḷaṃ</b> pabhaṅguraṃ. āhāranettippabhavaṃ, n'ālaṃ tad'abhinandituṃ."
36194,nepakka,"seyyathā'pi dovāriko hoti paṇḍito byatto medhāvī aññātānaṃ nivāretā ñātānaṃ pavesetā, evam'evaṃ kho ariyasāvako satimā hoti paramena sati<b>nepakkena</b> samannāgato cirakatam'pi cirabhāsitam'pi saritā anussaritā."
36176,nema,"seyyathā'pi rañño paccantime nagare esikā hoti gambhīra<b>nemā</b> sunikhātā acalā asampavedhī abbhantarānaṃ guttiyā bāhirānaṃ paṭighātāya. evam'evaṃ kho ariyasāvako saddho hoti, saddahati tathāgatassa bodhiṃ"
36217,neso,"sabbaṃ rūpaṃ, n'etaṃ mama, <b>n'eso</b>'ham'asmi, na m'eso attā'ti evam'etaṃ yathābhūtaṃ sammappaññāya daṭṭhabbaṃ."
36276,nevasaññānāsaññāyatanasamāpatti,"yāni ca kho imāni, bhikkhave, nissāya dve āyatanāni, <b>n'evasaññānāsaññ'āyatanasamāpatti</b> ca saññāvedayitanirodho ca"
36324,nhāpana,api ca kho mātugāmassa ucchādanaparimaddana<b>nhāpana</b>sambāhanaṃ sādiyati.
40625,pakatatta 1,yāvatikā ca bhikkhū kammappattā saṅgh'uposath'ārahā cattāro vā tato vā atirekā <b>pakatattā</b> pārājikaṃ anāpannā saṅghena vā anukkhittā.
40615,pakata 1,puññāni <b>pakatāni</b> me sukhañ'ca tividhaṃ dentu. khippaṃ pāpetha vo'mataṃ.
40606,pakāsesi 2,"yo dhammaṃ desesi ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ <b>pakāsesi</b>."
40756,pakkhipati 2,na bhuñjamānā sabbahatthaṃ mukhe <b>pakkhipissāmī</b>'ti sikkhā karaṇīyā.
40767,pakkhiya 1,handa mayaṃ bodhi<b>pakkhiya</b>dhammapāṭhaṃ bhaṇāmase
40315,paggaṇhāti 3,uppannānaṃ kusalānaṃ dhammānaṃ ṭhitiyā asammosāya bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ <b>paggaṇhāti</b> padahati
39704,paccatthika 1,"ime kho, ambho purisa, pañca vadhakā <b>paccatthikā</b> piṭṭhito piṭṭhito anubandhā, yatth'eva naṃ passissāma tatth'eva jīvitā voropessāmā'ti."
39727,paccayā,"purimā, bhikkhave, koṭi na paññāyati avijjāya, ito pubbe avijjā n'āhosi, atha pacchā samabhavī'ti. evañ'c'etaṃ, bhikkhave, vuccati, atha ca pana paññāyati, idap<b>paccayā</b> avijjā'ti"
39617,paccaladdhā,"yadā ca buddhā lokasmiṃ, uppajjanti pabhaṅ'karā. te imaṃ dhammaṃ pakāsenti, dukkh'ūpasamagāminaṃ. tesaṃ sutvāna sappaññā, sacittaṃ <b>paccaladdhā</b> te."
39893,paccupaṭṭhāna 1,supinak'ūpamā kāmā ittara<b>paccupaṭṭhān</b>'aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
39911,paccupaṭṭhita 6,idha bhikkhave bhikkhuno mettaṃ kāyakammaṃ <b>paccupaṭṭhitaṃ</b> hoti sabrahmacārīsu āvi c'eva raho ca
39768,paccekaṃ,"yathā kho pana <b>pacceka'</b>puṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti."
39834,pacchima 5,sādhu no bhante bhagavā suciraparinibbuto'pi <b>pacchimā</b>janat'ānukampamānasā
40510,pajāpatī 2,ekam'antaṃ ṭhitā kho sā mahā<b>pajāpatī</b> gotamī bhagavantaṃ etad'avoca
40481,pajā 3,"ākāse'va padaṃ n'atthi, samaṇo n'atthi bāhire,<br/>papañc'ābhiratā <b>pajā</b>, nippapañcā tathāgatā."
41365,pañcanīvaraṇa,so ime <b>pañca</b> <b>nīvaraṇe</b> pahāya cetaso upakkilese paññāya dubbalīkaraṇe
41447,pañcindriyāni 2,"tiṭṭhanti kho pana, bhikkhave, tatth'eva <b>pañc'indriyāni</b>. ath'ettha sutavato ariyasāvakassa avijjā pahīyati, vijjā uppajjati."
41825,paññāvimutta,"<b>paññāvimutto</b> – idha ekacco puggalo ye te santā vimokkhā atikkamma rūpe āruppā te na kāyena phusitvā viharati, paññāya c'assa disvā āsavā parikkhīṇā honti."
41523,pañha 2,sādh'āvuso'ti kho āyasmā mahākoṭṭhiko āyasmato sāriputtassa bhāsitaṃ abhinanditvā anumoditvā āyasmantaṃ sāriputtaṃ uttariṃ <b>pañhaṃ</b> apucchi.
44885,paṭikaroti 1,"yato ca kho tvaṃ, bhikkhu, accayaṃ accayato disvā yathādhammaṃ <b>paṭikarosi</b>, taṃ te mayaṃ paṭiggaṇhāma."
44886,paṭikaroti 2,"tass'etaṃ pāṭikaṅkhaṃ, anāpanno vā pārājikaṃ dhammaṃ na āpajjissati, āpanno vā pārājikaṃ dhammaṃ yathādhammaṃ <b>paṭikarissati</b>."
44909,paṭikkamati 2,"katā me rakkhā katā me parittā, <b>paṭikkamantu</b> bhūtāni.<br/>so'haṃ namo bhagavato, namo sattannaṃ sammāsambuddhānaṃ"
44771,paṭighāta 1,paṭisaṅkhā yoniso gilānapaccayabhesajjaparikkhāraṃ paṭisevāmi yāva'd'eva uppannānaṃ veyyābādhikānaṃ vedanānaṃ <b>paṭighātāya</b> abyāpajjhaparamatāyā
44673,paṭicchanna 1,"yo pana bhikkhu mātugāmena saddhiṃ raho <b>paṭicchanne</b> āsane nisajjaṃ kappeyya, pācittiyaṃ."
44658,paṭicchādanattha,paṭisaṅkhā yoniso cīvaraṃ paṭisevāmi yāva'd'eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsamakasavāt'ātapasiriṃsapasamphassānaṃ paṭighātāya yāva'd'eva hirikopīna<b>paṭicchādan'atthaṃ</b>
45097,paṭiñña 1,idha ekacco dussīlo hoti pāpadhammo asucisaṅkassarasamācāro paṭicchannakamm'anto assamaṇo samaṇa<b>paṭiñño</b> abrahmacārī brahmacāripaṭiñño antopūti avassuto kasambujāto – antopūtibhāvo'ti.
44570,paṭibaddha 2,"chandajāto anakkhāte, manasā ca phuṭo siyā,<br/>kāmesu ca ap<b>paṭibaddha</b>citto, uddhaṃsoto'ti vuccati."
44571,paṭibaddha 3,"para<b>paṭibaddhā</b> me jīvikā'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ."
44995,paṭiladdha,pubbe vā <b>paṭiladdha</b>pubbaṃ atītaṃ niruddhaṃ vipariṇataṃ samanussarato uppajjati somanassaṃ. yaṃ evarūpaṃ somanassaṃ idaṃ vuccati gehasitaṃ somanassaṃ.
45345,paṭisaṅkhā 1,ehi tvaṃ bhikkhu bhojane mattaññū hohi. <b>paṭisaṅkhā</b> yoniso āhāraṃ āhāreyyāsi
45280,paṭisambhidā 1,upakaṭṭhāya pavāraṇāya sabb'eva saha <b>paṭisambhidāhi</b> arahattaṃ pāpuṇiṃsu
45403,paṭisevati 2,paṭisaṅkhā yoniso gilānapaccayabhesajjaparikkhāraṃ <b>paṭisevāmi</b> yāva'd'eva uppannānaṃ veyyābādhikānaṃ vedanānaṃ paṭighātāya abyāpajjhaparamatāyā
45421,paṭissata,"na so rajjati dhammesu, dhammaṃ ñatvā <b>paṭissato</b>.<br/> virattacitto vedeti, tañ'ca nājjhosa tiṭṭhati."
45430,paṭissuṇāti,"yam'pi, bhikkhave, daliddo assako anāḷhiko iṇaṃ ādiyitvā vaḍḍhiṃ <b>paṭissuṇāti</b>, vaḍḍhi'pi, bhikkhave, dukkhā lokasmiṃ kāmabhogino'ti?"
45581,paṭivinaya,"kāmasaññānaṃ pariññā akkhātā, kāmapipāsānaṃ <b>paṭivinayo</b> akkhāto, kāmavitakkānaṃ samugghāto akkhāto, kāmapariḷāhānaṃ vūpasamo akkhāto?"
45548,paṭivedha,"iti kho, bhikkhave, yāvatā saññāsamāpatti tāvatā aññā<b>paṭivedho</b>"
44258,paṭhamaṃ 2,"etāni pañca kammāni, chand'āharaṇ'ādīni pātimokkh'uddesato <b>paṭhamaṃ</b> kattabbatā, uposathassa uposathakammassa pubbakiccan'ti vuccati."
44490,paṭhavī,"yo pana bhikkhu <b>paṭhaviṃ</b> khaṇeyya vā khaṇāpeyya vā, pācittiyaṃ."
41563,paṇidhāya 2,api ca kho aññataraṃ devanikāyaṃ <b>paṇidhāya</b> brahmacariyaṃ carati imin'āhaṃ sīlena vā vatena vā tapena vā brahmacariyena vā devo vā bhavissāmi dev'aññataro vā'ti.
41572,paṇihita 1,"puna caparaṃ, bhikkhave, bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathā<b>paṇihitaṃ</b> dhātuso paccavekkhati atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu vāyodhātū'ti"
41490,paṇḍu 1,"<b>paṇḍu</b>palāso'va dāni'si, yamapurisā'pi ca te upaṭṭhitā,<br/>uyyogamukhe ca tiṭṭhasi, pātheyyam'pi ca te na vijjati."
41758,paṇṇarasī,"niṭṭhite ca pubbakicce, sace so divaso cātuddasī<b>paṇṇarasī</b>sāmaggīnam'aññataro, yath'ājja uposatho paṇṇaraso."
41676,paṇṇākāra,ime sakkāre duggata<b>paṇṇ'ākāra</b>bhūte paṭiggaṇhātu amhākaṃ dīgharattaṃ hitāya sukhāya
45473,patiṭṭhāpeti 4,"yo ca kho mātāpitaro maccharī cāgasampadāya samādapeti niveseti <b>patiṭṭhāpeti</b>, .. ettāvatā kho mātāpitūnaṃ katañ'ca hoti paṭikatañ'ca"
44558,pati 2.1,gaha<b>pati</b> vā gahapatiputto vā aññatarasmiṃ vā kule paccājāto.
44562,pati 3.3,"idha, bhikkhave, bhikkhu <b>paṭi</b>saṅkhā yoniso cīvaraṃ <b>paṭi</b>sevati, yāva'd'eva sītassa <b>paṭi</b>ghātāya, uṇhassa<b> paṭi</b>ghātāya"
45789,patti 1.2,"ñātaṃ ye <b>patti</b>dānam'me anumodantu te sayaṃ, ye c'imaṃ nappajānanti devā tesaṃ nivedayuṃ"
45770,patthayāna,"tasmā hi te sukhino vītasokā, yesaṃ piyaṃ n'atthi kuhiñci loke. <br/>tasmā asokaṃ virajaṃ <b>patthayāno</b>, piyaṃ na kayirātha kuhiñci loke'ti."
45781,patthita 1,"icchitaṃ <b>patthitaṃ</b> tumhaṃ khippam'eva samijjhatu, sabbe pūrentu saṅkappā, cando paṇṇaraso yathā, maṇi jotiraso yathā"
45837,patvā 2,"sabbo pan'āyaṃ piṇḍapāto ajigucchanīyo, imaṃ pūtikāyaṃ <b>patvā</b> ativiya jigucchanīyo jāyati"
44528,pathavīsama,"<b>pathavisamo</b> no virujjhati, indakhīl'ūpamo tādi subbato,<br/>rahado'va apetakaddamo, saṃsārā na bhavanti tādino."
44115,patha 2,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.<br/>siniddhā teladhārā'va, ahosi iriyā<b>patho</b>."
40105,padasandhi,"ajja't'agge'ti ajjataṃ ādiṃ katvā, ajja'd'agge'ti vā pāṭho, dakāro <b>padasandhi</b>karo, ajja aggaṃ katvā'ti vuttaṃ hoti."
40029,padahitvā 1,"ek'ūnatiṃsatime saṃvacchare mah'ābhinikkhamanaṃ nikkhamitvā, chabbassāni mahāpadānaṃ <b>padahitvā</b>"
39997,pada 12,"tassa na tādiso vaṇṇo hoti seyyathā'pi gunnaṃ, na tādiso saro hoti seyyathā'pi gunnaṃ, na tādisaṃ <b>padaṃ</b> hoti seyyathā'pi gunnaṃ."
40207,padīpujjalana,"taṇ'ṭhānasammajjanañ'ca, tattha <b>padīp'ujjalanañ</b>'ca, āsanapaññapanañ'ca"
41748,pannarasa 2,tena kho pana samayena bhagavā tad'ah'uposathe <b>pannarase</b> pavāraṇāya puṇṇāya puṇṇamāya rattiyā bhikkhusaṅghaparivuto abbhokāse nisinno hoti.
41902,papā 1,"<b>papañ</b>'ca udapānañ'ca, ye dadanti upassayaṃ.<br/>tesaṃ divā ca ratto ca, sadā puññaṃ pavaḍḍhati.<br/>dhammaṭṭhā sīlasampannā, te janā saggagāmino'ti."
39378,pabbajitomhi,"kāmā hi citrā madhurā manoramā, virūparūpena mathenti cittaṃ. <br/>ādīnavaṃ kāmaguṇesu disvā, tasmā ahaṃ <b>pabbajito'mhi</b> rāja."
39397,pabbatakandarā,"seyyathā'pi, bhikkhave, uparipabbate thullaphusitake deve vassante taṃ udakaṃ yathāninnaṃ pavattamānaṃ <b>pabbatakandara</b>padarasākhā paripūreti."
39348,pabbājana,aham'etaṃ dassukhīlaṃ vadhena vā bandhena vā jāniyā vā garahāya vā <b>pabbājanāya</b> vā samūhanissāmī'ti
39438,pabhaṅgura 1,"jātaṃ bhūtaṃ samuppannaṃ, kataṃ saṅkhatam'addhuvaṃ. jarāmaraṇasaṅghāṭaṃ, roganīḷaṃ <b>pabhaṅguraṃ</b>. āhāranettippabhavaṃ, n'ālaṃ tad'abhinandituṃ."
39433,pabhā,"yadā ca buddhā lokasmiṃ, uppajjanti <b>pabhaṅ</b>'karā. te imaṃ dhammaṃ pakāsenti, dukkh'ūpasamagāminaṃ. tesaṃ sutvāna sappaññā, sacittaṃ paccaladdhā te."
41011,pamādi,"mā, brāhmaṇa, paṭhamaṃ jhānaṃ <b>pamādo</b>, paṭhame jhāne cittaṃ saṇṭhapehi, paṭhame jhāne cittaṃ ekodiṃ karohi, paṭhame jhāne cittaṃ samādahā'ti."
46150,payāta 1,"evaṃ nāna<b>ppayātamhi</b>, na dāni sukaraṃ tathā.<br/>a'phusitaṃ vā phusituṃ, phusitaṃ v'ānurakkhituṃ."
42174,parakkama,yaṃ taṃ purisathāmena purisavīriyena purisa<b>parakkamena</b> pattabbaṃ na taṃ apāpuṇitvā vīriyassa saṇṭhānaṃ bhavissatī'ti
42179,parakkamati 2,"kayirā ce, kayirāth'enaṃ, daḷham'enaṃ <b>parakkame.</b> <br/>sithilo hi paribbājo, bhiyyo ākirate rajaṃ."
42294,parañca,"lokassa antaṃ samitāvi ñatvā,<br/>n'āsīsatī lokam'imaṃ <b>parañ'cā</b>'ti."
42303,paranimmitavasavattī 1,nimmānaratīnaṃ devānaṃ saddaṃ sutvā <b>paranimmitavasavattī</b> devā saddam'anussāvesum
42254,paramattha 1,"dasa pāramiyo, dasa upapāramiyo, dasa <b>param'attha</b>pāramiyo'ti"
42070,parā,"araññe rukkhamūlesu, kandarāsu guhāsu ca.<br/>vivekam'anubrūhantā, vihaṃsu tap'<b>parā</b>yanā"
42085,parābhava,"iti h'etaṃ vijānāma, navamo so parābhavo.<br/>dutiyaṃ bhagavā brūhi, kiṃ <b>parābhavato</b> mukhaṃ."
42239,parāmāsī,sandiṭṭhi<b>parāmāsi</b>ādhānaggāhiduppaṭinissaggissa purisapuggalassa asandiṭṭhiparāmāsianādhānaggāhisuppaṭinissaggitā hoti parinibbānāya.
42403,parāyaṇa 3,"tassa me ahu ussāho, nibbānaṃ abhipassato.<br/>nā'haṃ bhabbo eta'r'ahi, kāmāni paṭisevituṃ.<br/>anivatti bhavissāmi, brahmacariya<b>parāyaṇo</b>'ti."
42831,parikappa 1,"nekatikā vañcanikā, kūṭasakkhī apāṭukā.<br/>bahūhi <b>parikappehi</b>, āmisaṃ paribhuñjare."
42705,pariggahita 1,mamāyite'ti taṇhādiṭṭhimamattehi maman'ti <b>pariggahite</b> vatthusmiṃ.
42560,paricarati 1,"etadaggaṃ, bhagini, pāricariyānaṃ yā mādisaṃ, sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ, etena dhammena <b>paricareyyā</b>'ti, methun'ūpasaṃhitena, saṅghādiseso."
42588,pariccāga 1,"vessantaraattabhāve nibbattitvā, pañcamahā<b>pariccāge</b> katvā, tusitapure nibbattitvā"
43092,pariññeyya 2,"pathaviṃ pathavito abhiññāya pathaviṃ mā maññi, pathaviyā mā maññi, pathavito mā maññi, pathaviṃ me'ti mā maññi, pathaviṃ m'ābhinandi. taṃ kissa hetu? <b>pariññeyyaṃ</b> tassā'ti vadāmi."
43025,pariṇāyaka 2,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅgha<b>pariṇāyakā</b> te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti
43371,paritāpeti 1,"yassa hi so, bhikkhave, atthāya usukāro tejanaṃ dvīsu alātesu ātāpeyya <b>paritāpeyya</b> ujuṃ kareyya kammaniyaṃ sv'āssa attho abhinipphanno hoti."
42655,paridevita 1,"ye keci sokā <b>paridevitā</b> vā, dukkhā ca lokasmim'anekarūpā. <br/>piyaṃ paṭiccappabhavanti ete, piye asante na bhavanti ete."
43049,parinibbāpeti 1,"samaṇabrāhmaṇā madappamādā paṭiviratā khantisoracce niviṭṭhā ekam'attānaṃ damenti, ekam'attānaṃ samenti, ekam'attānaṃ <b>parinibbāpenti</b>,"
43180,paripuṇṇa 2,tassa hi pathavito yāva akaniṭṭhabrahmalokā nīl'ādiārammaṇaṃ samosarantaṃ <b>paripuṇṇa</b>bhāvaṃ kātuṃ na sakkoti
42537,paribhuñjitabba,"na jānaṃ uddissakataṃ maṃsaṃ <b>paribhuñjitabbaṃ</b>. yo paribhuñjeyya āpatti dukkaṭassa. anujānāmi tikoṭiparisuddhaṃ macchamaṃsaṃ, adiṭṭhaṃ assutaṃ aparisaṅkitan'ti."
42521,paribhojanīya,"pānīya<b>paribhojanīy</b>'ūpaṭṭhapanañ'ca, chand'ārahānaṃ bhikkhūnaṃ chand'āharaṇañ'ca, tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca"
43606,pariyāya 2,"ayaṃ kho so, bhikkhave, nibbedhika<b>pariyāyo</b> dhamma<b>pariyāyo</b>'ti"
43608,pariyāya 4,"lesakappe <b>pariyāye</b>, parikappe'nudhāvitā.<br/>jīvik'atthā upāyena, saṅkaḍḍhanti bahuṃ dhanaṃ."
43628,pariyesanā,"seyyathā'pi, bhikkhave, puriso sār'atthiko sāragavesī sāra<b>pariyesanaṃ</b> caramāno tiṇhaṃ kuṭhāriṃ ādāya vanaṃ paviseyya."
43666,pariyogāḷha,iminā tvaṃ dhammena diṭṭhena viditena akālikena pattena <b>pariyogāḷhena</b> atīt'ānāgate nayaṃ nehi
43348,parisuddhi,"pānīyaparibhojanīyaupaṭṭhapanañ'ca, chand'ārahānaṃ bhikkhūnaṃ chandaāharaṇañ'ca, tesaññ'eva akatauposathānaṃ <b>pārisuddhiyā</b>'pi āharaṇañ'ca"
43319,parissaya 2,paṭisaṅkhā yoniso sen'āsanaṃ paṭisevāmi yāva'd'eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsamakasavāt'ātapasiriṃsapasamphassānaṃ paṭighātāya yāva'd'eva utu<b>parissaya</b>vinodanaṃ paṭisallān'ārām'atthaṃ
43423,parivajjana,"atthi āsavā <b>parivajjanā</b> pahātabbā  paṭisaṅkhā yoniso caṇḍaṃ hatthiṃ parivajjeti, caṇḍaṃ assaṃ parivajjeti, caṇḍaṃ goṇaṃ parivajjeti, caṇḍaṃ kukkuraṃ parivajjeti"
43455,parivāsa 1,parivuttha<b>parivāsena</b> bhikkhunā uttariṃ chārattaṃ bhikkhumānattāya paṭipajjitabbaṃ.
42728,parihānadhamma,"kathañ'ca, bhikkhave, <b>parihānadhammo</b> hoti? idha, bhikkhave, bhikkhuno cakkhunā rūpaṃ disvā uppajjanti pāpakā akusalā sarasaṅkappā saṃyojaniyā."
42783,parihāyi 1,"sace mayaṃ imaṃ bhikkhuṃ pasayha pasayha kāraṇaṃ karissāma, mā yam'pi'ssa taṃ saddhāmattakaṃ pemamattakaṃ tamhā'pi <b>parihāyī</b>'ti."
42420,paresaṃ 2,na ujjhānasaññī <b>paresaṃ</b> pattaṃ olokessāmī'ti sikkhā karaṇīyā.
42417,pare 3,"<b>pare</b> ca na vijānanti, mayam'ettha yamāmase,<br/>ye ca tattha vijānanti, tato sammanti medhagā."
40814,palāpa 1,"musāvādā veramaṇī, pisuṇāya vācāya veramaṇī, pharusāya vācāya veramaṇī, sampha<b>ppalāpā</b> veramaṇī, ayaṃ vuccati bhikkhave sammāvācā"
40830,palāsa 2.1,"upanāhassa samitattā santo, makkhassa samitattā santo, <b>palāsassa</b> samitattā santo"
43854,pasanna 5,"n'etaṃ, moghapurisa, appasannānaṃ vā pasādāya, <b>pasannānaṃ</b> vā bhiyyobhāvāya."
43766,pasādanīya,"ten'ānanda, bhikkhunā kismiñci'd'eva <b>pasādanīye</b> nimitte cittaṃ paṇidahitabbaṃ."
43883,pasārita 1,"seyyathā'pi, ānanda, balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya, <b>pasāritaṃ</b> vā bāhaṃ samiñjeyya."
43921,pasibbaka,tena hi tvaṃ mahante mahante sāṇi<b>pasibbake</b> kārāpetvā hiraññasuvaṇṇassa pūrāpetvā sakaṭehi nibbāhāpetvā majjhe gaṅgāya sote osādehi.
43977,passati 3,"sabbe sattā sabbe pāṇā, sabbe bhūtā ca kevalā. <br/>sabbe bhadrāni <b>passantu</b>, mā kiñci pāpam'āgamā."
43934,passa 1.1,"paṭibuddhena ca te, moggallāna, khippaññ'eva paccuṭṭhātabbaṃ  na seyyasukhaṃ na <b>passa</b>sukhaṃ na middhasukhaṃ anuyutto viharissāmī'ti"
43965,passāsa,"kāyesu kāy'aññatar'āhaṃ, bhikkhave, evaṃ vadāmi yad'idaṃ, assāsa<b>passāsā</b>."
43988,passeyya 1,"seyyathā'pi, bhikkhave, puriso addhānamaggappaṭipanno. so <b>passeyya</b> mahantaṃ udak'aṇṇavaṃ, orimaṃ tīraṃ sāsaṅkaṃ sappaṭibhayaṃ, pārimaṃ tīraṃ khemaṃ appaṭibhayaṃ."
46011,pavedesi,yo imaṃ lokaṃ sadevakaṃ samārakaṃ sabrahmakaṃ sassamaṇabrāhmaṇiṃ pajaṃ sadevamanussaṃ sayaṃ abhiññā sacchikatvā <b>pavedesi</b>.
46037,pavesetar,"seyyathā'pi dovāriko hoti paṇḍito byatto medhāvī aññātānaṃ nivāretā ñātānaṃ <b>pavesetā</b>, evam'evaṃ kho ariyasāvako satimā hoti paramena satinepakkena samannāgato cirakatam'pi cirabhāsitam'pi saritā anussaritā."
40402,pahata,"kathañ'ca, cunda, tividhaṃ kāyena asoceyyaṃ hoti? idha, cunda, ekacco pāṇ'ātipātī hoti luddo lohitapāṇi hata<b>pahate</b> niviṭṭho aday'āpanno sabbapāṇabhūtesu"
40359,pahānasaññā,"yāvakīvañ'ca, bhikkhave, bhikkhū <b>pahānasaññaṃ</b> bhāvessanti"
40423,pahiṇa,"dūteyya<b>pahiṇa</b>gamanaanuyogā paṭivirato hoti, kayavikkayā paṭivirato hoti, tulākūṭakaṃsakūṭamānakūṭā paṭivirato hoti"
40439,pahita 1,"sādhu me, bhante, bhagavā saṃkhittena dhammaṃ desetu, yam'ahaṃ bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā appamattā ātāpinī <b>pahit'</b>attā vihareyyan'ti."
39323,pa 2.1,"so sato'va assasati, sato'va passasati. dīghaṃ vā assasanto dīghaṃ assasāmī'ti <b>pa</b>jānāti, dīghaṃ vā passasanto dīghaṃ passasāmī'ti <b>pa</b>jānāti"
40617,pākata 1,so ca hoti abhijjhālu kāmesu tibbasārāgo byāpannacitto paduṭṭhamanasaṅkappo muṭṭhassati asampajāno asamāhito vibbhantacitto <b>pākat'</b>indriyo.
40644,pākatindriya,so ca hoti abhijjhālu kāmesu tibbasārāgo byāpannacitto paduṭṭhamanasaṅkappo muṭṭhassati asampajāno asamāhito vibbhantacitto <b>pākat'indriyo</b>.
44870,pāṭikaṅkhī,"kiṃ nu kho ahaṃ añña'd'atthu bhaya<b>paṭikaṅkhī</b> viharāmi? yaṃnūn'āhaṃ yathābhūtaṃ yathābhūtassa me taṃ bhayabheravaṃ āgacchati, tathābhūtaṃ tathābhūtova taṃ bhayabheravaṃ paṭivineyyan'ti"
45115,pāṭipada 1,"kathañ'c'ānanda, sekho hoti <b>pāṭipado</b>?"
41180,pāṇaka 1,"yadā kho te, bhikkhave, cha<b>ppāṇakā</b> jhattā assu kilantā, atha kho yo nesaṃ <b>pāṇakānaṃ</b> balavataro assa tassa te anuvatteyyuṃ, anuvidhāyeyyuṃ vasaṃ gaccheyyuṃ."
44017,pāta 2,paṭisaṅkhā yoniso piṇḍa<b>pātaṃ</b> paṭisevāmi n'eva davāya na madāya na maṇḍanāya na vibhūsanāya yāva'd'eva imassa kāyassa ṭhitiyā yāpanāya vihiṃsūparatiyā brahmacariyānuggahāya
44107,pāteti 1,"ayaṃ te, ambho purisa, chaṭṭho antaracaro vadhako ukkhitt'āsiko piṭṭhito piṭṭhito anubandho, yatth'eva naṃ passissāmi tatth'eva siro <b>pātessāmī</b>'ti."
44109,pāteti 3,"na sammā vattati, na lomaṃ <b>pāteti</b>, na netthāraṃ vattati, yena saṅgho attamano hoti taṃ karomī'ti n'āha."
