id	pos	lemma	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	corrections_ru_meaning	corrections_ru_meaning_lit	notes
34005	inf	desetuṃ	√dis 2	√dis	to preach (to); to teach (to); to explain (to)	проповедовать; учить; объяснять					
34006	abs	desetvā 1	√dis 2	√dis	having preached (to); having taught (to); having explained (to)			прочитав проповедь; научив; объяснив			
34007	abs	desetvā 2	√dis 2	√dis	having confessed (to); having admitted (to)	признавшись; сознавшись					
34008	prp	desenta 1	√dis 2	√dis	preaching (to); teaching (to); explaining (to); pointing out (to)	проповедующий; обучающий; объясняющий; указывающий					
34009	prp	desenta 2	√dis 2	√dis	confessing (to); admitting (to)			признающийся, допускающий			
34010	opt	deseyya 1	√dis 2	√dis	could preach (to); could teach (to); could explain (to)			мог бы проповедовать, мог бы учить, мог бы объяснить			
34011	opt	deseyya 2	√dis 2	√dis	(vinaya) should confess (to); should admit (to)			(виная) должен исповедовать(ся) (в); должен признать(ся) (в)			
34012	aor	desesi	√dis 2	√dis	preached (to); taught (to); explained (to)	проповедовал; учил; объяснил					
34013	fut	desessati	√dis 2	√dis	will point out; will preach; will expound	укажет; будет проповедовать; будет излагает					
63902	adj	sudesita	√dis 2	√dis	well preached; well taught; well explained; well instructed	хорошо изложенный; хорошо объясненный; хорошо рассказанный					
63903	adj	sudesiya	√dis 2	√dis	easy to teach (by); easily explained (by)			легко обучаемый (кем-либо); легко объяснимый (кем-либо)			
71815	pr	desīyati	√dis 2	√dis	is preached; is taught; is explained			проповедуется; обучается; объясняется			
71816	prp	desīyamāna	√dis 2	√dis	being preached (by); being taught (by); being explained (by)			проповедуемый (кем-то); обучаемый (кем-то); объясняемый (кем-то)			
73788	fem	disatā	√dis 2	√dis	direction; cardinal point; lit. direction state			направление; сторона света; досл. положение направления			
74177	aor	adesesi	√dis 2	√dis	preached (to); taught (to); explained (to)			проповедовал, учил, объяснял			
74769	adj	desī	√dis 2	√dis	who shows; who points out; who guides			кто показывает; кто указывает; кто направляет			
75353	nt	disaka	√dis 2	√dis	direction; cardinal point; lit. direction state			направление; сторона света; досл. состояние направления			
79996	prp	desayamāna	√dis 2	√dis	preaching; teaching; explaining (something to someone); lit. causing to point out			проповедующий; преподающий; объясняющий; досл. заставляющий указать			
11587	ptp	ādiya 2.1	√dis 2	ā √dis	blameworthy; reproachable; lit. to be pointed out	заслуживающий порицания	кому следует указать (на ошибку)				
11609	pr	ādisati 1	√dis 2	ā √dis	points out; explains; reveals			указывает; объясняет; раскрывает			
11610	pr	ādisati 2	√dis 2	ā √dis	(of a gift) offers; presents; dedicates; gives			предлагает; преподносит; посвящает; дарит (о подарке)			
11613	abs	ādisitvā	√dis 2	ā √dis	having pointed out; having indicated			указав; указав на			
11615	ger	ādissa 1.1	√dis 2	ā √dis	offering; presenting; dedicating; giving; lit. pointing out			предлагая; представляя; посвящая; давая; досл. указывая			
11616	ger	ādissa 1.2	√dis 2	ā √dis	with reference to; regarding; about; lit. pointing out	относительно; касательно; об	указывая				
11617	ptp	ādissa 2.1	√dis 2	ā √dis	blameworthy; reproachable; lit. to be pointed out	заслуживающий порицания	кому следует указать (на ошибку)				
11652	masc	ādesa 2	√dis 2	ā √dis	(gram) substitution; replacement; change			(грам) замещение; замена; изменение			
11654	nt	ādesana 1	√dis 2	ā √dis	indicating; pointing			указание; указание (зачатие)			
11655	nt	ādesana 2	√dis 2	ā √dis	indication (of another's mental state)			указание (о состоянии ума другого человека)			
77096	ger	ādissa 1.3	√dis 2	ā √dis	pointing out; showing; indicating			указывая, показывая, обозначая			
77433	abs	ādisitvāna	√dis 2	ā √dis	having dedicated (merit to)			посвятив (заслуги кому-либо)			
67978	fem	vidisā	√dis 2	vi √dis	all directions; intermediate directions (e.g. north-east; south-west)	все направления; промежуточные направления (например северо-восток)					
67992	masc	videsa	√dis 2	vi √dis	foreign country; abroad			иностранная страна; за границей			
74620	pr	viniddisati	√dis 2	vi nī √dis	explains in detail			объясняет подробно			
70709	masc	vyapadesa	√dis 2	vi apa √dis	indication; representation; designation			указание; представление; обозначение			
15649	pr	upadisati	√dis 2	upa √dis	points out; explains; shows; indicates	указывает на; объясняет; показывает					
15655	masc	upadesa	√dis 2	upa √dis	indication; instruction; advice; lit. pointing towards	инструкция; совет; наставление	указание по направлению				
74622	prp	upadisiyamāna	√dis 2	upa √dis	being pointed out; being explained; being shown			указываемый; поясняемый; показываемый			
75317	ptp	upadisitabba	√dis 2	upa √dis	should be shown; should be indicated; lit. to be pointed out			должен быть показан; должен быть указан; досл. должно указать			
4562	pp	anuddiṭṭha 1	√dis 2	ud √dis	not recited (by); not explained (by); not mentioned (by); lit. not pointed up			не прочитанный; не объясненный; не упомянутый; досл. не указанный			
4563	pp	anuddiṭṭha 2	√dis 2	ud √dis	not assigned (to); not allotted (to); lit. not pointed up			не поставленный; не выделенный; досл. не указанный			
15107	pp	uddiṭṭha 1	√dis 2	ud √dis	recited (by); explained (by); mentioned (by); lit. pointed up	прочитанный; объясненный; упомянутый; предложенный					
15108	pp	uddiṭṭha 2	√dis 2	ud √dis	proposed (to); assigned (to); allotted (to); lit. pointed up			предложенный, назначенный, выделенный, досл. указанный			
15109	pp	uddiṭṭha 3	√dis 2	ud √dis	listed; lit. pointed up			перечисленный; досл. указанный вверх			
15111	pr	uddisati 1	√dis 2	ud √dis	recites; chants; lit. points up	декламирует; читает					
15112	pr	uddisati 2	√dis 2	ud √dis	points out; names as; lit. points up	указывает; называет как					
15113	pr	uddisati 3	√dis 2	ud √dis	appoints; designates; directs towards; lit. points up			назначает; определяет; направляет на; досл. указывает вверх			
15115	prp	uddisanta	√dis 2	ud √dis	reciting; chanting; lit. pointing up			декламирующий; поющий; досл. указывающий вверх			
15118	pr	uddisāpeti	√dis 2	ud √dis	makes recite; causes to chant; lit. causes to point up			заставляет декламировать; заставляет петь; досл. заставляет указывать вверх			
15119	prp	uddisāpenta	√dis 2	ud √dis	making recite; causing to chant; lit. causing to point up			заставляющий декламировать; вызывающий петь; досл. заставляющий указывать вверх			
15120	aor	uddisi 1	√dis 2	ud √dis	recited; chanted; lit. pointed up			прочитал; воспел; досл. указанный вверх			
15121	adj	uddisika	√dis 2	ud √dis	assigned; allotted; designated; ear-marked; lit. pointing up			назначенный; выделенный; обозначенный; предназначенный; досл. указывающий вверх			
15124	inf	uddisituṃ 1	√dis 2	ud √dis	to recite; lit. to point up	читать; декламировать	указывать вверх				
15125	inf	uddisituṃ 2	√dis 2	ud √dis	to appoint; to designate; to direct towards; lit. to point up			назначать, обозначать, направлять на; досл. указывать вверх			
15126	abs	uddisitvā 1.1	√dis 2	ud √dis	having explained; having recited; lit. having pointed up	объяснив; изложив	указав над				
15128	pr	uddisīyati	√dis 2	ud √dis	is pointed out; is indicated			указывается; обозначается			
15129	opt	uddiseyya	√dis 2	ud √dis	should chant; must recite	может декламировать; мог бы читать					
15130	ger	uddissa 1	√dis 2	ud √dis	in the name of; on account of; for the sake of; especially for; lit. pointing up	во имя; для; ради; по отношению (к)					
15131	ger	uddissa 2	√dis 2	ud √dis	indicating; lit. pointing up			указывая; досл. поднимая вверх			
15132	nt	uddissa 3	√dis 2	ud √dis	dedication	посвящение					
15135	pr	uddissati	√dis 2	ud √dis	is appointed; is assigned; is specified; lit. is pointed up			назначается; назначен; указывается; досл. указывается вверх			
15136	prp	uddissamāna	√dis 2	ud √dis	being recited; being chanted; lit. being pointed up	читаемый; декламируемый; прочитываемый	указанный				
15144	masc	uddesa 1	√dis 2	ud √dis	proposition; synopsis; statement in brief; summary; introduction; lit. pointing up	предложение; краткое изложение; резюме; перечень; вступление; введение					
15145	masc	uddesa 2	√dis 2	ud √dis	recitation; chanting; lit. pointing up	декламация; публичное чтение					
15146	masc	uddesa 3	√dis 2	ud √dis	indication; expression; characteristic; description; identification; lit. pointing up	указание; обозначение; определение					
15147	masc	uddesa 4	√dis 2	ud √dis	rules; precepts; Pātimokkha; lit. pointing up	правила; заповеди; патимоккха	указание вверх				
15148	masc	uddesa 5	√dis 2	ud √dis	teaching; instruction; lit. pointing up			учение; наставление; досл. указывающий вверх			
15149	adj	uddesa 6	√dis 2	ud √dis	destined for; lit. pointing at (as authority)	назначенный для; должен стать	обозначенный				
15150	adj	uddesa 7	√dis 2	ud √dis	intended for; designated for; lit. pointing up	предполагаемый для; предназначенный для	указанный вверх				
15152	masc	uddesaka	√dis 2	ud √dis	appointer (of); director (of); manager (of); lit. who points up			назначитель; директор; управляющий; досл. кто указывает вверх			
15161	adj	uddesika 1	√dis 2	ud √dis	at the age of; lit. indicating			в возрасте; досл. указывающий			
15162	adj	uddesika 2	√dis 2	ud √dis	referring to; meant for; intended for; appointed to; lit. indicating	предназначенный; со ссылкой на; имеющий в виду	указывающий				
15163	inf	uddesituṃ	√dis 2	ud √dis	to recite	декламировать					
56245	adj	sauddesa	√dis 2	ud √dis	detailed; elaborate; lit. with pointing up			подробный; разработанный; досл. с указанием вверх			
56246	ind	sauddesaṃ	√dis 2	ud √dis	in detail; with full exposition; (comm) regarding name and clan; lit. with pointing up	подробный; с полным описанием					
78847	inf	uddisāpetuṃ	√dis 2	ud √dis	to make recite; to cause to chant; to teach; lit. to cause to point up			заставить декламировать; вызвать пение; научить; досл. заставить указать вверх			
78848	ptp	uddisitabba	√dis 2	ud √dis	should be recited; can be chanted; lit. to be pointed up			должен быть прочитан; можно петь; досл. должно быть указано			
79484	ptp	uddisāpetabba	√dis 2	ud √dis	should be caused to recite; should be made to chant; lit. to cause to be pointed up			следует вынудить читать; следует заставить петь; досл. должно быть указано вверх			
60074	pp	samuddiṭṭha	√dis 2	saṃ ud √dis	explained; enumerated; shown; stated			объяснённый; перечисленный; показанный; заявленный			
40472	fem	paṭidisā	√dis 2	pati √dis	opposite direction			противоположное направление			
40477	ptp	paṭidesetabba	√dis 2	pati √dis	should be acknowledged; should be confessed; lit. to cause to be pointed out	должен быть признанным; следует быть рассказанным					
40478	pr	paṭideseti	√dis 2	pati √dis	acknowledges; confesses; admits	признает; рассказывает; сознается (в)					
45315	ptp	pāṭidesanīya	√dis 2	pati √dis	should be acknowledged; to be admitted; lit. to cause to be pointed out	в котором следует исповедаться; достойно признания	к побуждению указать				
37417	adj	nippadesa	√dis 2	pa √dis	without limit; comprehensive; all-inclusive; lit. without location			безграничный; всеобъемлющий; охватывающий всё; досл. без местоположения			
42213	masc	padesa 1	√dis 2	pa √dis	place; location; region; area	место; местоположение; регион; площадь					
42214	masc	padesa 2	√dis 2	pa √dis	part; piece; portion; limited extent			часть; кусок; порция; ограниченная протяженность			
42221	ind	padesaṃ	√dis 2	pa √dis	in part; partially; to a degree			частично, отчасти, до определённой степени			
42222	adj	padesika	√dis 2	pa √dis	local; regional; partial; limited			местный; региональный; частичный; ограниченный			
58682	ind	sappadesaṃ	√dis 2	pa √dis	in the area; around the region			в районе; вокруг региона			
4199	pp	aniddiṭṭha	√dis 2	nī √dis	undefined; undesignated; unexplained			неопределённый; необозначенный; необъяснённый			
37242	pp	niddiṭṭha	√dis 2	nī √dis	defined; designated; explained			определенный; обозначенный; объясненный			
37243	pr	niddisati 1	√dis 2	nī √dis	indicates; points out; refers (to)			указывает, обращает внимание, ссылается (на)			
37245	aor	niddisi 1	√dis 2	nī √dis	indicated; pointed out; designated; appointed	указал; отметил; назначил; обозначил					
37247	ptp	niddisitabba 1	√dis 2	nī √dis	should be indicated (by); should be pointed out (by); should be designated (by); should be appointed (by); lit. to be pointed down	может быть указан; должен быть отмечен; должен быть обозначен; может быть назначен					
37254	masc	niddesa 1	√dis 2	nī √dis	analytical description; detailed analysis; lit. pointing out			аналитическое описание; детальный анализ; досл. указание			
37255	masc	niddesa 2	√dis 2	nī √dis	Books 14 and 15 of the Khuddaka Nikāya; Mahāniddesa and Cūḷaniddesa; lit. pointing out			книги 14 и 15 Кхуддака Никaя; маханиддеса и чулаnиддеса; досл. указание			
5595	ger	anodissa	√dis 2	ava √dis	not for anyone in particular; not specially; not particularly; lit. not pointing down			не указывая ни на кого конкретно; не особо; не в частности; досл. не указывая вниз			
18637	ger	odissa	√dis 2	ava √dis	defining; specifying; lit. pointing down			определяя, уточняя, досл. указывая вниз			
18638	nt	odissaka 1	√dis 2	ava √dis	exception; exemption; special case; lit. pointing down			исключение; освобождение; особый случай; досл. указание вниз			
2152	pp	atidiṭṭha	√dis 2	ati √dis	pointed out; explained			указанный; объяснённый			
3707	adj	anapadesa	√dis 2	apa √dis	without reason; without grounds; unreasonable; (comm) without foundation in the discourses; lit. not pointing away	без причины; безосновательный; необоснованный; (комм) не основывающийся на лекциях					
6195	ptp	apadisitabba	√dis 2	apa √dis	should be referred to; should be claimed as; to be pointed to; lit. to be pointed away	должен быть упомянут; должен быть объявлен (как); следует указать на	к указанию на				
6196	pr	apadissati	√dis 2	apa √dis	is indicated; is pointed out; lit. is pointed away			указывается; показывается; досл. указывается в сторону			
6197	masc	apadesa 1	√dis 2	apa √dis	reference; source; authority; lit. pointing away	ссылка (на кого-л.; что-л.); источник информации; основание					
6198	masc	apadesa 2	√dis 2	apa √dis	pretext; excuse; lit. pointing away			предлог; оправдание; досл. указание в сторону			
62271	adj	sāpadesa	√dis 2	apa √dis	with reason; reasonable; with grounds; with authority; lit. with pointing away	обоснованный; разумный; аргументированный; с действительным поводом	с указанием вовне				
4556	fem	anudisā	√dis 2	anu √dis	intermediate direction			промежуточное направление			
4564	pr	anuddisati	√dis 2	anu √dis	points out; remarks	указывает; отмечает; обращает внимание					
7818	pr	abhiniddisati	√dis 2	abhi nī √dis	points out; indicates			указывает; обозначает			
8561	pp	amita	√mā	√mā	innumerable; measureless; endless; lit. not measured			бесчисленный; неизмеримый; бесконечный; досл. не измеренный			
9531	adj	asamāna	√mā	√mā	not equal; unequal	не равный; неравноценный					
50938	pp	matta 1.1	√mā	√mā	amount of; as many as; measure of; consisting of; lit. measured	по размеру; столько сколько; состоящий из; соизмеримый	отмерен				
50939	pp	matta 1.2	√mā	√mā	mere; simple; the fact of; by virtue of; lit. measured	просто; не более чем; всего лишь	отмерен				
50940	pp	matta 1.3	√mā	√mā	so much; some; enough (of); sufficient; lit. measured	так много как; так много; достаточный					
50946	adj	mattaka 1.1	√mā	√mā	mere; simple; alone	не более чем; просто; единственно					
50947	adj	mattaka 1.2	√mā	√mā	for the purpose of; used for			для; предназначенный для			
50956	ind	mattaso	√mā	√mā	with measure (of); moderately; to a moderate degree	с мерой; умеренно; достаточно; в достаточном количестве					
50959	fem	mattā 1	√mā	√mā	measure (of); measurement; quantity; modicum; degree (of)	мера; измерение; количество					
50960	fem	mattā 2	√mā	√mā	moderation; correct measure	сдержанность; верная мера					
50962	fem	mattāya	√mā	√mā	for a measure (of); for a modicum (of); for a sufficient amount (of)	для меры; для достаточного количества					
51422	adj	maya	√mā	√mā	made of; constructed by; built of	сделанный из; произведенный; рожденный	отмеренный				
52134	root	mā 3.1	√mā	√mā	(gram) √mā (measure)			(грам) √mā (измерение)			
52258	nt	māna 2.1	√mā	√mā	measure; quantity; lit. measuring	мера; измерение					
52335	masc	māpaka	√mā	√mā	measurer; lit. who causes to measure			измеритель; досл. тот, кто заставляет измерять			
52339	pp	māpita	√mā	√mā	built; constructed; lit. caused to measure			построенный; сконструированный; досл. вызванный измерять			
52340	nt	māpitatta	√mā	√mā	fact of being built; fact of being constructed			факт построенности; факт конструирования			
52341	prp	māpiyamāna	√mā	√mā	is being built; is being constructed			строящийся			
52342	pr	māpeti 1	√mā	√mā	makes; builds; constructs	побуждает построить; побуждает сконструировать					
52347	aor	māpesi	√mā	√mā	made; built; constructed			сделал; построил; соорудил			
52490	masc	māsa 1.1	√mā	√mā	month	месяц					
52491	nt	māsa 1.2	√mā	√mā	month			месяц			
52507	adj	māsika 2	√mā	√mā	so many months old; within so many months; -monthly			в течение нескольких месяцев; которому несколько месяцев			
52508	adj	māsiya	√mā	√mā	consisting of months; with months; related to months			месяцевый; месячный; относящийся к месяцам			
52652	pp	mita 1	√mā	√mā	measured; balanced; limited	размеренный; сбалансированный; ограниченный					
52653	pp	mita 2	√mā	√mā	of value; in measure; worth as much as; lit. measured	ценностью (в); в меру; стоит столько же; соизмеримый					
52705	nt	minana	√mā	√mā	measuring; weighing			измерение; взвешивание			
52706	prp	minanta	√mā	√mā	measuring; weighing; comparing			измеряющий; взвешивающий; сравнивающий			
52707	pr	mināti	√mā	√mā	measures; compares			измеряет; сравнивает			
59689	adj	samāna 1.1	√mā	√mā	equal (to); same (as); similar (to); like; even	похожий; такой же; идентичный; как					
59690	adj	samāna 1.2	√mā	√mā	harmonious; united; lit. even			гармоничный; объединённый; досл. равный			
59711	masc	samānā	√mā	√mā	name of a group of deities; lit. identical			название группы божеств; досл. одинаковые			
59845	adj	samita 2.1	√mā	√mā	equal in measure	равны по мере; соизмеримый					
79474	aor	amāpayi	√mā	√mā	built; constructed; lit. caused to measure			построил; сконструировал; досл. заставил измерить			
79621	pp	mita 3	√mā	√mā	moderate; measured (in)			умеренный; измеренный			
68676	nt	vimāna 2.1	√mā	vi √mā	mansion; palace; lit. measuring	дворец; большой особняк	неизмеримый				
70397	nt	vematta	√mā	vi √mā	difference (between); distinction (between); lit. not equal in measure			различие (между); отличие (между); досл. неравный в мере			
70398	fem	vemattatā	√mā	vi √mā	difference (between); distinction (between); diversity; spectrum; lit. not equal in measure	разница; различение; разнообразие	отличие в мере				
5606	adj	anopama	√mā	upa √mā	incomparable; unparalleled; peerless; lit. not measuring near	несравненный; непревзойденный; бесподобный					
15921	adj	upama 1	√mā	upa √mā	similar to; like; lit. measuring near	похожий; подобный	рядом (с)				
15925	fem	upamā	√mā	upa √mā	simile; comparison; parallel; example; illustration; lit. measuring near	сравнение; аналогия; параллель; пример; иллюстрация	измерение рядом				
15927	nt	upamāna	√mā	upa √mā	(gram) comparison; analogy; simile; lit. measuring near			(грам) сравнение; аналогия; уподобление; досл. измерение рядом			
15931	pp	upamita	√mā	upa √mā	compared (to); lit. measured near			сравненный; досл. измеренный рядом			
15934	abs	upametvā	√mā	upa √mā	having compared (with); having likened (to); lit. having caused to measure near			сравнив (с); сравнив (с); досл. измерив рядом			
18699	nt	opamma	√mā	upa √mā	simile; comparison; metaphor; analogy; lit. measured near state	сравнение; аналогия; метафора; сходство					
38690	adj	nūpama	√mā	upa √mā	incomparable; peerless; matchless; lit. no measuring near			несравненный; бесподобный; непревзойденный; досл. нет измерения рядом			
56254	adj	saupama	√mā	upa √mā	with examples; lit. with measuring near			с примерами; досл. с близким измерением			
75615	adj	opama	√mā	upa √mā	similar to; like; lit. measuring near			похожий на; как; досл. измеряющий близко			
76339	masc	anūpama 2	√mā	upa √mā	name of an arahant monk; lit. no measuring near			имя арханта монаха; досл. нет измерения рядом			
77238	fem	anopamā	√mā	upa √mā	name of an arahant nun; lit. no measuring near			имя монахини архат; досл. отсутствие близости измерения			
77947	adj	upama 2	√mā	upa √mā	employing a simile; using an example; with an illustration; lit. measuring near			использующий сравнение; применяющий пример; с иллюстрацией; досл. измеряющий поблизости			
76617	pp	sammita	√mā	saṃ √mā	measured; balanced; limited; meted			измеренный; уравновешенный; ограниченный; распределенный			
6836	adj	appaṭima	√mā	pati √mā	incomparable; with no likeness; matchless			несравненный; без подобия; бесподобный			
40728	fem	paṭimā	√mā	pati √mā	statue; idol; figure; image			статуя; идол; фигура; изображение			
6387	adj	aparimāṇa	√mā	pari √mā	measureless; boundless	беспредельный; безмерный; безграничный					
6389	pp	aparimita	√mā	pari √mā	immeasurable; limitless	неизмеримый; неограниченный; безграничный					
6392	ptp	aparimeyya 1	√mā	pari √mā	immeasurable; uncountable; lit. not to be measured			неизмеримый; бесчисленный; досл. не подлежит измерению			
43894	nt	parimāṇa 2	√mā	pari √mā	measure; extent; limit; lit. measuring all around			мера; степень; предел; досл. измерение со всех сторон			
43895	pp	parimita	√mā	pari √mā	measured; limited; restricted; regulated; moderated			измеренный, ограниченный, сдержанный, урегулированный, умеренный			
6971	adj	appamāṇa 1	√mā	pa √mā	immeasurable; unlimited; limitless; boundless	неизмеримый; неограниченный; безграничный					
6980	adj	appamāṇika	√mā	pa √mā	not according to the correct measurement; not of the right size; over-sized			не по правильному размеру; не подходящего размера; слишком большой			
7007	ptp	appameyya	√mā	pa √mā	immeasurable; inestimable; lit. not to be measured	неизмеримый; бесконечный; беспредельный					
33639	adj	duppameyya	√mā	pa √mā	difficult to measure; not easily measurable			трудно измеримый; нелегко измеримый			
42672	adj	pamāṇa 1	√mā	pa √mā	size of; length of; measurement (of); lit. measuring			размерный; длинный; мерный (чего-либо); досл. измеряющий			
42673	adj	pamāṇa 2	√mā	pa √mā	measuring by; appraising by; judging by; esteeming; lit. measuring			измеряя по; оценивая по; судя по; ценя; досл. измеряя			
42674	nt	pamāṇa 3	√mā	pa √mā	measure; measurement; length; size; amount; quantity; lit. measuring	мера; измерение; длина; размер					
42678	nt	pamāṇatta	√mā	pa √mā	fact of having a size; fact of being a certain measure; lit. measuring state			факт наличия размера; факт пребывания в определенной мере; досл. состояние измерения			
42682	adj	pamāṇavant	√mā	pa √mā	finite; measurable; limited; lit. having measure quality	отмеренный; ограниченный					
42684	aor	pamāṇi	√mā	pa √mā	measured (by); judged (by); appraised (by)			измерил (по); судил (по); оценил (по)			
42685	adj	pamāṇika	√mā	pa √mā	according to the correct measurement; of the right size; correct-sized	соответствующий нормам; правильного размера; подходящего размера					
42707	ger	pamāya	√mā	pa √mā	measuring; evaluating; appraising	измеряя; определяя; оценивая					
42708	adj	pamāyī	√mā	pa √mā	evaluating; appraising; judging; estimating; lit. measuring			оценочный; оценивающий; судящий; оценивающий; досл. измеряющий			
42714	prp	paminanta	√mā	pa √mā	estimating; evaluating; judging; appraising; lit. measuring			оценивающий; определяющий; судящий; осматривающий; досл. измеряющий			
42751	inf	pametuṃ	√mā	pa √mā	to measure; to evaluate; to appraise			измерять; оценивать; оценивать стоимость			
45686	aor	pāmi	√mā	pa √mā	measured (by); judged (by); appraised (by)			измерил (по); оценил (по); оценил (по)			
64169	adj	suppameyya	√mā	pa √mā	easy to measure; easily measurable			легко измеримый; легко измеряемый			
75756	adj	appamāṇaka 2	√mā	pa √mā	immeasurable; unlimited; limitless; boundless	неизмеримый; неограниченный; безграничный; бесконечный					
4232	adj	animmāta	√mā	nī √mā	with no creator; having no designer; with no maker; lit. not measured out			без создателя; не имеющий проектировщика; без изготовителя; досл. не измеренный			
4234	pp	animmita	√mā	nī √mā	not designed (by); not created (by); unfashioned (from); (comm) not created by psychic power; lit. not measured out			не разработанный; не созданный; несформированный; (комм) не созданный психической силой; досл. не измеренный			
37845	masc	nimmātar	√mā	nī √mā	creator; designer; maker; lit. who measures out	создатель; разработчик; производитель					
37850	nt	nimmāna 1.1	√mā	nī √mā	creating; designing; fashioning; lit. measuring out	создание; проектирование; моделирование					
37862	pp	nimmita	√mā	nī √mā	designed (by); created (by); fashioned (from); lit. measured out			созданный (кем-то); сделанный (кем-то); выкованный (из чего-то); досл. отмеренный			
37866	abs	nimminitvā	√mā	nī √mā	having created; having made; lit. having measured out			создав; сделав; досл. отмерив			
37867	abs	nimminitvāna	√mā	nī √mā	having re-duplicated (oneself by psychic power); lit. having measured out			редуплицировавшись (с помощью психической силы); досл. отмерив			
64017	adj	sunimmita 1	√mā	nī √mā	well designed; beautiful; lit. well measured out	хорошо оформленный; красивый					
79475	aor	nimmini	√mā	nī √mā	created; formed; built; constructed; lit. measured out			создал; сформировал; построил; сконструировал; досл. отмерил			
4225	pp	animitta 1	√mā	ni √mā	signless; featureless; free of mental images; lit. no sign	без признака; без особенностей; без атрибутов	нет знака				
4226	pp	animitta 2	√mā	ni √mā	without any sign of trouble; lit. no sign			без признака неприятности; досл. без признака			
4227	pp	animitta 3	√mā	ni √mā	lacking genitals; without sexual organs; lit. no sign			отсутствующий гениталии; без половых органов; досл. отсутствующий признак			
33603	nt	dunnimitta	√mā	ni √mā	bad omen; inauspicious sign; lit. bad sign	плохое знамение; дурной знак					
37758	nt	nimitta 1	√mā	ni √mā	mark; sign; symbol; indication; lit. measured down	образ; знак; символ	измерен вниз				
37759	nt	nimitta 2	√mā	ni √mā	image; mental image; mental representation; lit. measured down	изображение; ментальный образ; мысленное представление	измерен вниз				
37760	nt	nimitta 3	√mā	ni √mā	sign; omen; portent; lit. measured down	знак; предзнаменование; примета	измерен вниз				
37761	nt	nimitta 4	√mā	ni √mā	(interpretation of) signs; omens; portents; lit. measured down			(толкование) знаков; предзнаменования; напоминания; досл. ниже измеренного			
37762	nt	nimitta 5	√mā	ni √mā	cause; reason; foundation; basis; lit. measured down	повод; причина; основание	измерен вниз				
37763	nt	nimitta 6	√mā	ni √mā	meditation object; theme of contemplation; mental hyperlink; lit. measured down	объект медитации; тема созерцания	измерен вниз				
37764	nt	nimitta 7	√mā	ni √mā	sexual organ; lit. measured down	половой орган	измерен вниз				
37771	fem	nimittatā	√mā	ni √mā	fact of having a sign; fact of having an image; lit. measured down state			факт наличия признака; факт наличия изображения; досл. установленное состояние			
38780	masc	nemittika 3	√mā	ni √mā	hinter; suggester; lit. related to signs			намекающий; предлагающий; досл. связанный с признаками			
38781	fem	nemittikatā	√mā	ni √mā	hinting (for gain); indirect begging; lit. related to signs state	намек; непрямое выпрашивание	условный знак				
58144	adj	sanimitta	√mā	ni √mā	with a cause; having a basis; lit. with sign			с причиной; имеющий основу; досл. со знаком			
74604	nt	nimittatta	√mā	ni √mā	fact of having a sign; fact of being an indication; lit. with sign			наличие признака; факт служения указанием; досл. с признаком			
74605	nt	animittatta	√mā	ni √mā	fact of not having a sign; fact of not being an indication; lit. with no sign state			факт отсутствия признака; факт отсутствия указания; досл. отсутствие состояния знака			
5045	nt	anumāna 1	√mā	anu √mā	judging; inferring; drawing a conclusion; lit. measuring along			суждение; заключение; досл. измерение вдоль			
5047	adj	anumānika	√mā	anu √mā	regarding an inference; related to a conclusion; lit. regarding measuring along			касающийся вывода; связанный с заключением; досл. касающийся измерения вдоль			
5048	ptp	anumānitabba	√mā	anu √mā	should be judged; should be inferred; should be concluded; lit. to be measured along			следует оценить; следует вывести; следует заключить; досл. должно быть измерено вместе			
5052	ptp	anuminitabba	√mā	anu √mā	should be judged; should be inferred; should be concluded; lit. to be measured along			следует судить; следует делать вывод; следует заключать; досл. должно измерять вместе			
5053	pr	anumīyati	√mā	anu √mā	is measured; is quantified; (comm) follows in death			измеряется; количественно оценивается; (комм) следует в смерти			
36348	pr	nānumīyati	√mā	anu √mā	is not measured; is not quantified			не измеряется; не количественно определяется			
75790	nt	anumāna 2	√mā	anu √mā	measuring against; comparing; lit. measuring along			измерение против; сравнение; досл. измерение вдоль			
3281	adj	adhimatta	√mā	adhi √mā	extreme; excessive; utmost; intense; lit. high measure	крайний; чрезмерный; сильный; значительный	высокая мера				
3285	adj	adhimattatara	√mā	adhi √mā	more extreme; more excessive; more intense; lit. higher measure			более экстремальный; более чрезмерный; более интенсивный; досл. более высокая мера			
3286	nt	adhimattatta	√mā	adhi √mā	fact of being abundant; fact of being strong; intensity; lit. high measure state			факт изобилия; факт силы; интенсивность; досл. состояние высокой меры			
79440	adj	nādhimatta	√mā	adhi √mā	not strong; not excessive; lit. not high measure			не сильный; не чрезмерный; досл. не высокая мера			
7879	nt	abhinimmāna	√mā	abhi nī √mā	forming; creating; fashioning			формирование; создание; творение			
7882	pp	abhinimmita	√mā	abhi nī √mā	created; formed; produced; made (by supernormal power)	созданный; произведенный; сделанный (сверхъестественной силой)					
7884	prp	abhinimminanta	√mā	abhi nī √mā	creating; forming; fashioning (by supernormal power)			создающий; формирующий; изготавливающий (сверхъестественной силой)			
7885	pr	abhinimmināti 1	√mā	abhi nī √mā	designs; paints; creates	проектирует; рисует; создает; производит					
