id	lemma	pos	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	ru_cognate	corrections_ru_meaning	corrections_ru_meaning_lit	notes
69587	vivāha 1	masc	√vah	vi √vah	giving of a daughter in marriage			отдача дочери в замужество				
69588	vivāha 2	nt	√vah	vi √vah	giving a daughter in marriage; lit. carrying away			выдача дочери замуж; досл. уведение				
69589	vivāhana	nt	√vah	vi √vah	giving a daughter in marriage			выдача дочери замуж				
18710	opavayha	ptp	√vah	upa √vah	suitable for riding; fit as a vehicle; lit. to be carried			подходящий для езды; годный как транспортное средство; досл. должен быть перенесён				
75205	upavāhana	nt	√vah	upa √vah	removing; washing away; lit. causing carrying near			удаление; смывание; досл. причинение переноски ближе				
14965	udabbahi 1	aor	√vah	ud √vah	pulled out; eradicated			вытянул; искоренил				
16726	ubbahāpeti	pr	√vah	ud √vah	makes transport; causes to carry; (comm) cause to bring to the threshing floor			перемещает; заставляет нести; (комм) заставляет приносить на ток				
16727	ubbahāpetvā	abs	√vah	ud √vah	having made transport; having caused to carry; (comm) having caused to bring to the threshing floor			сделав транспортировку; вызвав перенос; (комм) приведя на гумно				
16738	ubbāhikā	fem	√vah	ud √vah	select committee; jury; special counsel; lit. carrying up			специальный комитет; жюри; специальный советник; досл. поднятие				
72197	ubbāha	masc	√vah	ud √vah	select committee; jury; special counsel; lit. carrying up			выборный комитет; жюри; специальный совет; досл. вынос				
60579	sambāhana 1	nt	√vah	saṃ √vah	rubbing; massaging; lit. causing to carry	растирание; массирование						
60580	sambāhāpeti	pr	√vah	saṃ √vah	massages; rubs all over; lit. causes to carry together			массирует; натирает повсюду; досл. заставляет нести вместе				
60583	sambāheti	pr	√vah	saṃ √vah	massages; rubs all over; lit. causes to carry together			массирует; натирает по всему телу; досл. вызывает нести вместе				
60584	sambāhesi	aor	√vah	saṃ √vah	massaged; rubbed all over; lit. caused to carry together			массировал; втирал повсюду; досл. заставил нести вместе				
39559	paccūha	adj	√vah	pati √vah	echoing; reverberating; resounding; (comm) disagreeable; lit. carrying back			эхо, отражающийся, гулкий, (комм) неприятный, досл. возвращающий				
77545	parivahitvā	abs	√vah	pari √vah	having carried around; having transported			перенеся, транспортировав				
44102	parisambāhati	pr	√vah	pari saṃ √vah	massages all over; completely caresses; fondles; rubs every part			массирует полностью; полностью ласкает; поглаживает каждую часть				
42551	pabbāḷha	pp	√vah	pa √vah	pulled out (from); removed (from); extracted (from); lit. carried forward			вытянутый (из); удаленный (из); извлеченный (из); досл. перевезенный вперед				
44886	pavayha	ger	√vah	pa √vah	pressing; urging; insisting; lit. carrying forward	настойчиво; упорно; постоянно; непрерывно	неся вперед					
44934	pavāhaka 1	masc	√vah	pa √vah	remover; dispeller; who carries away; lit. who causes to carry forward			удалитель; прогоняющий; кто уносит; досл. кто вызывает перенос вперед				
44935	pavāhana 1	nt	√vah	pa √vah	causing to be carried away (in) causing to be washed away; lit. causing to carry forward			убирание, смывание; досл. продвижение				
44937	pavāhi	aor	√vah	pa √vah	removed (from); pulled out (of); extracted (from); lit. caused to carry forward			убран (из); вытянут (из); извлечен (из); досл. заставил нести вперед				
44940	pavāheti 1	pr	√vah	pa √vah	causes to be removed (from); makes carry away (from); washes away; lit. causes to carry forward	побуждает убрать; заставляет унести (из); смывает	побуждает унести					
44941	pavāheti 2	pr	√vah	pa √vah	pulls out (of); removes (from); draws out (from); lit. causes to carry forward			выдёргивает (из); извлекает (из); вытаскивает (из); досл. заставляет нести вперед				
44942	pavāhetuṃ	inf	√vah	pa √vah	to wash away; to remove; lit. to cause to carry forward			смывать; удалять; досл. заставлять нести вперед				
44943	pavāhetvā	abs	√vah	pa √vah	having removed (from); having rinsed off; having washed away; lit. having caused to carry forward			удалив (из); смыв; смыв; досл. вызвав нести вперед				
44947	pavāḷha 1	pp	√vah	pa √vah	pulled out (from); removed (from); extracted (from); lit. caused to be carried forward			вытянутый (из); удалённый (из); извлечённый (из); досл. вызванный, чтобы быть перенесённым вперёд				
76173	pavāhayi	aor	√vah	pa √vah	washed away; carried away; removed; lit. caused to carry forward			смытый; унесенный; удаленный; досл. заставил продвинуть вперед				
76824	pavāhaka 2	adj	√vah	pa √vah	carring away; removing; lit. causing to carry forward			уносящий; удаляющий; досл. заставляющий нести вперед				
76846	pavāhana 2	adj	√vah	pa √vah	removing; extracting; lit. causing to carry forward			устраняющий; извлекающий; досл. заставляющий нести вперед				
78086	pabbāheti	pr	√vah	pa √vah	pulls out; removes; extracts; lit. causes to carry forward			выводит; удаляет; извлекает; досл. заставляет выносить вперёд				
37633	nibbāhana 1	nt	√vah	nī √vah	removing; clearing (of); lit. causing to carry away			убирание; очищение (от); досл. заставление унести				
37635	nibbāhāpetvā	abs	√vah	nī √vah	having transported away; having carried away	побудив нести						
37637	nibbāhitabba	ptp	√vah	nī √vah	should be solved (by); should be unpacked (by); should be unravelled (by); should be explained (by); lit. to cause to be carried out			должен быть решен; следует распаковать; следует распутать; должен быть объяснен; досл. должно вызвать к осуществлению				
37707	nibbuyhati	pr	√vah	nī √vah	is carried away; is swept away	уносится; сметается						
37708	nibbuyhamāna	prp	√vah	nī √vah	being carried off; being brought home			уносимый; приносимый домой				
38470	nivuyhati	pr	√vah	ni √vah	is dragged down			тащится вниз				
6548	apavahati	pr	√vah	apa √vah	blows away (from); tears away (from); pulls away (from); lit. carries away			сдувает, срывает, отрывает, досл. уносит				
3361	adhivaha	adj	√vah	adhi √vah	bringing; causing; conferring			приносящий; вызывающий; дарующий				
3385	adhivāha	adj	√vah	adhi √vah	bringing; causing; conferring			приносящий; вызывающий; дарующий				
3386	adhivāhana	adj	√vah	adhi √vah	carrying (towards); transporting (to)			везущий; перевозящий				
3387	adhivāhī	adj	√vah	adhi √vah	bringing; causing; conferring			приносящий; вызывающий; дающий				
8338	abhivāhī	adj	√vah	abhi √vah	carrying; transporting; transmitting			несущий; транспортирующий; передающий				
2837	adatvā 1	abs	√dā 1	√dā	having not given; having not offered	не дав; не предложив						
2838	adatvā 2	abs	√dā 1	√dā	having not caused; having not allowed (to happen); lit. having not given (a chance)	не вызвав; не допустив (произойти)	не дав (возможность)					
2839	adadanta	prp	√dā 1	√dā	not giving; not bestowing	не дающий; не дарующий						
2840	adadamāna	prp	√dā 1	√dā	not giving; not offering			не дающий; не предлагающий				
2841	adadi	aor	√dā 1	√dā	gave; offered; granted	давал						
2868	adaṃsu	aor	√dā 1	√dā	they gave; they offered	они дали; они предложили						
2869	adā	imperf	√dā 1	√dā	gave	отдал						
2872	adātuṃ	inf	√dā 1	√dā	to not give; to not offer			не давать; не предлагать				
2873	adāna 1	nt	√dā 1	√dā	not giving; not offering; withholding			недавание; непредложение; удержание				
2874	adāpetvā	abs	√dā 1	√dā	having not caused to give (to); having not had given (to)	не побудив дать; не заставив дать						
2875	adāyaka	adj	√dā 1	√dā	not giving; not offering			не дающий; не предлагающий				
2878	adāsi	aor	√dā 1	√dā	gave (to); offered (to)	давал						
2889	adinna 1.1	nt	√dā 1	√dā	which is not given; something not offered; lit. not given	то что не дано; что-то не предложенное						
2890	adinna 1.2	pp	√dā 1	√dā	unoffered; not accepted; not given	не данный; не предложенный						
31673	da 1.1	adj	√dā 1	√dā	giving; offering; bestowing	дающий; дарующий; предлагающий						
31739	dajjā	opt	√dā 1	√dā	would give; should give	может дать; мог бы предложить						
31740	dajjeti	pr	√dā 1	√dā	gives; offers	дает; предлагает						
31741	dajjeyya	opt	√dā 1	√dā	would give; should offer			мог бы дать; следует предложить				
31742	dajjehi	imp	√dā 1	√dā	you must give!			ты должен дать!				
31815	datta 1.1	pp	√dā 1	√dā	given (by); offered (by)			данный, предложенный				
31816	datta 1.2	masc	√dā 1	√dā	generic masculine name; lit. given			общемужское имя; досл. данный				
31818	datti	fem	√dā 1	√dā	saucer; small offering bowl; serving bowl; lit. gift			блюдце; маленькая чаша для приношений; чаша для подачи; досл. подарок				
31819	dattika	nt	√dā 1	√dā	what is given; what is offered			данное; предложенное				
31825	datvā 1	abs	√dā 1	√dā	having given; having offered; having donated (something to someone)	отдав; пожертвовав; подарив						
31826	datvā 2	abs	√dā 1	√dā	(of medicine) having applied			(о лекарстве) применив				
31827	datvāna	abs	√dā 1	√dā	having given; having offered; having donated			дав; предложив; пожертвовав				
31828	dada	adj	√dā 1	√dā	giving; offering; bestowing	дающий; предлагающий; дарящий						
31829	dadanta	prp	√dā 1	√dā	giving; offering; bestowing	дающий; предлагающий; жертвующий						
31830	dadamāna 1	prp	√dā 1	√dā	giving; offering; bestowing	дающий; предлагающий; дарящий						
31832	dadāti	pr	√dā 1	√dā	gives; offers; donates; grants (something to someone)	дает; предлагает; жертвует						
31833	dadi 1	adj	√dā 1	√dā	giving; bestowing			дающий; дарующий				
31837	dadeyya	opt	√dā 1	√dā	would give (something to someone)	может дать; мог бы предложить; может жертвовать						
31976	damma 2.1	pr	√dā 1	√dā	we give			даём				
31979	dammi	pr	√dā 1	√dā	I give; I should give; I will give	я даю; предлагаю						
32103	dassati 1.1	fut	√dā 1	√dā	will give (something to someone)	даст						
32104	dassati 1.2	fut	√dā 1	√dā	will cause; will; let; will allow (to happen); lit. will give (a chance)	вызовет; позволит (случиться)	даст (возможность)					
32138	dassaṃ	fut	√dā 1	√dā	I myself will give	я сама дам						
32231	dā	root	√dā 1	√dā	(gram) √dā (give)			(грам) √dā (дать); корень, существительное мужского рода.				
32243	dātabba 1	ptp	√dā 1	√dā	should be given; to be provided; lit. to be given	должен быть выдан						
32244	dātabba 2	ptp	√dā 1	√dā	(of money) should be paid; lit. to be given			следует уплатить (о деньгах); досл. должно дать				
32245	dātabba 3	ptp	√dā 1	√dā	(of medicine) should be applied; lit. to be given			(о лекарстве) следует применять; досл. должно быть дано				
32246	dātar 1	masc	√dā 1	√dā	giver; donor (of)	даритель; донор; дающий						
32247	dātar 2	masc	√dā 1	√dā	who gives; giver; bestower (of something to someone)			кто дает; даритель; дающий (что-то кому-то)				
32250	dātuṃ 1	inf	√dā 1	√dā	to give; to offer; to donate			давать; предлагать; жертвовать				
32253	dāna 1.1	nt	√dā 1	√dā	giving; offering; charity; generosity	дарение; пожертвование; благотворительность						
32254	dāna 1.2	nt	√dā 1	√dā	alms; almsfood; lit. giving	пожертвование; благотворительность						
32298	dāpeti	pr	√dā 1	√dā	causes to give; makes give			заставляет дать; побуждает дать				
32299	dāpetvā	abs	√dā 1	√dā	having caused to give (to); having had given (to)	побудив дать; заставив дать						
32300	dāpenta	prp	√dā 1	√dā	causing to give; making offer			заставляющий давать; принуждающий предлагать				
32301	dāpesi	aor	√dā 1	√dā	caused to give; made give			заставил дать; сделал так, чтобы дали				
32308	dāya 2.1	masc	√dā 1	√dā	gift; present; offering; donation	дар; подарок; подношение						
32309	dāyaka 1	masc	√dā 1	√dā	giver; donor; sponsor	даритель; донор; спонсор						
32310	dāyaka 2	adj	√dā 1	√dā	giving; offering			дающий; предлагающий				
32322	dāyikā	fem	√dā 1	√dā	(female) giver; donor; sponsor			дающица; дарительница; спонсорка				
32323	dāyī	adj	√dā 1	√dā	giving; offering; donating			дающий; предлагающий; жертвующий				
32422	dicchati	pr	√dā 1	√dā	gives freely; is generous; (comm) gives; lit. wants to give	дает свободно; проявляет щедрость; (комм) дает	хочет дать					
32583	dinna 1	pp	√dā 1	√dā	given (to); offered (to)	данный; предложенный						
32584	dinna 2	nt	√dā 1	√dā	offering (to); gift (to); lit. what is given	подношение; подарок	что дано					
32585	dinna 3	pp	√dā 1	√dā	paid; outlaid; expended; lit. given			заплаченный; выложенный; израсходованный; досл. отданный				
32636	diyyati	pr	√dā 1	√dā	is given; is offered; is donated			дается; предлагается; жертвуется				
32637	diyyamāna	prp	√dā 1	√dā	being given; being offered			даваемый; предлагаемый				
32832	dīyati	pr	√dā 1	√dā	is given; is offered	дается; предлагается						
32834	dīyi	aor	√dā 1	√dā	was given; was offered	был дан; был предложен						
33576	duddada	adj	√dā 1	√dā	hard to give; difficult to offer	который трудно давать						
33588	duddina 1	nt	√dā 1	√dā	bad weather; overcast weather; rainy weather; lit. bad giving			плохая погода; пасмурная погода; дождливая погода; досл. плохая отдача				
33953	deti 1	pr	√dā 1	√dā	gives (to); donates (to); offers (to); hands (to)	дает; предлагает; вручает						
33954	deti 2	pr	√dā 1	√dā	allows (to); permits (to); accepts; lit. gives			разрешает, позволяет, принимает, досл. дает				
33955	detu	imp	√dā 1	√dā	give (to)!; hand over (to)! may he give! he should hand over (to)!	пусть он даст; он должен дать!						
33956	denta	prp	√dā 1	√dā	giving (to); imparting (to)	дающий (кому-л.); передающий (кому-л.)						
33959	deyya 1	nt	√dā 1	√dā	offering; giving; lit. to be given	то что предложено; подаяние; дар	к дарению					
33960	deyya 2	ptp	√dā 1	√dā	should be given; should be offered; lit. to be given			следует отдать; следует предложить; досл. должно быть отдано				
36200	nādāsi	aor	√dā 1	√dā	did not give (to); did not offer (to)			не дал; не предложил				
36202	nādinna 1	pp	√dā 1	√dā	not unoffered			непредложенный				
36203	nādinna 2	pp	√dā 1	√dā	not offered is not (like that)	не предложенный не (так же)						
63865	sudatta	masc	√dā 1	√dā	name of Anāthapiṇḍika; father of Saddha; lit. well given			имя Анатхапиндики; отец Саддхи; досл. хорошо данный				
63885	sudinna 2	masc	√dā 1	√dā	name of a monk notorious for the first pārājika	имя монаха, прославившегося первой параджикой						
74085	duddina 2	nt	√dā 1	√dā	unlucky day; unfortunate day; lit. bad giving			несчастливый день; неудачный день; досл. плохой дар				
74986	dātave	inf	√dā 1	√dā	to give; to offer; to donate; (comm) to be given			давать; предлагать; жертвовать; (комм) быть данным				
75064	dajja 2	ptp	√dā 1	√dā	should be given; should be offered; lit. to be offered			должен быть дан; следует предложить; досл. должно предложить				
77110	duddinī	adj	√dā 1	√dā	with bad weather; overcast; rainy; stormy; lit. bad giving	с плохой погодой; пасмурный; дождливый	плохо данный					
78439	dātabba 4	ptp	√dā 1	√dā	is applicable; is suitable in this case; lit. to be given			применимый; подходит в этом случае; досл. должно быть дано				
80602	dāna 1.3	nt	√dā 1	√dā	gift; offering; item for a sacrifice			дар; подношение; предмет для жертвоприношения				
60270	sampadāna 1	nt	√dā 1	saṃ pa √dā	handing down; handing over; passing on (scriptures); lit. giving on together	переданный; дошедший (о писаниях)						
60271	sampadāna 3	nt	√dā 1	saṃ pa √dā	(gram) dative case; lit. giving on together			(грам) дательный падеж; досл. совместная передача вперёд				
78611	sampadā 2.1	fem	√dā 1	saṃ pa √dā	(of scripture) handing down; transmission; passing on (of); lit. giving on together			(о писаниях) передача; распространение; передача (чего-либо); досл. передача вместе вперед				
79453	paṭidātuṃ	inf	√dā 1	pati √dā	to give back; to pay back			возвращать; возвращать долг				
79456	paṭidassati	fut	√dā 1	pati √dā	will give back; will return; will repay			вернёт; отдаст; возместит				
42123	padātabba	ptp	√dā 1	pa √dā	should be given (to); should be presented (to); should be offered (to); lit. to be given	должен быть отдан; следует передать; должен быть предложен						
42126	padāna	nt	√dā 1	pa √dā	giving; offering; presenting			давание; предложение; представление				
45534	pādāsi	aor	√dā 1	pa √dā	gave; granted; presented; bestowed	давал; даровал; преподносил						
77427	padāhiti	fut	√dā 1	pa √dā	will give (to)			даст				
77428	padadāti	pr	√dā 1	pa √dā	gives; grants; presents; bestows (to)			дает, наделяет, преподносит, дарует				
3640	ananuppadiyamāna	prp	√dā 1	anu pa √dā	not being given; not being offered			не даваемый; не предлагаемый				
4662	anupadajjā	opt	√dā 1	anu pa √dā	would give (to); would hand over (to)			дал бы; передал бы				
4663	anupadajjeyya 1	opt	√dā 1	anu pa √dā	should continue; should undertake; should follow through; lit. should give more	может продолжить; мог бы взяться; может довести до конца	может дать больше					
4664	anupadajjeyya 2	opt	√dā 1	anu pa √dā	could give; should hand over	может дать; мог бы передать						
4907	anuppadajjeyya	opt	√dā 1	anu pa √dā	should give; should donate			следует дать; следует пожертвовать				
4908	anuppadassati	fut	√dā 1	anu pa √dā	will give; will offer; will pay			даст; предложит; заплатит				
4909	anuppadātabba	ptp	√dā 1	anu pa √dā	(of money) should be handed over; should be paid for; should be coughed up; lit. to be given over	(о деньгах) должен быть передан; должен быть выплачен; следует выдать						
4910	anuppadātar	masc	√dā 1	anu pa √dā	provider (of); giver (of); supporter (of); encourager (of)	снабженец; дающий; тот кто поддерживает						
4912	anuppadātuṃ	inf	√dā 1	anu pa √dā	to pay back; (comm) to pay the interest			возмещать; (комм) выплачивать проценты				
4913	anuppadāna 1	nt	√dā 1	anu pa √dā	giving out; handing over			выдача; передача				
4914	anuppadāna 2	nt	√dā 1	anu pa √dā	giving; providing; paying			давание; предоставление; оплата				
4915	anuppadāna 3	nt	√dā 1	anu pa √dā	(of medicine) prescribing (of)			предписывание				
4916	anuppadāsi	aor	√dā 1	anu pa √dā	gave; offered; provided; paid			дал; предложил; заплатил				
4917	anuppadinna	pp	√dā 1	anu pa √dā	given; handed over; presented (to)	отданный; переданный						
4918	anuppadiyamāna	prp	√dā 1	anu pa √dā	being given; being offered			предоставляемый; предлагаемый				
4920	anuppadeti 1	pr	√dā 1	anu pa √dā	(of a loan) pays back; pays the interest (on)			(о займе) возвращает; выплачивает проценты на				
4921	anuppadeti 2	pr	√dā 1	anu pa √dā	gives out; supplies; provides			раздаёт; снабжает; обеспечивает				
75517	nānupadassati	fut	√dā 1	anu pa √dā	will not give; will not offer; will not pay			не даст; не предложит; не заплатит				
7652	abhijjamāna	prp	√bhid	√bhid	not being broken; not breaking (the surface of water)	не нарушаемая; не разбиваемая (поверхность воды)						
7751	abhidā	imperf	√bhid	√bhid	broke; split; shattered	ломал; раскол; разбил						
7952	abhindi	aor	√bhid	√bhid	broke; shattered			сломал; разбил				
7953	abhinditvā	abs	√bhid	√bhid	having not broken; having not shattered; having not split up			не поломав, не разбив, не расколов				
7954	abhinna 1	pp	√bhid	√bhid	unbroken; undamaged			непрерывный; неповрежденный				
8420	abhejja	ptp	√bhid	√bhid	indivisible; unsplittable; inseparable; lit. not to be broken			неделимый; неразделимый; неразлучный; досл. не должен быть сломан				
8423	abhedi	aor	√bhid	√bhid	broke; shattered; lit. caused to break	разбил; раздробил; разрушил; сломал						
49964	bhijjati	pr	√bhid	√bhid	is broken; is destroyed	ломается; уничтожается						
49966	bhijjana 1	nt	√bhid	√bhid	(of waves) breaking; rushing			(о волнах) разбивание; устремление				
49969	bhijjanta	prp	√bhid	√bhid	being broken; being split			ломающийся, раскалывающийся				
49970	bhijjamāna	prp	√bhid	√bhid	being broken; being destroyed			ломающийся; разрушающийся				
49971	bhijji	aor	√bhid	√bhid	was broken; was destroyed			был сломан; был уничтожен				
49972	bhijjitvā	abs	√bhid	√bhid	having broken off; having split off (from); lit. having been broken			отломив, отделив (от); досл. будучи сломанным				
49973	bhitti	fem	√bhid	√bhid	wall	стена						
49977	bhindati 1	pr	√bhid	√bhid	breaks; splits; shatters	ломает; разрушает						
49978	bhindati 2	pr	√bhid	√bhid	(of speech) breaks out (into); emits	начинает (говорить); нарушает (тишину)	ломает					
49979	bhindati 3	pr	√bhid	√bhid	(of a posture or sitting position) breaks; changes; moves			ломается; изменяется; передвигается (о позе или сидячем положении)				
49982	bhindanta 1	prp	√bhid	√bhid	shooting down; lit. breaking; splitting			сбивающий; досл. ломающий; расщепляющий				
49986	bhinditvā	abs	√bhid	√bhid	having broken; having shattered; having split up			сломав, расколов, разделив				
49988	bhinna 1	pp	√bhid	√bhid	broken; cracked; damaged	сломанный; треснутый; поврежденный; порванный						
49989	bhinna 2	pp	√bhid	√bhid	split; split apart; broken	разделенный; расколотый; сломанный						
49990	bhinnaka 1	adj	√bhid	√bhid	flawed; broken; damaged	сломанный; поврежденный						
49991	bhinnaka 2	adj	√bhid	√bhid	broken off; schismatic; lit. broken	разделенный	сломанный					
50008	bhinne	pp	√bhid	√bhid	broken; cracked; damaged			сломанный; треснувший; поврежденный				
50259	bhecchati	fut	√bhid	√bhid	will break; will split; will cut through			сломает; расколет; прорежет				
50260	bhejja 1	nt	√bhid	√bhid	torture; maiming; lit. breaking	пытка; изувечивание	ломание					
50262	bhejjati	pr	√bhid	√bhid	causes to be broken			вызывается быть поломанным				
50268	bhettar	masc	√bhid	√bhid	breaker; divider; splitter	сеющий раздор; который разделяет; раскалывающий						
50269	bhetvā	abs	√bhid	√bhid	having broken; having shattered; having destroyed; lit. having caused to break			сломав; разбив; уничтожив; досл. заставив сломаться				
50270	bheda 2	masc	√bhid	√bhid	death; lit. breakup	смерть	распад					
50271	bheda 3	masc	√bhid	√bhid	schism; split; breakup; disunion	раскол; разделение; разлад						
50272	bheda 4	adj	√bhid	√bhid	breaking; splitting; tearing			разламывающий; расщепляющий; разрывающий				
50273	bheda 6	adj	√bhid	√bhid	like; type of; consisting of; having			подобный, вид, состоящий из, имеющий				
50274	bheda 5	adj	√bhid	√bhid	disturbing; upsetting; violating			потревоживающий; расстраивающий; нарушающий				
50275	bheda 7	masc	√bhid	√bhid	variety; distinction; difference			разновидность; различие; отличие				
50276	bheda 8	adj	√bhid	√bhid	distinguished (by)			выделяющийся				
50277	bheda 9	adj	√bhid	√bhid	consisting of; comprised of; lit. divided	состоящий из; включающий в себя	разделенный					
50278	bhedaka	masc	√bhid	√bhid	breaker; schismatic; who divides; who splits; who causes dissension	разделитель; раскольник; кто причиняет разногласия						
50283	bhedana 1	nt	√bhid	√bhid	injuring; fracturing; breaking	(телесное) повреждение; перелом; дробление						
50284	bhedana 2	adj	√bhid	√bhid	releasing; exuding; lit. breaking	высвобождение; свободное течение	поломка					
50285	bhedana 3	nt	√bhid	√bhid	breaking; splitting apart; dividing	разрушение; раскалывание; разделение						
50286	bhedanakaṃ	ind	√bhid	√bhid	involving breaking up; with dismantling	влекущий за собой разрушение; с уничтожением						
50293	bhedayituṃ	inf	√bhid	√bhid	to divide; to split (by)			разделять; раскалывать (при помощи)				
50296	bhedāpita	pp	√bhid	√bhid	demolished; destroyed; lit. caused to break			снесенный; уничтоженный; досл. вызванный сломаться				
50297	bhedāpeti 1	pr	√bhid	√bhid	makes break; causes to split; makes rupture			ломает; вызывает раскол; приводит к разрыву				
50298	bhedāpeti 2	pr	√bhid	√bhid	makes demolish; makes destroy			заставляет разрушить; заставляет уничтожить				
50300	bhedetar	masc	√bhid	√bhid	breaker; divider; splitter			ломатель; разделитель; раскалыватель				
72195	bhetvāna 1	abs	√bhid	√bhid	having caused division; having ruptured; lit. having caused to break			вызвав разделение; разорвав; досл. вызвав разлом				
72196	bhitvāna	abs	√bhid	√bhid	having divided; having broken; having split			разделив, сломав, расколов				
73473	abhinnaka	adj	√bhid	√bhid	orthodox; not schismatic; lit. not broken			ортодоксальный; несектантский; досл. не сломленный				
74444	bhidura	adj	√bhid	√bhid	fragile; breakable; brittle; perishable			хрупкий; ломкий; хрупкий; скоропортящийся				
74445	bhindanta 2	prp	√bhid	√bhid	breaking down; falling apart			разрушающийся; разваливающийся				
74545	bhindati 4	pr	√bhid	√bhid	(of the community) cause a schism (in); splits apart; lit. splits			(о обществе) вызывает раскол; раскалывает; досл. раскалывает				
74613	bhijjana 2	nt	√bhid	√bhid	being broken apart; being split			разрушение; раскалывание				
76816	bhedavant	adj	√bhid	√bhid	having types; with varieties; lit. having breakup quality			имеющий виды; с разновидностями; досл. обладающий качеством разлома				
77833	bhinna 3	pp	√bhid	√bhid	seperated; differentiated; lit. split			отделенный; различенный; досл. разделенный				
78718	bheda 1	masc	√bhid	√bhid	breakup; dissolution; destruction (of)	распад; разрушение; растворение (чего-либо)						
79650	abhinna 3	pp	√bhid	√bhid	(of wood) unchopped; lit. not broken			неразрубленный; досл. не сломанный				
80118	bhetvāna 2	abs	√bhid	√bhid	having broken; lit. having caused to break			сломав; досл. вызвавший разрушение				
72022	vibhedeti	pr	√bhid	vi √bhid	breaks the unity (of); divides; splits; separates; lit. causes to split apart			нарушает единство (чего-либо); делит; раскалывает; разделяет; досл. вызывает трещину				
68347	viparibhinna	pp	√bhid	vi pari √bhid	completely broken up; utterly destroyed			полностью разбитый; полностью уничтоженный				
68204	vinibhinditvā	abs	√bhid	vi ni √bhid	having penetrated through; having soaked through			пробив насквозь; пропитавшись насквозь				
70609	vobhindati	pr	√bhid	vi ava √bhid	splits open; cracks open			раскрывает; трескает				
70610	vobhindanta	prp	√bhid	vi ava √bhid	splitting open; cracking open			раскалывающий; вскрывающий				
70611	vobhindi	aor	√bhid	vi ava √bhid	split open; cracked open			раскрылся; раскололся				
16795	ubbhijja	ger	√bhid	ud √bhid	sprouting; bursting upwards; breaking upwards (from the ground)	прорастая; прорываясь вверх; пробиваясь вверх (из земли)						
16798	ubbhijjitvā	abs	√bhid	ud √bhid	having welled up; having sprung up; lit. having broken up	бив ключом; вытекая; струясь	пробившись вверх					
16800	ubbhida 1	adj	√bhid	ud √bhid	welling up; bursting up; lit. breaking up	бьющий ключом; вытекающий; струящийся	пробивающийся вверх					
16801	ubbhida 2	masc	√bhid	ud √bhid	well; spring; lit. break up	родник; ключ	пролом вверх					
16806	ubbhinna 1	pp	√bhid	ud √bhid	sprung up; welled up; lit. broken up			взошедший; возникший; досл. разбитый				
9571	asambhinna 1	pp	√bhid	saṃ √bhid	unchewed; unground; not pulverised; lit. not broken together			нераскусанный; непротёртый; нераздробленный; досл. не сломанный вместе				
9572	asambhinna 4	pp	√bhid	saṃ √bhid	(gram) not found elsewhere; unique; lit. not broken together			(грам) не встречающийся в другом месте; уникальный; досл. не сломанный вместе				
9573	asambhinna 2	pp	√bhid	saṃ √bhid	(of a lineage) unbroken; uninterupted; lit. not broken together			(о родословной) неразорванный; непрерываемый; досл. не сломанный вместе				
60667	sambhijja	ger	√bhid	saṃ √bhid	breaking apart; breaking down; dismantling			разбивая, разрушая, демонтируя				
60671	sambhinna 2	pp	√bhid	saṃ √bhid	having fistula; lit. broken			имеющий свищ; досл. сломанный				
60683	sambhejja	nt	√bhid	saṃ √bhid	(of rivers) confluence; junction; lit. breaking together state			(о реках) слияние; соединение; досл. совместное разрушение состояние				
60686	sambheda 1	masc	√bhid	saṃ √bhid	confusion; disarray	неразбериха; беспорядок; хаос	развал					
60687	sambheda 2	masc	√bhid	saṃ √bhid	breaking apart; breaking down; dismantling			разделение; разборка; демонтаж				
61633	saṃbhejja	nt	√bhid	saṃ √bhid	(of rivers) confluence; junction; lit. breaking together state			(о реках) слияние; соединение; досл. совместное разрушение состояние				
78286	asambhinna 3	pp	√bhid	saṃ √bhid	unbroken; undamaged; lit. not broken together			неразбитый, неповрежденный, досл. не разбитый вместе				
79715	asambhinnaka	adj	√bhid	saṃ √bhid	(of a lineage) unbroken; pure; unadulterated			(о родословной) непрерывный; чистый; несмешанный				
79014	samparibhinna	pp	√bhid	saṃ pari √bhid	broken; damaged; shattered			сломанный; поврежденный; разбитый				
40846	paṭisambhidā 1	fem	√bhid	pati saṃ √bhid	penetrating insight (into); analytical knowledge (of); discriminating understanding (of); lit. breaking apart into pieces	острая проницательность; различающее понимание	самостоятельный разбор по кусочкам					
40847	paṭisambhidā 2	fem	√bhid	pati saṃ √bhid	Book 18 of the Khuddaka Nikāya; lit. (path of) penetrating insight			книга 18 из Кхудакка Никая; досл. (путь) проницательной интуиции				
6380	aparibhinna	pp	√bhid	pari √bhid	not broken; intact; in working order; lit. not completely broken	не сломан; неповрежденный; в рабочем состоянии	не полностью сломан					
43810	paribhijjitvā	abs	√bhid	pari √bhid	having become separated; having been split			став раздвоившись, будучи расколотым				
43812	paribhindi	aor	√bhid	pari √bhid	caused a split (between); separated (from); caused a rift (between); lit. broke all around	расколол; отделил; вызвал разлад (между)						
43813	paribhinna 1	pp	√bhid	pari √bhid	completely broken up; shattered; destroyed	полностью разрушенный; разбитый						
