"nala"	"nalo"	"A kind of reed, a reed, cane, rush"
"nava"	"nava"	"Nine"
"navakatara"	"navakataro"	"Newer, younger"
"navakkhattu"	"navakkhattuṃ"	"Nine times"
"navaka"	"navako"	"New, young, junior"
"navaguṇa"	"navaguṇaṃ"	"Nine attributes"
"navaṅga"	"navaṅgo"	"Having nine members or divisions"
"navanīta"	"navanītaṃ"	"Butter"
"navappabheda"	"navappabhedo"	"Nine-fold"
"navamallikā"	"navamallikā"	"Arabian jasmine"
"navamālikā"	"navamālikā"	"Arabian jasmine"
"navama"	"navamo"	"Ninth"
"navavidha"	"navavidho"	"Nine-fold"
"navāriya"	"navāriyo"	"Irresistible"
"navuti"	"navuti"	"Ninety"
"nava"	"navo"	"New, recent, fresh, young"
"nassati"	"nassati"	"To be lost, to disappear, to perish, to be ruined"
"nassaratta"	"nassarattaṃ"	"Impermanence"
"nahātaka"	"nahātako"	"One whose spiritual instruction is complete"
"nahāta"	"nahāto"	"Bathed, washed; cleansed, pure"
"nahāna"	"nahānaṃ"	"Bathing"
"nahāniya"	"nahāniyo"	"Used for the bath, ablutionary"
"nahāpaka"	"nahāpako"	"A bath attendant"
"nahāpana"	"nahāpanaṃ"	"Bathing a person, attending him at the bath"
"nahāpita"	"nahāpito"	"A barber"
"nahāpeti"	"nahāpeti"	"To cause to bathe"
"nahāyati"	"nahāyati"	"To bathe"
"nahāru"	"nahāru"	"A tendon, a muscle"
"nahuta"	"nahutaṃ"	"A vast number, 10,000,000(to the 4th power), or 1 followed by twenty-eight ciphers"
"naḷa"	"naḷo"	"A kind of reed, a reed, cane, rush"
"nyāsa"	"nyāso"	"A deposit, pledge, mortgage; multitude, assemblage"
"nāka"	"nāko"	"Heaven"
"nāgadantaka"	"nāgadantako"	"A peg fastened into a wall to hang things upon"
"nāgadīpa"	"nāgadīpo"	"A large island said to be inhabited by nāgas, visited by the buddha who introduced his religion among the nāgas"
"nāgabala"	"nāgabalo"	"Having the strength of an elephant"
"nāgamālikā"	"nāgamālikā"	"The iron-wood tree"
"nāgarājā"	"nāgarājā"	"A king of nāgas, nāga chief; monarch of elephants, said of a noble elephant"
"nāgarika"	"nāgariko"	"Belonging to a town; urbane, civilized"
"nāgara"	"nāgaro"	"Belonging to a town"
"nāgalatā"	"nāgalatā"	"The betel vine, piper betel"
"nāginda"	"nāgindo"	"A nāga king"
"nāgī"	"nāgī"	"A female nāga"
"nāga"	"nāgo"	"A serpent; a cobra or hooded snake; a nāga or dragon; an elephant; the iron-wood tree; a chief"
"nāṭaka"	"nāṭakaṃ"	"A play, act, drama"
"nāṭakitthi"	"nāṭakitthi"	"A dancing woman, a nautch girl"
"nāṭaka"	"nāṭako"	"A dancer or mime"
"nāṭya"	"nāṭyaṃ"	"Scenic art, the drama"
"nātidūre"	"nātidūre"	"Not far off"
"nātu"	"nātuṃ"	"(ñatvā)see <see>jānāti</see>"
"nātha"	"nātho"	"A protector, saviour; lord, master, chief"
"nādeyya"	"nādeyyo"	"Belonging to a river, produced by a river"
"nāda"	"nādo"	"Sound, noise; cry, shout, roar"
"nānatta"	"nānattaṃ"	"Diversity"
"nānatā"	"nānatā"	"Variety, diversity"
"nānappakārata"	"nānappakārato"	"In many ways"
"nānappakārena"	"nānappakārena"	"In many ways"
"nānappakāra"	"nānappakāro"	"and (nānappakārako)Of various sorts"
"nānā"	"nānā"	"Various, different; away from"
"nānāta"	"nānāto"	"In various ways"
"nānādhimuttika"	"nānādhimuttiko"	"Having various dispositions or inclinations"
"nānārūpa"	"nānārūpo"	"Various, diverse"
"nānāvidha"	"nānāvidho"	"Of various sorts"
"nāna"	"nāno"	"see <see>nānā</see>"
"nābhi"	"nābhi"	"The navel; the nave of a wheel; centre"
"nāma"	"nāma"	"By name; indeed"
"nāma"	"nāmaṃ"	"A name; a noun"
"nāmaka"	"nāmako"	"Named, bearing the name of"
"nāmata"	"nāmato"	"By name"
"nāmadheyya"	"nāmadheyyaṃ"	"Name, appellation"
"nāmarūpa"	"nāmarūpaṃ"	"Name and form, mind and body, the individual"
"nāmavā"	"nāmavā"	"Bearing the name of"
"nāmika"	"nāmiko"	"Bearing the name of"
"nāmita"	"nāmito"	"Bent"
"nāmī"	"nāmī"	"Bearing the name of"
"nāmeti"	"nāmeti"	"To bend"
"nāyakatta"	"nāyakattaṃ"	"Lordship"
"nāyaka"	"nāyako"	"A chief, a lord"
"nāyeti"	"nāyeti"	"see <see>nayati</see>"
"nāraka"	"nārako"	"A person suffering in hell"
"nāraṅga"	"nāraṅgo"	"An orange tree"
"nārada"	"nārado"	"Name of one of the twenty-four Buddhas"
"nārāca"	"nārāco"	"An iron weapon of some sort, an arrow or light javelin"
"nārī"	"nārī"	"A woman"
"nāra"	"nāro"	"Belonging to a man, human"
"nāla"	"nālaṃ"	"A hollow or tubular stalk, especially that of the water-lily; a tube; a tubular vessel of the body"
"nāla"	"nālaṃ"	"Not sufficient, not able"
"nālindhama"	"nālindhamo"	"A goldsmith"
"nālipaṭṭa"	"nālipaṭṭo"	"A covering for the head, a cap."
"nālī"	"nālī"	"A hollow stalk; a tube, a pipe; a tubular vessel in the body, an artery; a measure of capacity"
"nāvanīta"	"nāvanīto"	"Resembling butter"
"nāvā"	"nāvā"	"A ship, a boat"
"nāvika"	"nāviko"	"A sailor, pilot, helmsman"
"nāsana"	"nāsanaṃ"	"and (nāsanā)Causing to perish, destruction, ruin, slaughter"
"nāsanaṅga"	"nāsanaṅgaṃ"	"A sin involving expulsion from the priesthood"
"nāsā"	"nāsā"	"The nose"
"nāsāpuṭa"	"nāsāpuṭo"	"A nostril"
"nāsāvāta"	"nāsāvāto"	"The breath of the nostrils"
"nāsikā"	"nāsikā"	"The nose; a nostril"
"nāsita"	"nāsito"	"Destroyed; demolished; ruined; expelled from the priesthood"
"nāseti"	"nāseti"	"To cause to disappear; to destroy; to spoil, to ruin; to expel from the priesthood"
"nāsa"	"nāso"	"Disappearance; death, destruction; ruin"
"nāḷikā"	"nāḷikā"	"A tube, pipe, hollow cylinder"
"nāḷikera"	"nāḷikero"	"A coconut tree"
"nāḷikodana"	"nāḷikodanaṃ"	"A nāḷi measure of rice"
"nāḷī"	"nāḷī"	"A hollow stalk; a tube, a pipe; a tubular vessel in the body, an artery; a measure of capacity"
"nāḷīvaṇa"	"nāḷīvaṇaṃ"	"A fistula. an ulcer"
"ni"	"ni"	"and before a vowel -nir. A preposition with the meaning ""outward"""
"ni"	"ni"	"A preposition having properly the meaning of downwards, much used in composition"
"nikaṭṭhe"	"nikaṭṭhe"	"In the neighbourhood, near; shortly, soon"
"nikaṭa"	"nikaṭo"	"Near"
"nikaṇṇika"	"nikaṇṇikaṃ"	"Into the ear"
"nikati"	"nikati"	"Baseness, dishonesty, fraud"
"nikata"	"nikato"	"Base, dishonest, wicked"
"nikanti"	"nikanti"	"Desire, wish"
"nikara"	"nikaro"	"A multitude, quantity"
"nikasa"	"nikaso"	"A touchstone; a whetstone"
"nikkaṅkhā"	"nikkaṅkhā"	"Absence of doubt, certainty"
"nikkaṅkha"	"nikkaṅkho"	"Free from doubt"
"nikkaḍḍhati"	"nikkaḍḍhati"	"To cast out, expel, dismiss"
"nikkamma"	"nikkammo"	"Without occupation"
"nikkasāva"	"nikkasāvo"	"Free from impurity or sin"
"nikkāmī"	"nikkāmī"	"Free from kāma or desire"
"nikkāraṇa"	"nikkāraṇo"	"Disinterested"
"nikkilesa"	"nikkileso"	"Free from kilesa"
"nikkujjita"	"nikkujjito"	"Overturned, upside down"
"nikkesa"	"nikkeso"	"Bald"
"nikkosajja"	"nikkosajjo"	"Free from sloth, diligent"
"nikkhanta"	"nikkhanto"	"Gone out, departed"
"nikkhamati"	"nikkhamati"	"To go out, set out, start, go forth, go away, depart"
"nikkhamana"	"nikkhamanaṃ"	"Going out or away, departure"
"nikkhama"	"nikkhamo"	"Going out, exit"
"nikkhi"	"nikkhi"	"A royal treasurer or mint-master"
"nikkhitta"	"nikkhitto"	"Put down, thrown down; laid aside; deposited"
"nikkhipati"	"nikkhipati"	"To put or throw down; to lay or throw aside; to lay up, deposit, keep"
"nikkhipana"	"nikkhipanaṃ"	"Putting down"
"nikkhepa"	"nikkhepo"	"Putting down, depositing, rejection"
"nikkha"	"nikkho"	"and (nikkhaṃ)A golden ornament for the neck or breast; gold; a weight of gold equal to five suvaṇṇas"
"nikāma"	"nikāmaṃ"	"Willingly, voluntarily"
"nikāmeti"	"nikāmeti"	"To long for, care for"
"nikāma"	"nikāmo"	"Desire"
"nikāya"	"nikāyo"	"A multitude, assemblage; a collection; a class, order, group; an association, fraternity, congregation; a house, dwelling"
"nikiṭṭha"	"nikiṭṭho"	"Low, vile, outcast"
"nikujjati"	"nikujjati"	"To attach importance to, lay to heart"
"nikuñja"	"nikuñjo"	"and (nikuñjaṃ)A thicket, a bower"
"nikubbati"	"nikubbati"	"To deceive, cheat, defraud, overreach"
"niketana"	"niketanaṃ"	"A house, habitation"
"niketa"	"niketo"	"A house, dwelling, home"
"nikhanati"	"nikhanati"	"To dig into, to bury"
"nikhila"	"nikhilo"	"Entire, all"
"nigacchati"	"nigacchati"	"To enter, come into; to undergo"
"nigaṇṭha"	"nigaṇṭho"	"A Digambara or naked ascetic"
"nigadati"	"nigadati"	"To tell, declare, recite, explain"
"nigamana"	"nigamanaṃ"	"Deduction"
"nigama"	"nigamo"	"The Veda; a town, market town"
"nigaḷa"	"nigaḷo"	"A chain, fetter"
"niggacchati"	"niggacchati"	"To go out, depart, proceed or come forth from"
"niggaṇhana"	"niggaṇhanaṃ"	"Restraint"
"niggaṇhāti"	"niggaṇhāti"	"To restrain, coerce, subdue; to rebuke, censure, humble; to chastise, punish, degrade"
"niggata"	"niggato"	"Gone out, come forth, departed"
"niggandha"	"niggandho"	"Inodorous; free from bad smell, sweet"
"niggamana"	"niggamanaṃ"	"Exit, departure"
"niggama"	"niggamo"	"Going forth, departure; an issue, out let"
"niggayhavādī"	"niggayhavādī"	"One who censures another for his faults instead of winking at them"
"niggahaṇa"	"niggahaṇo"	"Free from attachment, see <see>gahaṇaṃ</see>"
"niggahana"	"niggahanaṃ"	"Censure, chastisement"
"niggahīta"	"niggahīto"	"Restrained, confined, held back; rebuked, punished"
"niggahessati"	"niggahessati"	"see <see>niggaṇhāti</see>"
"niggaha"	"niggaho"	"Restraint, coercion, subduing; rebuke, censure, punishment, degradation"
"niggāhaka"	"niggāhako"	"One who rebukes; one who coerces or oppresses"
"nigguṇḍī"	"nigguṇḍī"	"Name of a shrub, vitex negundo"
"nigguṇa"	"nigguṇo"	"Devoid of good qualities, bad"
"niggumba"	"niggumbo"	"Free from bushes, clear, even"
"nigghosa"	"nigghoso"	"Noise, uproar"
"nigrodha"	"nigrodho"	"The banyan or Indian fig-tree, ficus indica;"
"nigāda"	"nigādo"	"Speech, recitation"
"nigūhita"	"nigūhito"	"Covered, concealed"
"nighaṇḍu"	"nighaṇḍu"	"A collection of words or names, a vocabulary, a lexicon in which the words are classed according to subjects and not alphabetically"
"nighāteti"	"nighāteti"	"To kill, destroy"
"niṅka"	"niṅko"	"A sort of deer"
"nicaya"	"nicayo"	"Heap, store, accumulation"
"niccala"	"niccalo"	"Firm, steady, quiet, at rest, immovable, unchangeable"
"niccitta"	"niccitto"	"Without thought or mind"
"nicca"	"nicco"	"Perpetual, lasting, constant"
"nicchanda"	"nicchando"	"Free from wish or desire"
"nicchamānaka"	"nicchamānako"	"Unwilling, reluctant"
"nicchaya"	"nicchayo"	"Ascertainment, conviction, certainty; determination, decision, resolution"
"niccharati"	"niccharati"	"To come or go out, to proceed"
"nicchāraka"	"nicchārako"	"Putting out, emitting"
"nicchita"	"nicchito"	"Convinced, having ascertained"
"nicchinati"	"nicchinati"	"To ascertain; to decide, to resolve; to investigate, try, inquire into"
"nicita"	"nicito"	"Piled up, accumulated"
"nicula"	"niculo"	"The tree barringtonia acutangula"
"nijjaṭa"	"nijjaṭo"	"Disentangled"
"nijjara"	"nijjaro"	"Free from decay, not growing old"
"nijjala"	"nijjalo"	"Without water, dry"
"nijjīva"	"nijjīvo"	"Lifeless"
"nijjhara"	"nijjharo"	"A cascade, a waterfall"
"nijjhāna"	"nijjhānaṃ"	"Sight; insight, intuition, perception"
"nijjhāpeti"	"nijjhāpeti"	"To give to understand"
"nijjhāmataṇhika"	"nijjhāmataṇhiko"	"This is the name of a class of petas, who wander about the world of men tormented with perpetual thirst"
"nijigiṃsati"	"nijigiṃsati"	"To wish to take, covet, try to get"
"nijigiṃsanā"	"nijigiṃsanā"	"Covetousness"
"nijigiṃsitā"	"nijigiṃsitā"	"Covetous, rapacious"
"nija"	"nijo"	"Own"
"niṭṭhā"	"niṭṭhā"	"Completion, accomplishment, perfection; end, conclusion; ascertainment, certainty; disappearance, destruction"
"niṭṭhāti"	"niṭṭhāti"	"To terminate, be finished or completed, to come to an end"
"niṭṭhāna"	"niṭṭhānaṃ"	"Accomplishment, completion"
"niṭṭhāpeti"	"niṭṭhāpeti"	"To complete, finish, accomplish"
"niṭṭhita"	"niṭṭhito"	"Completed, finished, accomplished, ended"
"niṭṭhubhati"	"niṭṭhubhati"	"To spit out"
"niṭṭhura"	"niṭṭhuro"	"Harsh, hard"
"niḍḍha"	"niḍḍhaṃ"	"A nest"
"nitamba"	"nitambo"	"The swell of the loins, the buttocks; the swell or slope of a mountain"
"nittaca"	"nittaco"	"Free from bark"
"nittaṇha"	"nittaṇho"	"Free from desire or lust"
"nittala"	"nittalo"	"Spherical"
"nitthaddha"	"nitthaddho"	"Paralyzed, stiffened"
"nittharaṇa"	"nittharaṇaṃ"	"Release, escape"
"nittharati"	"nittharati"	"To get across, get over, get clear of, escape from"
"nitthiṇṇa"	"nitthiṇṇo"	"Passed through, escaped from"
"nitthunāti"	"nitthunāti"	"To bewail"
"nitthusa"	"nitthuso"	"Without husks"
"nidadhāti"	"nidadhāti"	"To put down, to lay aside; to deposit, hide, to bury; to enshrine"
"nidassana"	"nidassanaṃ"	"Pointing out, indicating, designation; example, illustration; sight, view"
"nidasseti"	"nidasseti"	"To point out, indicate, show, tell, set forth, communicate, advise"
"nidahati"	"nidahati"	"To put down, to lay aside; to deposit, hide, to bury; to enshrine"
"niddaya"	"niddayo"	"Merciless, cruel"
"niddara"	"niddaro"	"Free from suffering"
"niddā"	"niddā"	"Sleep, slumber, sloth"
"niddāna"	"niddānaṃ"	"Digging up weeds"
"niddāyati"	"niddāyati"	"To sleep"
"niddāyana"	"niddāyanaṃ"	"Sleeping, sleep"
"niddāyitā"	"niddāyitā"	"One who sleeps, drowsy, slothful"
"niddālū"	"niddālū"	"Sleepy, drowsy, sluggish, slothful"
"niddāsīlī"	"niddāsīlī"	"Drowsy, slothful"
"niddisati"	"niddisati"	"To point out, specify, mention, enumerate, declare; to describe, narrate, detail, explain"
"niddukkha"	"niddukkho"	"Free from suffering, scatheless"
"niddesa"	"niddeso"	"Pointing out, designation, specification, description, showing forth"
"niddosa"	"niddoso"	"Faultless, guiltless"
"niddhana"	"niddhano"	"Poor, needy"
"niddhamati"	"niddhamati"	"To remove, get rid of"
"niddhāraṇa"	"niddhāraṇaṃ"	"Singling out, separating, specifying one of many"
"niddhūnaka"	"niddhūnakaṃ"	"Throwing about the hands in eating"
"niddhota"	"niddhoto"	"Washed, clean"
"nidāgha"	"nidāgho"	"The hot season; heat, drought; sweat"
"nidāna"	"nidānaṃ"	"Primary source, origin, cause; cause of a disease; introduction"
"nididdhikā"	"nididdhikā"	"A sort of prickly nightshade, solanum jacquini"
"nidhana"	"nidhanaṃ"	"and (nidhano)Death"
"nidhāna"	"nidhānaṃ"	"Depositing, treasuring up, enshrining; a receptacle, treasury; store, wealth, treasure"
"nidhānaga"	"nidhānago"	"Treasured up"
"nidhānavā"	"nidhānavā"	"Worth treasuring up, precious"
"nidhāya"	"nidhāya"	"see <see>nidahati</see>, <see>nidheti</see>"
"nidhi"	"nidhi"	"A receptacle, depository; treasure"
"nidhīyati"	"nidhīyati"	"see <see>nidheti</see>"
"nidhura"	"nidhuro"	"A bracelet"
"nidheti"	"nidheti"	"To put down, to lay aside; to deposit, hide, to bury; to enshrine, see <see>nidahati</see>"
"ninada"	"ninado"	"Noise"
"nindati"	"nindati"	"To blame, reproach; to despise"
"nindā"	"nindā"	"Blame, rebuke, reproach; abuse, defamation, scorn, contempt"
"ninna"	"ninnaṃ"	"Depth, low ground; the sea, the deep"
"ninnagā"	"ninnagā"	"A river"
"ninnaya"	"ninnayo"	"Certainty"
"ninnahuta"	"ninnahutaṃ"	"One of the high numerals, 10,000,000(to the 5th power) or 1 followed by 35 ciphers"
"ninnādī"	"ninnādī"	"Resounding"
"ninnāda"	"ninnādo"	"Noise, sound"
"ninnāmeti"	"ninnāmeti"	"To put out, as the tongue"
"ninnejaka"	"ninnejako"	"A washerman"
"ninna"	"ninno"	"Deep, low-lying"
"ninādavā"	"ninādavā"	"Noisy"
"nināda"	"ninādo"	"Noise"
"nipaka"	"nipako"	"Prudent, wise"
"nipaccati"	"nipaccati"	"To be laid down, settled, determined"
"nipaccākāra"	"nipaccākāro"	"Subjection, inferiority, servitude, service"
"nipajjati"	"nipajjati"	"To lie down"
"nipatha"	"nipatho"	"Reading, studying"
"nipanna"	"nipanno"	"Lying down, lying"
"nipalālī"	"nipalālī"	"To fall down, to descend, to rush or fly about"
"nippakka"	"nippakko"	"Boiled, infused"
"nippaccaya"	"nippaccayo"	"Unprovided with requisites, destitute"
"nippajjati"	"nippajjati"	"To be accomplished, effected, to succeed; to ripen"
"nippañña"	"nippañño"	"Unwise, foolish"
"nippapañca"	"nippapañco"	"Free from delay; free from the conditions, such as lust, pride, anger, which delay a man in his spiritual progress"
"nippāpa"	"nippāpo"	"Sinless"
"nippāva"	"nippāvo"	"Winnowing, clearing"
"nippītika"	"nippītiko"	"Free from active joy"
"nippīḷeti"	"nippīḷeti"	"To importune, vex"
"nippurisa"	"nippuriso"	"Without men, without people,"
"nippesika"	"nippesiko"	"A juggler"
"nipphatti"	"nipphatti"	"Perfection, accomplishment"
"nipphanna"	"nipphanno"	"Arisen, produced; formed, effected, accomplished; springing from, made"
"nipphala"	"nipphalo"	"Fruitless, useless, without reward, unprofitable"
"nipphātita"	"nipphātito"	"Ruined, destroyed"
"nipphādana"	"nipphādanaṃ"	"Accomplishment"
"nipphādeti"	"nipphādeti"	"To accomplish, effect, settle, bring to a successful termination, perform, produce, procure"
"nipātanam"	"nipātanam"	"Causing to descent, striking, flying down or about"
"nipāti"	"nipāti"	"Flying down or about, wandering"
"nipāta"	"nipāto"	"Falling down, descending; a particle or indeclinable"
"nipātha"	"nipātho"	"Reading, studying"
"nipāna"	"nipānaṃ"	"A trough near a well"
"nipīyali"	"nipīyali"	"To be drunk in, imbibed"
"nipuṇa"	"nipuṇo"	"Clever, skilled, sharp, intelligent; delicate, subtle, abstruse"
"nipa"	"nipo"	"The tree nauclea cadamba, a species of asoka tree"
"nibaddha"	"nibaddhaṃ"	"Continually, constantly, always"
"nibandhati"	"nibandhati"	"To bind; to continue"
"nibandhana"	"nibandhanaṃ"	"Binding, bonds; cause, motive"
"nibandha"	"nibandho"	"Binding; continuance, perseverance"
"nibba"	"nibbaṃ"	"The eaves of a roof"
"nibbattati"	"nibbattati"	"To spring up, to be born, to be produced, to grow, to arise"
"nibbattana"	"nibbattanaṃ"	"Springing up, growing, being born; being re-born at death in another world; causing to arise, producing"
"nibbatti"	"nibbatti"	"Birth, re-birth after death in another world"
"nibbatteti"	"nibbatteti"	"To cause to arise, to produce"
"nibbatta"	"nibbatto"	"Sprung up, arisen; born; re-born in a new existence"
"nibbanatha"	"nibbanatho"	"Free from desire or human passion"
"nibbandhati"	"nibbandhati"	"To press hard"
"nibbasana"	"nibbasano"	"No longer worn, cast offof clothes"
"nibbahati"	"nibbahati"	"To remove"
"nibbāti"	"nibbāti"	"To be extinguished, to attain nirvāṇa, to cease to exist, to be annihilated"
"nibbāna"	"nibbānaṃ"	"Extinction; destruction, annihilation; annihilation of being, nirvāṇa; annihilation of human passion, arhatship or final sanctification"
"nibbāna"	"nibbāno"	"Free from desire or human passion"
"nibbāpaka"	"nibbāpako"	"Extinguishing, destroying"
"nibbāpeti"	"nibbāpeti"	"To extinguish, to destroy, to put an end to; to soothe, to pacify; to delight; to annihilate"
"nibbāyati"	"nibbāyati"	"To be extinguished, to attain nirvāṇa, to cease to exist, to be annihilated"
"nibbāhaka"	"nibbāhako"	"Accomplishing"
"nibbāhāpeti"	"nibbāhāpeti"	"To cause to be removed"
"nibbikkhepa"	"nibbikkhepaṃ"	"Clearly, without confusion"
"nibbikāra"	"nibbikāro"	"Unchanged; free from perturbation or emotion"
"nibbicikiccha"	"nibbicikiccho"	"Free from doubt"
"nibbijjati"	"nibbijjati"	"To be disgusted, to be weary of the vanities of the world"
"nibbijjhati"	"nibbijjhati"	"To pierce, to transfix, to wound"
"nibbiṇṇa"	"nibbiṇṇo"	"Disgusted, wearied; wearied of the vanity of life"
"nibbiddha"	"nibbiddho"	"Pierced; wounded"
"nibbidā"	"nibbidā"	"Disgust or weariness of the vanities of the world"
"nibbindati"	"nibbindati"	"To be disgusted; to be wearied of the vanity of life"
"nibbiriya"	"nibbiriyo"	"Powerless, weak"
"nibbisati"	"nibbisati"	"To find, to obtain, to enjoy"
"nibbisevana"	"nibbisevano"	"Not self-indulgent, self-denying"
"nibbisesa"	"nibbiseso"	"Similar, identical"
"nibbisa"	"nibbiso"	"Free from poison"
"nibbuti"	"nibbuti"	"Peace, tranquillity, calm, serenity of mind, happiness; nirvāṇain both its senses; destruction, annihilation"
"nibbuta"	"nibbuto"	"Free from care or passion, serene, calm, peaceful, tranquil, happy; having attained nirvāṇaeither arhatship or annihilation; extinguished, extinct; annihilated; -of an arhat"
"nibbuddha"	"nibbuddhaṃ"	"Close struggle, wrestling"
"nibbeṭhana"	"nibbeṭhanaṃ"	"Unwinding, explanation"
"nibbeṭheti"	"nibbeṭheti"	"To untwist, to unwind, to unravel; to explain; to deny, to reject"
"nibbedika"	"nibbediko"	"Connected with disgust or dissatisfaction"
"nibbedhaka"	"nibbedhako"	"Penetrating, discriminatingof wisdom"
"nibbedheti"	"nibbedheti"	"To pierce"
"nibbedha"	"nibbedho"	"Penetration"
"nibbematika"	"nibbematiko"	"Unanimous, consentient"
"nibbesa"	"nibbeso"	"Payment, wages"
"nibbhaya"	"nibbhayo"	"Free from fear or danger, secure"
"nibbhara"	"nibbharo"	"Excessive, ardent"
"nibbhoga"	"nibbhogo"	"Deprived of enjoyment, miserable"
"nibodhati"	"nibodhati"	"To know, to learn"
"nibhāsa"	"nibhāso"	"Appearance"
"nibha"	"nibho"	"Like, resembling"
"nimantana"	"nimantanaṃ"	"Invitation"
"nimanteti"	"nimanteti"	"To invite, offer"
"nimba"	"nimbo"	"A tree bearing a very bitter fruit, the nimbro azadirachta indica"
"nimmaṃsa"	"nimmaṃso"	"Fleshless"
"nimmakkhika"	"nimmakkhiko"	"Free from flies"
"nimmathita"	"nimmathito"	"Agitated"
"nimmaddana"	"nimmaddanaṃ"	"Crushing subduing"
"nimmaddeti"	"nimmaddeti"	"To crush, subdue, overcome"
"nimmanthya"	"nimmanthyo"	"To be stirred or rubbed"
"nimmala"	"nimmalo"	"Stainless, pure, innocent"
"nimmātā"	"nimmātā"	"A maker, creator"
"nimmātāpitika"	"nimmātāpitiko"	"Without father or mother, orphan"
"nimmāna"	"nimmānaṃ"	"Measuring; forming making, creation fabrication"
"nimmāyati"	"nimmāyati"	"To form, make, fashion build, to create, cause to appear by supernatural power"
"nimmita"	"nimmito"	"Made, fashioned, created"
"nimmināti"	"nimmināti"	"To form, make, fashion build, to create, cause to appear by supernatural power"
"nimmujjati"	"nimmujjati"	"To sink, dive, plunge"
"nimmoka"	"nimmoko"	"The slough or cast-off skin of a snake"
"nimitta"	"nimittaṃ"	"A sign mark, token omen; cause reason; pudendum; sex organ"
"nimīleti"	"nimīleti"	"To close the eyes"
"nimugga"	"nimuggo"	"Sunk, immersed"
"nimujjati"	"nimujjati"	"To sink, dive, plunge"
"niyati"	"niyati"	"Fate, luck, destiny"
"niyata"	"niyato"	"Fixed, certain; self-controlled, temperate"
"niyantā"	"niyantā"	"One who restrains, guides or governs"
"niyamana"	"niyamanaṃ"	"Restraining, regulation"
"niyameti"	"niyameti"	"To restrain; to fix; to prescribe, ordain"
"niyama"	"niyamo"	"Ascertainment, certainty; restraint, training; a self-imposed religious observance, voluntary performance of a meritorious act"
"niyyati"	"niyyati"	"To be led, carried along, led away"
"niyyama"	"niyyamo"	"see <see>niyamo</see>"
"niyyātana"	"niyyātanaṃ"	"Return of a deposit; gift"
"niyyāti"	"niyyāti"	"To go out, depart, escape; to fall out, result, conduct, lead to, conduce, tend"
"niyyāteti"	"niyyāteti"	"see <see>niyyādeti</see>"
"niyyādeti"	"niyyādeti"	"To give back, restore; to hand over, give up"
"niyyāna"	"niyyānaṃ"	"Setting out, departure, marching"
"niyyānika"	"niyyāniko"	"Leading to salvation"
"niyyāsa"	"niyyāso"	"Any exudation of plants or trees, as juice, gum, resin"
"niyyūha"	"niyyūho"	"A chaplet, crest; a clothes-peg; exudation of trees, as sap, gum; a door, gate"
"niyāmaka"	"niyāmako"	"Curbing, governing, restraining, guiding"
"niyāma"	"niyāmo"	"Way, manner"
"niyutta"	"niyutto"	"Attached or appointed to"
"niyura"	"niyuro"	"A bracelet"
"niya"	"niyo"	"Own"
"niyoga"	"niyogo"	"Injunction, appointment, order"
"niyojana"	"niyojanaṃ"	"Appointment, ordinance, bidding, enjoining"
"niyojanika"	"niyojaniko"	"One who urges or orders"
"niyojeti"	"niyojeti"	"To appoint, commission, enjoin, ordain, decree, urge"
"niraggala"	"niraggalo"	"Unobstructed"
"niratthaka"	"niratthako"	"and (nirattho)Vain, unmeaning, useless, unprofitable"
"nirata"	"nirato"	"Pleased, delighting in"
"nirantara"	"nirantaro"	"Without interstices, compact, dense, solid, coarse"
"niraparādha"	"niraparādho"	"Innocent; free from fault or error"
"nirapekkha"	"nirapekkho"	"and (nirapekho)Disregarding"
"nirabbuda"	"nirabbudaṃ"	"A vast number, 10,000,000(to the 9th power), or 1 followed by 63 ciphers"
"nirabbuda"	"nirabbudo"	"Free from boils or tumours; free from excrescences, abnormal outgrowth"
"nirayapa"	"nirayapo"	"Name of one of the guardians of hell"
"niraya"	"nirayo"	"Hell"
"niravasesa"	"niravaseso"	"Without a residue, complete"
"nirava"	"niravo"	"Noiseless, silent"
"nirasana"	"nirasanaṃ"	"Rejection"
"nirasana"	"nirasano"	"Fasting"
"nirākati"	"nirākati"	"Rejection, contradiction"
"nirākula"	"nirākulo"	"Clear, undisturbed, tranquil"
"nirātaṅka"	"nirātaṅko"	"Free from disquiet, safe, peaceful"
"nirāmaya"	"nirāmayo"	"Healthy"
"nirāmisa"	"nirāmiso"	"Free from worldly taint, disinterested, pureof doctrine"
"nirālamba"	"nirālambo"	"Having no prop, unsupported"
"nirālaya"	"nirālayo"	"Free from attachment or desire"
"nirāsaka"	"nirāsako"	"Free from desire"
"nirāsaṅka"	"nirāsaṅko"	"Without apprehension, safe; without hesitation"
"nirāsaya"	"nirāsayo"	"Free from desire"
"nirāsa"	"nirāso"	"Free from desire"
"nirāhāra"	"nirāhāro"	"Without food, fasting"
"nirujjhati"	"nirujjhati"	"To cease, perish, be destroyed or annihilated"
"nirutti"	"nirutti"	"One of the vedāṅgas, explanation of difficult vedic words; artificial explanation of the meaning of a word, e.g. deriving arahanta, a Buddhist saint, from; grammatical and logical explanation of the words or text of the Buddhist scriptures, verbal analysis, glossology; use or expression of a language"
"nirudaka"	"nirudako"	"Free from water, waterless"
"niruddha"	"niruddho"	"Destroyed, brought to an end, annihilated; dead"
