Pali Word;Source ID;Pali Sentence;English Translation
taruṇapasannaṃ;pli-tv-kd6:25.4.5;Ekamantaṃ nisinnaṃ kho taṃ taruṇapasannaṃ mahāmattaṃ bhagavā dhammiyā kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā uṭṭhāyāsanā pakkāmi. ;The Buddha instructed, inspired, and gladdened him with a teaching, after which he got up from his seat and left. 
bhojjayāgu;pli-tv-kd6:25.7.8;na, bhikkhave, aññatra nimantitena aññassa bhojjayāgu paribhuñjitabbā. ;When you have been invited to a meal, you shouldn’t eat someone else’s rice porridge beforehand. 
belaṭṭhakaccānavatthu;pli-tv-kd6:26.1.0;13. Belaṭṭhakaccānavatthu ;13. The account of Belaṭṭha Kaccāna 
belaṭṭho;pli-tv-kd6:26.1.2;Tena kho pana samayena belaṭṭho kaccāno rājagahā andhakavindaṃ addhānamaggappaṭipanno hoti, pañcamattehi sakaṭasatehi, sabbeheva guḷakumbhapūrehi. ;Just then Belaṭṭha Kaccāna was traveling from Rājagaha to Andhakavinda with five hundred carts, all of them filled with jars of sugar. 
guḷakumbhapūrehi;pli-tv-kd6:26.1.2;Tena kho pana samayena belaṭṭho kaccāno rājagahā andhakavindaṃ addhānamaggappaṭipanno hoti, pañcamattehi sakaṭasatehi, sabbeheva guḷakumbhapūrehi. ;Just then Belaṭṭha Kaccāna was traveling from Rājagaha to Andhakavinda with five hundred carts, all of them filled with jars of sugar. 
belaṭṭhaṃ;pli-tv-kd6:26.1.3;Addasā kho bhagavā belaṭṭhaṃ kaccānaṃ dūratova āgacchantaṃ, disvāna maggā okkamma aññatarasmiṃ rukkhamūle nisīdi. ;When the Buddha saw Belaṭṭha Kaccāna coming, he stepped off the road and sat down at the foot of a tree. 
guḷakumbhaṃ;pli-tv-kd6:26.2.3;icchāmahaṃ, bhante, ekamekassa bhikkhuno ekamekaṃ guḷakumbhaṃ dātunti. ;Sir, I would like to give one jar of sugar to each and every monk. 
guḷakumbho;pli-tv-kd6:26.2.6;"ābhato, bhante, guḷakumbho; ";Here is the jar. 
belaṭṭhassa;pli-tv-kd6:26.8.1;Ekamantaṃ nisinnassa kho belaṭṭhassa kaccānassa bhagavā anupubbiṃ kathaṃ kathesi, seyyathidaṃ—;The Buddha then gave him a progressive talk—
pāṭaligāmavatthu;pli-tv-kd6:28.1.0;14. Pāṭaligāmavatthu ;14. Pāṭaligāma 
sunidhavassakāravatthu;pli-tv-kd6:28.7.2.0;15. Sunidhavassakāravatthu ;15. Sunidha and Vassakāra 
ambapālīvatthu;pli-tv-kd6:30.1.0;17. Ambapālīvatthu ;17–18. The account of Ambapālī and the Licchavīs 
licchavīvatthu;pli-tv-kd6:30.3.0;18. Licchavīvatthu ;No translation found
licchavibhāṇavāro;pli-tv-kd6:30.6.10;Licchavibhāṇavāro niṭṭhito tatiyo. ;The third section for recitation on the Licchavīs is finished. 
sīhasenāpativatthu;pli-tv-kd6:31.1.0;19. Sīhasenāpativatthu ;19. The account of General Sīha 
anuvijjakāraṃ;pli-tv-kd6:31.10.4;"Anuviccakāraṃ kho, sīha, karohi; anuviccakāro tumhādisānaṃ ñātamanussānaṃ sādhu hotīti. ";Consider it carefully, Sīha. It’s good for well-known people such as yourself to reflect carefully. 
abbhācikkhantā;pli-tv-kd6:31.13.7;"na ca pana te āyasmantā jiridanti taṃ bhagavantaṃ asatā tucchā musā abhūtena abbhācikkhantā; ";They’ll grow old and still keep on misrepresenting the Buddha with lies. 
kappiyabhūmiṃ;pli-tv-kd6:33.2.1;Tena hānanda, saṅgho paccantimaṃ vihāraṃ kappiyabhūmiṃ sammannitvā tattha vāsetu, yaṃ saṅgho ākaṅkhati vihāraṃ vā aḍḍhayogaṃ vā pāsādaṃ vā hammiyaṃ vā guhaṃ vā. ;Well then, Ānanda, the Sangha should designate a building at the edge of the monastery as a food-storage area and then store the food there—whether a dwelling, a stilt house, or a cave. 
kappiyabhūmiyā;pli-tv-kd6:33.2.9;"Yassāyasmato khamati itthannāmassa vihārassa kappiyabhūmiyā sammuti, so tuṇhassa; ";Any monk who approves of designating such-and-such a dwelling as a food-storage area should remain silent. 
kappiyabhūmi;pli-tv-kd6:33.2.11;Sammato saṅghena itthannāmo vihāro kappiyabhūmi. ;The Sangha has designated such-and-such a dwelling as a food-storage area. 
sammatikāya;pli-tv-kd6:33.3.1;Tena kho pana samayena manussā tattheva sammutiyā kappiyabhūmiyā yāguyo pacanti, bhattāni pacanti, sūpāni sampādenti, maṃsāni koṭṭenti, kaṭṭhāni phālenti. ;Soon afterwards people used the designated food-storage area for various purposes: to cook congee and rice, to prepare curries, to chop meat, and to split firewood. 
sūpāni;pli-tv-kd6:33.3.1;Tena kho pana samayena manussā tattheva sammutiyā kappiyabhūmiyā yāguyo pacanti, bhattāni pacanti, sūpāni sampādenti, maṃsāni koṭṭenti, kaṭṭhāni phālenti. ;Soon afterwards people used the designated food-storage area for various purposes: to cook congee and rice, to prepare curries, to chop meat, and to split firewood. 
sammatikā;pli-tv-kd6:33.3.1;Tena kho pana samayena manussā tattheva sammutiyā kappiyabhūmiyā yāguyo pacanti, bhattāni pacanti, sūpāni sampādenti, maṃsāni koṭṭenti, kaṭṭhāni phālenti. ;Soon afterwards people used the designated food-storage area for various purposes: to cook congee and rice, to prepare curries, to chop meat, and to split firewood. 
kappiyabhūmiyo;pli-tv-kd6:33.4.6;Anujānāmi, bhikkhave, tisso kappiyabhūmiyo—;I allow three places as food-storage areas: 
tassatthāya;pli-tv-kd6:33.5.2;Tassatthāya bhesajjāni āhariyanti. ;People brought him tonics 
sīhabhāṇavāro;pli-tv-kd6:33.5.9;Sīhabhāṇavāro niṭṭhito catuttho. ;The fourth section for recitation on Sīha is finished. 
meṇḍakagahapativatthu;pli-tv-kd6:34.1.0;21. Meṇḍakagahapativatthu ;21. The account of the householder Meṇḍaka 
bhaddiyanagare;pli-tv-kd6:34.1.1;Tena kho pana samayena bhaddiyanagare meṇḍako gahapati paṭivasati. ;At that time in the town of Bhaddiya there was a householder called Meṇḍaka 
bahidvāre;pli-tv-kd6:34.1.3;sīsaṃ nahāyitvā dhaññāgāraṃ sammajjāpetvā bahidvāre nisīdati, antalikkhā dhaññassa dhārā opatitvā dhaññāgāraṃ pūreti. ;He would wash his hair, sweep out his granary, and sit down outside the door. A shower of grain would then fall out of the sky and fill his granary. 
sūpabhiñjanakaṃ;pli-tv-kd6:34.1.5;ekaṃyeva āḷhakathālikaṃ upanisīditvā ekañca sūpabhiñjanakaṃ dāsakammakaraporisaṃ bhattena parivisati, na tāva taṃ khiyyati yāva sā na vuṭṭhāti. ;She would sit down next to a pot of rice and a pot of curry and serve a meal to the slaves, servants, and workers. The food would not be exhausted until she got up. 
sūpabhiñjarakaṃ;pli-tv-kd6:34.1.5;ekaṃyeva āḷhakathālikaṃ upanisīditvā ekañca sūpabhiñjanakaṃ dāsakammakaraporisaṃ bhattena parivisati, na tāva taṃ khiyyati yāva sā na vuṭṭhāti. ;She would sit down next to a pot of rice and a pot of curry and serve a meal to the slaves, servants, and workers. The food would not be exhausted until she got up. 
sahassathavikaṃ;pli-tv-kd6:34.1.7;ekaṃyeva sahassathavikaṃ gahetvā dāsakammakaraporisassa chamāsikaṃ vetanaṃ deti, na tāva taṃ khiyyati yāvassa hatthagatā. ;He would get a bag containing a thousand coins and give the slaves, servants, and workers their wages for six months. That purse would not go empty as long as he held it. 
chamāsikaṃ;pli-tv-kd6:34.1.7;ekaṃyeva sahassathavikaṃ gahetvā dāsakammakaraporisassa chamāsikaṃ vetanaṃ deti, na tāva taṃ khiyyati yāvassa hatthagatā. ;He would get a bag containing a thousand coins and give the slaves, servants, and workers their wages for six months. That purse would not go empty as long as he held it. 
gopālakasatāni;pli-tv-kd6:34.17.5;tena hi, bhaṇe, bahuṃ loṇampi, telampi, taṇḍulampi, khādanīyampi sakaṭesu āropetvā āgacchatha, aḍḍhatelasāni ca gopālakasatāni aḍḍhatelasāni ca dhenusatāni ādāya āgacchantu, yattha bhagavantaṃ passissāma tattha taruṇena khīrena bhojessāmāti. ;Load lots of salt, oil, rice, and fresh food onto the carts, and bring along twelve-hundred and fifty cowherds and twelve-hundred and fifty dairy cows. We’ll give the Buddha fresh milk wherever we see him. 
dhenusatāni;pli-tv-kd6:34.17.5;tena hi, bhaṇe, bahuṃ loṇampi, telampi, taṇḍulampi, khādanīyampi sakaṭesu āropetvā āgacchatha, aḍḍhatelasāni ca gopālakasatāni aḍḍhatelasāni ca dhenusatāni ādāya āgacchantu, yattha bhagavantaṃ passissāma tattha taruṇena khīrena bhojessāmāti. ;Load lots of salt, oil, rice, and fresh food onto the carts, and bring along twelve-hundred and fifty cowherds and twelve-hundred and fifty dairy cows. We’ll give the Buddha fresh milk wherever we see him. 
dhāruṇhena;pli-tv-kd6:34.17.5;tena hi, bhaṇe, bahuṃ loṇampi, telampi, taṇḍulampi, khādanīyampi sakaṭesu āropetvā āgacchatha, aḍḍhatelasāni ca gopālakasatāni aḍḍhatelasāni ca dhenusatāni ādāya āgacchantu, yattha bhagavantaṃ passissāma tattha taruṇena khīrena bhojessāmāti. ;Load lots of salt, oil, rice, and fresh food onto the carts, and bring along twelve-hundred and fifty cowherds and twelve-hundred and fifty dairy cows. We’ll give the Buddha fresh milk wherever we see him. 
appabhakkhā;pli-tv-kd6:34.20.3;santi, bhante, maggā kantārā, appodakā appabhakkhā, na sukarā apātheyyena gantuṃ. ;Sir, there are wilderness roads where there is little water and little food, where it’s not easy to travel without provisions. 
taṇḍulatthikena;pli-tv-kd6:34.21.5;Anujānāmi, bhikkhave, pātheyyaṃ pariyesituṃ taṇḍulo taṇḍulatthikena, muggo muggatthikena, māso māsatthikena, loṇaṃ loṇatthikena, guḷo guḷatthikena, telaṃ telatthikena, sappi sappitthikena. ;I allow you to look for provisions: whatever you need of rice, mung beans, black gram, salt, sugar, oil, and ghee. 
muggatthikena;pli-tv-kd6:34.21.5;Anujānāmi, bhikkhave, pātheyyaṃ pariyesituṃ taṇḍulo taṇḍulatthikena, muggo muggatthikena, māso māsatthikena, loṇaṃ loṇatthikena, guḷo guḷatthikena, telaṃ telatthikena, sappi sappitthikena. ;I allow you to look for provisions: whatever you need of rice, mung beans, black gram, salt, sugar, oil, and ghee. 
māsatthikena;pli-tv-kd6:34.21.5;Anujānāmi, bhikkhave, pātheyyaṃ pariyesituṃ taṇḍulo taṇḍulatthikena, muggo muggatthikena, māso māsatthikena, loṇaṃ loṇatthikena, guḷo guḷatthikena, telaṃ telatthikena, sappi sappitthikena. ;I allow you to look for provisions: whatever you need of rice, mung beans, black gram, salt, sugar, oil, and ghee. 
loṇatthikena;pli-tv-kd6:34.21.5;Anujānāmi, bhikkhave, pātheyyaṃ pariyesituṃ taṇḍulo taṇḍulatthikena, muggo muggatthikena, māso māsatthikena, loṇaṃ loṇatthikena, guḷo guḷatthikena, telaṃ telatthikena, sappi sappitthikena. ;I allow you to look for provisions: whatever you need of rice, mung beans, black gram, salt, sugar, oil, and ghee. 
guḷatthikena;pli-tv-kd6:34.21.5;Anujānāmi, bhikkhave, pātheyyaṃ pariyesituṃ taṇḍulo taṇḍulatthikena, muggo muggatthikena, māso māsatthikena, loṇaṃ loṇatthikena, guḷo guḷatthikena, telaṃ telatthikena, sappi sappitthikena. ;I allow you to look for provisions: whatever you need of rice, mung beans, black gram, salt, sugar, oil, and ghee. 
sappitthikena;pli-tv-kd6:34.21.5;Anujānāmi, bhikkhave, pātheyyaṃ pariyesituṃ taṇḍulo taṇḍulatthikena, muggo muggatthikena, māso māsatthikena, loṇaṃ loṇatthikena, guḷo guḷatthikena, telaṃ telatthikena, sappi sappitthikena. ;I allow you to look for provisions: whatever you need of rice, mung beans, black gram, salt, sugar, oil, and ghee. 
keṇiyajaṭilavatthu;pli-tv-kd6:35.1.0;23. Keṇiyajaṭilavatthu ;23. The account of Keṇiya the dreadlocked ascetic 
sādiyitunti;pli-tv-kd6:35.3.1;Samaṇopi gotamo rattūparato virato vikālabhojanā, arahati samaṇopi gotamo evarūpāni pānāni sādiyitunti ;The ascetic Gotama also abstains from eating at night and at the wrong time. It would be appropriate for him to consent to the same drinks. 
jambupānaṃ;pli-tv-kd6:35.6.3;ambapānaṃ jambupānaṃ cocapānaṃ mocapānaṃ madhūkapānaṃ muddikapānaṃ sālūkapānaṃ phārusakapānaṃ. ;mango drinks, rose-apple drinks, drinks from bananas with seeds, drinks from seedless bananas, licorice drinks, grape drinks, drinks made from lotus tubers, and falsa fruit drinks. 
mocapānaṃ;pli-tv-kd6:35.6.3;ambapānaṃ jambupānaṃ cocapānaṃ mocapānaṃ madhūkapānaṃ muddikapānaṃ sālūkapānaṃ phārusakapānaṃ. ;mango drinks, rose-apple drinks, drinks from bananas with seeds, drinks from seedless bananas, licorice drinks, grape drinks, drinks made from lotus tubers, and falsa fruit drinks. 
madhūkapānaṃ;pli-tv-kd6:35.6.3;ambapānaṃ jambupānaṃ cocapānaṃ mocapānaṃ madhūkapānaṃ muddikapānaṃ sālūkapānaṃ phārusakapānaṃ. ;mango drinks, rose-apple drinks, drinks from bananas with seeds, drinks from seedless bananas, licorice drinks, grape drinks, drinks made from lotus tubers, and falsa fruit drinks. 
muddikapānaṃ;pli-tv-kd6:35.6.3;ambapānaṃ jambupānaṃ cocapānaṃ mocapānaṃ madhūkapānaṃ muddikapānaṃ sālūkapānaṃ phārusakapānaṃ. ;mango drinks, rose-apple drinks, drinks from bananas with seeds, drinks from seedless bananas, licorice drinks, grape drinks, drinks made from lotus tubers, and falsa fruit drinks. 
sālūkapānaṃ;pli-tv-kd6:35.6.3;ambapānaṃ jambupānaṃ cocapānaṃ mocapānaṃ madhūkapānaṃ muddikapānaṃ sālūkapānaṃ phārusakapānaṃ. ;mango drinks, rose-apple drinks, drinks from bananas with seeds, drinks from seedless bananas, licorice drinks, grape drinks, drinks made from lotus tubers, and falsa fruit drinks. 
phārusakapānaṃ;pli-tv-kd6:35.6.3;ambapānaṃ jambupānaṃ cocapānaṃ mocapānaṃ madhūkapānaṃ muddikapānaṃ sālūkapānaṃ phārusakapānaṃ. ;mango drinks, rose-apple drinks, drinks from bananas with seeds, drinks from seedless bananas, licorice drinks, grape drinks, drinks made from lotus tubers, and falsa fruit drinks. 
phalarasaṃ;pli-tv-kd6:35.6.4;Anujānāmi, bhikkhave, sabbaṃ phalarasaṃ ṭhapetvā dhaññaphalarasaṃ. ;I allow juice from all fruits, except grain. 
dhaññaphalarasaṃ;pli-tv-kd6:35.6.4;Anujānāmi, bhikkhave, sabbaṃ phalarasaṃ ṭhapetvā dhaññaphalarasaṃ. ;I allow juice from all fruits, except grain. 
pattarasaṃ;pli-tv-kd6:35.6.5;Anujānāmi, bhikkhave, sabbaṃ pattarasaṃ ṭhapetvā ḍākarasaṃ. ;I allow juice from all leaves, except the leaves of potherbs. 
ḍākarasaṃ;pli-tv-kd6:35.6.5;Anujānāmi, bhikkhave, sabbaṃ pattarasaṃ ṭhapetvā ḍākarasaṃ. ;I allow juice from all leaves, except the leaves of potherbs. 
puppharasaṃ;pli-tv-kd6:35.6.6;Anujānāmi, bhikkhave, sabbaṃ puppharasaṃ ṭhapetvā madhūkapuppharasaṃ. ;I allow juice from all flowers, except licorice flowers. 
madhūkapuppharasaṃ;pli-tv-kd6:35.6.6;Anujānāmi, bhikkhave, sabbaṃ puppharasaṃ ṭhapetvā madhūkapuppharasaṃ. ;I allow juice from all flowers, except licorice flowers. 
rojamallavatthu;pli-tv-kd6:36.1.0;24. Rojamallavatthu ;24. The account of Roja the Mallian 
rojo;pli-tv-kd6:36.1.4;Tena kho pana samayena rojo mallo āyasmato ānandassa sahāyo hoti. ;At that time Venerable Ānanda had a friend called Roja the Mallian. 
rojaṃ;pli-tv-kd6:36.2.3;Ekamantaṃ ṭhitaṃ kho rojaṃ mallaṃ āyasmā ānando etadavoca—;and Ānanda said to him, 
rojassa;pli-tv-kd6:36.5.3;Ekamantaṃ nisinnassa kho rojassa mallassa bhagavā anupubbiṃ kathaṃ kathesi, seyyathidaṃ—;The Buddha then gave him a progressive talk—
vuḍḍhapabbajitavatthu;pli-tv-kd6:37.1.0;25. Vuḍḍhapabbajitavatthu ;25. The account of the one who had gone forth when old 
nahāpitapubbo;pli-tv-kd6:37.1.2;Tena kho pana samayena aññataro vuḍḍhapabbajito ātumāyaṃ paṭivasati nahāpitapubbo. ;At that time at Ātumā there was a monk who was previously a barber and who had gone forth when old. 
mañjukā;pli-tv-kd6:37.1.3;Tassa dve dārakā honti, mañjukā paṭibhāneyyakā, dakkhā pariyodātasippā sake ācariyake nahāpitakamme. ;He had two boys, sweet-voiced and articulate, who were skilled barbers. 
nahāpitakamme;pli-tv-kd6:37.1.3;Tassa dve dārakā honti, mañjukā paṭibhāneyyakā, dakkhā pariyodātasippā sake ācariyake nahāpitakamme. ;He had two boys, sweet-voiced and articulate, who were skilled barbers. 
nāḷiyāvāpakena;pli-tv-kd6:37.2.4;Gacchatha tumhe, tātā, khurabhaṇḍaṃ ādāya nāḷiyāvāpakena anugharakaṃ anugharakaṃ āhiṇḍatha, loṇampi, telampi, taṇḍulampi, khādanīyampi saṃharatha, bhagavato āgatassa yāgupānaṃ karissāmāti. ;Now go and get the barber equipment, and then go from house to house with a box and collect salt, oil, rice, and fresh food. When the Buddha has arrived, we’ll make a congee drink. 
mañjuke;pli-tv-kd6:37.3.2;Manussā te dārake mañjuke paṭibhāneyyake passitvā yepi na kārāpetukāmā tepi kārāpenti, kārāpetvāpi bahuṃ denti. ;When people saw those sweet-voiced and articulate boys, they used their services even if they did not really want to. And they gave much in return. 
nahāpitapubbena;pli-tv-kd6:37.5.7;Na ca, bhikkhave, nahāpitapubbena khurabhaṇḍaṃ pariharitabbaṃ. ;And if you were previously a barber, you shouldn’t carry barber equipment around. 
phalakhādanīyanti;pli-tv-kd6:38.1.8;Anujānāmi, bhikkhave, sabbaṃ phalakhādanīyanti. ;I allow all fruits. 
ropiyanti;pli-tv-kd6:39.1.1;Tena kho pana samayena saṅghikāni bījāni puggalikāya bhūmiyā ropiyanti, puggalikāni bījāni saṅghikāya bhūmiyā ropiyanti. ;On one occasion seeds belonging to the Sangha had been planted on land belonging to an individual and seeds belonging to an individual on land belonging to the Sangha. 
yāmātikkante;pli-tv-kd6:40.3.4;Yāmakālikena, bhikkhave, sattāhakālikaṃ, tadahu paṭiggahitaṃ yāme kappati, yāmātikkante na kappati. ;When mixed with post-midday tonics, seven-day tonics are allowable after midday on the day they are received, but not beyond dawn. 
cālini;pli-tv-kd6:40.3.13;Cuṇṇaṃ cālini maṃsañca, ;Powder, sieve, and meat, 
uccāpārutā;pli-tv-kd6:40.3.15;Añjanī uccāpārutā, ;Ointment box, luxurious, uncovered, 
salākaṭhāniṃ;pli-tv-kd6:40.3.16;salākā salākaṭhāniṃ. ;Ointment stick, ointment stick case. 
salākodhanī;pli-tv-kd6:40.3.16;salākā salākaṭhāniṃ. ;Ointment stick, ointment stick case. 
thavikaṃsabaddhakaṃ;pli-tv-kd6:40.3.17;Thavikaṃsabaddhakaṃ suttaṃ, ;Bag, shoulder strap, string, 
muddhanitelanatthu;pli-tv-kd6:40.3.18;"Muddhanitelanatthu ca; ";"Head oil, and nose; "
nettañcāpidhanatthavi;pli-tv-kd6:40.3.20;Nettañcāpidhanatthavi. ;And tube, lid, bag. 
atikkhittaṃ;pli-tv-kd6:40.3.22;"atikkhittaṃ abbhañjanaṃ; ";"Too much, external use; "
bhaṅgodakaṃ;pli-tv-kd6:40.3.24;mahā bhaṅgodakaṃ tathā. ;Heavy, and so hemp water. 
dakakoṭṭhaṃ;pli-tv-kd6:40.3.25;Dakakoṭṭhaṃ lohitañca, ;Bathtub, and blood, 
pādabbhañjanaṃ;pli-tv-kd6:40.3.26;"visāṇaṃ pādabbhañjanaṃ; ";"Horn, salve for the feet; "
sāsapakuṭṭañca;pli-tv-kd6:40.3.29;Coḷaṃ sāsapakuṭṭañca, ;Cloth, and mustard powder, 
vaṇatelaṃ;pli-tv-kd6:40.3.31;Vaṇatelaṃ vikāsikaṃ, ;Sore oil, bandage, 
loḷiñca;pli-tv-kd6:40.3.33;Gūthaṃ karonto loḷiñca, ;Feces, excreting, and mixture, 
acchākaṭaṃ;pli-tv-kd6:40.3.36;acchākaṭaṃ kaṭākaṭaṃ. ;Clear congee, mung-bean broth, oily mung-bean broth. 
kaṭākaṭaṃ;pli-tv-kd6:40.3.36;acchākaṭaṃ kaṭākaṭaṃ. ;Clear congee, mung-bean broth, oily mung-bean broth. 
paṭicchādani;pli-tv-kd6:40.3.37;Paṭicchādani pabbhārā, ;Meat broth, hillside, 
sāmaṃpākā;pli-tv-kd6:40.3.40;sāmaṃpākā punāpace. ;Cooking oneself, reheating. 
punāpace;pli-tv-kd6:40.3.40;sāmaṃpākā punāpace. ;Cooking oneself, reheating. 
punānuññāsi;pli-tv-kd6:40.3.41;Punānuññāsi dubbhikkhe, ;He allowed again, when short of food, 
tilakhādanī;pli-tv-kd6:40.3.42;"phalañca tilakhādanī; ";"And fruit, sesame, fresh food; "
suppiñca;pli-tv-kd6:40.3.45;Vatthikammañca suppiñca, ;And enema, and Suppi, 
acchataracchamaṃsañca;pli-tv-kd6:40.3.49;Acchataracchamaṃsañca, ;Bear, and hyena flesh, 
sunidhāvasathāgāraṃ;pli-tv-kd6:40.3.52;sunidhāvasathāgāraṃ. ;Sunidha, guesthouse. 
koṭisaccakathā;pli-tv-kd6:40.3.53;Gaṅgā koṭisaccakathā, ;Ganges, Koṭi, speaking the truths, 
keṇi;pli-tv-kd6:40.3.59;Keṇi ambo jambu coca, ;Keṇi, mango, rose apple, bananas with seeds, 
mocamadhumuddikasālukaṃ;pli-tv-kd6:40.3.60;Mocamadhumuddikasālukaṃ. ;Seedless bananas, licorice, grapes, lotus tubers. 
ḍākapiṭṭhaṃ;pli-tv-kd6:40.3.61;Phārusakā ḍākapiṭṭhaṃ, ;Falsa fruit, potherbs, flour, 
chavatthu;pli-tv-kd6:40.3.65;Imamhi khandhake vatthū ekasataṃ chavatthu. ;In this chapter there are one hundred and six topics. 
sambhāvetuṃ;pli-tv-kd7:1.1.2;"Tena kho pana samayena tiṃsamattā pāveyyakā bhikkhū, sabbe āraññikā sabbe piṇḍapātikā sabbe paṃsukūlikā sabbe tecīvarikā sāvatthiṃ āgacchantā bhagavantaṃ dassanāya upakaṭṭhāya vassūpanāyikāya nāsakkhiṃsu sāvatthiyaṃ vassūpanāyikaṃ sambhāvetuṃ; ";At that time thirty monks from Pāvā—all wilderness dwellers, almsfood-only eaters, rag-robe wearers, and three-robe owners—were traveling to Sāvatthī to visit the Buddha. Because the entry to the rainy-season residence was approaching, they were unable to reach Sāvatthī, 
ukkaṇṭhitarūpā;pli-tv-kd7:1.1.4;Te ukkaṇṭhitarūpā vassaṃ vasiṃsu—āsanneva no bhagavā viharati ito chasu yojanesu, na ca mayaṃ labhāma bhagavantaṃ dassanāyāti. ;They spent the rains residence discontented, thinking, The Buddha is only 80 kilometers away, yet we don’t get to see him. 
udakasaṅgahe;pli-tv-kd7:1.1.5;Atha kho te bhikkhū vassaṃvuṭṭhā, temāsaccayena katāya pavāraṇāya, deve vassante, udakasaṅgahe udakacikkhalle okapuṇṇehi cīvarehi kilantarūpā ;When they had completed the rainy-season residence and done the invitation ceremony at the end of the three months, it was raining, with water and mud everywhere. As they traveled to Sāvatthī, they were exhausted, their robes soaked. 
atthatakathinānaṃ;pli-tv-kd7:1.3.3;Atthatakathinānaṃ vo, bhikkhave, pañca kappissanti—;Once you have participated in the robe-making ceremony, five things are allowable for you: 
asamādānacāro;pli-tv-kd7:1.3.4;anāmantacāro, asamādānacāro, gaṇabhojanaṃ, yāvadatthacīvaraṃ, yo ca tattha cīvaruppādo so nesaṃ bhavissatīti. ;going without informing, going without taking, eating in a group, as much robe-cloth as you need, and whatever robe-cloth is given there is for you. 
gaṇṭusakaraṇamattena;pli-tv-kd7:1.5.5;na cīvaravicāraṇamattena atthataṃ hoti kathinaṃ, ;merely by planning the robe, 
ovaṭṭeyyakaraṇamattena;;"na ovaddheyyakaraṇamattena → na ovaṭṭeyyakaraṇamattena (bj, sya-all); na ovadeyyakaraṇamattena (mr) ";No translation found
ovadeyyakaraṇamattena;;"na ovaddheyyakaraṇamattena → na ovaṭṭeyyakaraṇamattena (bj, sya-all); na ovadeyyakaraṇamattena (mr) ";No translation found
sahubbhārāti;pli-tv-kd7:1.7.3;pakkamanantikā, niṭṭhānantikā, sanniṭṭhānantikā, nāsanantikā, savanantikā, āsāvacchedikā, sīmātikkantikā, sahubbhārāti. ;when he departs from the monastery, when the robe is finished, when he makes a decision, when the robe-cloth is lost, when he hears about the end of the robe season, when an expectation of more robe-cloth is disappointed, when he is outside the monastery zone, ending together. 
saubbhārāti;pli-tv-kd7:1.7.3;pakkamanantikā, niṭṭhānantikā, sanniṭṭhānantikā, nāsanantikā, savanantikā, āsāvacchedikā, sīmātikkantikā, sahubbhārāti. ;when he departs from the monastery, when the robe is finished, when he makes a decision, when the robe-cloth is lost, when he hears about the end of the robe season, when an expectation of more robe-cloth is disappointed, when he is outside the monastery zone, ending together. 
atthatakathino;pli-tv-kd7:2.1.1;Bhikkhu atthatakathino katacīvaraṃ ādāya pakkamati—na paccessanti. ;A monk who has participated in the robe-making ceremony takes a finished robe and leaves the monastery, thinking, I won’t return. 
samādāyapannarasakādi;pli-tv-kd7:7.1.0;7. Samādāyapannarasakādi ;7. The group of fifteen on with, etc. 
āsādoḷasakaṃ;pli-tv-kd7:9.3.19;Āsādoḷasakaṃ niṭṭhitaṃ. ;The group of twelve on as expected is finished. 
apavilāyananavakaṃ;pli-tv-kd7:11.3.18;Apavilāyananavakaṃ niṭṭhitaṃ. ;The group of nine on without taking is finished. 
apavilāyamāno;pli-tv-kd7:11.1.1;Bhikkhu atthatakathino disaṅgamiko pakkamati cīvarapaṭivīsaṃ apavilāyamāno. ;A monk who has participated in the robe-making ceremony leaves the monastery for a different region without taking his share of robe-cloth. 
apavinayamāno;pli-tv-kd7:11.1.1;Bhikkhu atthatakathino disaṅgamiko pakkamati cīvarapaṭivīsaṃ apavilāyamāno. ;A monk who has participated in the robe-making ceremony leaves the monastery for a different region without taking his share of robe-cloth. 
apacinayamāno;pli-tv-kd7:11.1.1;Bhikkhu atthatakathino disaṅgamiko pakkamati cīvarapaṭivīsaṃ apavilāyamāno. ;A monk who has participated in the robe-making ceremony leaves the monastery for a different region without taking his share of robe-cloth. 
āvāsaapalibodho;pli-tv-kd7:13.2.2;Āvāsaapalibodho ca cīvaraapalibodho ca. ;the removal of the monastery obstacle and the removal of the robe obstacle. 
cīvaraapalibodho;pli-tv-kd7:13.2.2;Āvāsaapalibodho ca cīvaraapalibodho ca. ;the removal of the monastery obstacle and the removal of the robe obstacle. 
sāketukkaṇṭhitā;pli-tv-kd7:13.2.13;"sāketukkaṇṭhitā vasuṃ; ";"Stayed discontented in Sāketa; "
vassaṃvuṭṭhokapuṇṇehi;pli-tv-kd7:13.2.14;Vassaṃvuṭṭhokapuṇṇehi, ;Completed the rains, with soaked, 
jinadassanaṃ;pli-tv-kd7:13.2.15;agamuṃ jinadassanaṃ. ;Went to see the Victor. 
asamācārā;pli-tv-kd7:13.2.18;Anāmantā asamācārā, ;Without informing, going without taking, 
daḷhīkammānuvātikā;pli-tv-kd7:13.2.27;daḷhīkammānuvātikā. ;Strengthening, border lengthwise. 
nissaggi;pli-tv-kd7:13.2.30;Kukku sannidhi nissaggi, ;Borrowed, stored, to be relinquished, 
kappaññatra;pli-tv-kd7:13.2.31;na kappaññatra te tayo. ;Not marked, apart from those three. 
pañcātireke;pli-tv-kd7:13.2.32;Aññatra pañcātireke, ;Apart from five or more, 
