id	field1	value1	field2	value2	field3	value3	comment	feedback	approved	checked	deva_comment
66099	meaning_1	triple gem (Buddha, Dhamma and Saṅgha)					missing		yes		
66099	commentary	(VAt) <b>vatthuttayaṃ namassitvā</b>'ti iminā ratanattayapaṇāmo vutto paṇāmetabba-paṇāma-atthadassanato.					missing	added some - for readability	yes		
66252	pos	pp					missing	is this even pali!?	yes		
66252	stem	vandayat	pattern	a pp			missing	weird language	yes		
66252	meaning_1	respected; reveredl honoured					missing	edited english, check it fits your sentence	yes		
66252	derivative	kita	suffix	ta			missing		yes		
66252	grammar	pp of vandayati					missing		yes		
75715	source_1	DN5	sutta_1	kūṭadantasuttaṃ	example_1	alaṃ, bho, mam'āp'idaṃ pahūtaṃ sāpateyyaṃ dhammikena balinā <b>abhisaṅkhataṃ</b>, tañ'ca vo hotu, ito ca bhiyyo harathā'ti.	missing	please mark sandhi with '. mam'āp'idaṃ harathā'ti	yes		
75715	meaning_1	prepared; arranged; accumulated					missing		yes		
75715	meaning_lit	completely made together					missing	edited lit	yes		
34673	compound_type	sattamī tappurisa	compound_construction	dhamm<b>e</b> + gārava			missing	gārava takes locative. please dont use the english preposition for pali samāsa, check what case the word itself takes +loc	yes		
34673	source_1	SN35.133	sutta_1	verahaccānisuttaṃ	example_1	tathā hi pana tvaṃ, bho'ti, pādukā ārohitvā ucce āsane nisīditvā sīsaṃ oguṇṭhitvā etad'avoca, bhaṇa, samaṇa, dhamman'ti. dhammagaruno hi te bhavanto <b>dhammagāravā</b>'ti.	missing		yes		
49739	source_1	VISM2.14	sutta_1	kamādivinicchayakathā	example_1	saṅkhepato hi pañc'upādānakkhandhā āsīvisūpame vuttanayena ukkhitt'āsikapaccatthikato, <b>bhārasutta</b>vasena bhārato, khajjanīyapariyāyavasena khādakato, yamakasuttavasena anicca-dukkh'ānatta-saṅkhata-vadhakato daṭṭhabbā.	missing	please mark sandhi. ukkhitt'āsikapaccatthikato anicca-dukkh'ānatta-saṅkhata-vadhakato	yes		
49739	meaning_1	Saṃyutta Nikāya 22.22 (SN22.22)					missing		yes		
44830	source_1	DNa1.1.1	sutta_1	paribbājakakathāvaṇṇanā	example_1	seyyath'idaṃ, cūḷarāhul'ovādasuttaṃ, mahārāhul'ovādasuttaṃ, dhammacakkap<b>pavattanaṃ</b>, dhātuvibhaṅgasuttan'ti evam'ādīni, tesaṃ par'ajjhāsayo nikkhepo.	missing	please mark sandhi. cūḷarāhul'ovādasuttaṃ, mahārāhul'ovādasuttaṃ, dhātuvibhaṅgasuttan'ti par'ajjhāsayo	yes		
44830	meaning_1	turning; setting in motion; moving forward					missing	edited english	yes		
49655	source_1	JAa537	sutta_1	mahāsutasomajātakavaṇṇanā	example_1	ahaṃ kho pan'assa tiyojanasate kururaṭṭhe sattayojanike indapatthanagare rajjaṃ dātuṃ pahomi, atthi nu khv'assa rajjaṃ kāretuṃ <b>bhāgyan</b>'ti	missing		yes		
49655	meaning_1	good luck; fortune					missing		yes		
49655	commentary	(APt) iṭṭh'āniṭṭhavipākabhāgo yattha atthī'ti <b>bhāgyaṃ</b>.					missing	please mark sandhi. iṭṭh'āniṭṭhavipākabhāgo	yes		
49655	phonetic	"a > ā
j > g"					missing	updated	yes		
33603	source_1	BVa2.2	sutta_1	avidūrenidānakathā	example_1	"evaṃpakāraṃ asivaṃ aniṭṭhaṃ,
ākāsagaṃ bhūmigatañ'ca ghoraṃ.
anekarūpaṃ kira <b>dunnimittaṃ</b>,
ahosi mār'āgamane samantā."	missing	please mark sandhi. mār'āgamane	yes		
33603	meaning_1	bad omen; inauspicious sign					missing	edited english	yes		
33603	derivative	kita	suffix	tta			missing	tta not ta	yes		
33603	root_sign	nā					missing		yes		
33603	phonetic	ā > i					missing		yes		
46002	sanskrit	piṭaka + traya					missing		yes		
46002	source_1	VINa1.0	sutta_1	pasannākārakathā	example_1	appaṭikūlaṃ madhuram'imaṃ paguṇaṃ suvibhattan'ti <b>piṭakattayena</b> vibhattā sabbadhammakkhandhā'ti.	missing	please mark sandhi. madhuram'imaṃ, suvibhattan'ti, sabbadhammakkhandhā'ti	yes		
46002	meaning_1	three collections of Buddhist scripture; Vinaya, Sutta and Abhidhamma					missing		yes		
10479	sanskrit	na + vikṣipta + citta					missing	na + 	yes		
10479	source_1	AN5.151	sutta_1	paṭhamasammattaniyāmasuttaṃ	example_1	na kathaṃ paribhoti, na kathikaṃ paribhoti, na attānaṃ paribhoti, <b>avikkhittacitto</b> dhammaṃ suṇāti, ek'aggacitto yoniso ca manasi karoti.	missing		yes		
10478	compound_type	kammadhāraya	compound_construction	na + vikkhitta			missing		yes		
10478	antonym	vikkhitta					missing		yes		
10478	family_compound	vikkhitta					missing		yes		
10478	source_1	AN5.151	sutta_1	paṭhamasammattaniyāmasuttaṃ	example_1	na kathaṃ paribhoti, na kathikaṃ paribhoti, na attānaṃ paribhoti, <b>avikkhitta</b>citto dhammaṃ suṇāti, ek'aggacitto yoniso ca manasi karoti.	missing		yes		
10478	construction	na > a + vi + √khip + ta					missing		yes		
10478	meaning_1	not scattered; not confused; not distracted					missing		yes		
10478	grammar	pp of na vikkhipati					missing		yes		
10478	commentary	(DNt) <b>avikkhittacitto</b>'ti yathāvuttamanasikāradvayapubbakāya cittapaṭipāṭiyā ekārammaṇe ṭhapanavasena anuddhatacitto hutvā.					missing	found better commentaries in MNa and ITIa	no	yes	
29307	meaning_1	mountain slope; side of a hill; precipice					missing	edited english	yes		
47567	source_1	TH220	sutta_1	nhātakamunittheragāthā	example_1	"pītisukhena vipulena,
<b>pharitvāna</b> samussayaṃ,
lūkham'pi abhisambhonto,
viharissāmi kānane."	missing		yes		
47567	meaning_1	having filled; having suffused; having pervaded					missing		yes		
47567	grammar	abs of pharati					missing		yes		
60166	construction	"sa + √mitt > mett + *ā + a
sa + mettā + a"					>		yes		
60166	meaning_1	friendly; benevolent; kind; with goodwill					missing		yes		
60166	phonetic	i > e					missing		yes		
28685	meaning_1	conqueror; victor					missing		yes		
42130	derived_from	padāleti					correction		yes		
42130	grammar	adj, from padāleti					corr		yes		
42130	construction	pa + √dal > dāl + *a					>		yes		
42130	meaning_1	breaking; destroying; splitting; tearing					missing		yes		
42130	phonetic	a > ā					missing		yes		
45682	meaning_1	helped; brought (to); led (to)					missing		yes		
68258	meaning_1	fit to be trained; tamable					missing		yes		
68258	derivative	kicca	suffix	*ya			missing		yes		
68258	meaning_lit	to be led					missing		yes		
68046	source_1	APA133	sutta_1	sobhitattheraapadānaṃ	example_1	"dhamma<b>vidhiṃ</b> ṭhapetvāna,
buddho kāruṇiko isi,
bhikkhusaṅghe nisīditvā,
imā gāthā abhāsatha."	missing	i think here vidhi means the more like sutta, a prescribed teaching, check MW for  meanings, i think the sk meanings apply to apadāna especially	no	yes	
68046	meaning_1	act; action; performance; method					missing	see above	no	yes	
68046	derivative	kita	suffix	i			missing		yes		
68046	commentary	(VAt) <b>vidhin</b>'ti etassa visesanaṃ. idha vakkhamānacatukoṇasaṇṭhānato aññaṃ aṭṭhakoṇādikaṃ nāma.					missing	see above	no	yes	
7965	meaning_1	affected; oppressed					missing		yes		
49235	trans	trans					missing		yes		
49235	plus_case	+acc					missing		yes		
49235	meaning_1	having caused to recite; having made chant					missing	edited english	yes		
49235	grammar	abs of bhaṇāpeti					missing		yes		
52831	source_1	VIN1.2.1	sutta_1	vinītavatthu	example_1	tena kho pana samayena aññatarassa bhikkhuno uccāraṃ karontassa asuci <b>mucci</b>.	missing	can put this with mucci 1, and change it to (of sweat or bodily fluid)	no	yes	
52831	meaning_1	became free (from); was released (from); was liberated (from)					missing	as above	no	yes	
60932	trans	trans					missing		yes		
60932	plus_case	+acc					missing		yes		
60932	meaning_1	having mutually rejoiced; having delighted together (with)					missing	edited english	yes		
60932	source_1	DNa3.11	sutta_1	dasuttarasuttavaṇṇanā	example_1	bhagavā tehi saddhiṃ <b>sammoditvā</b> kasmā, bhikkhave, upakaṭṭhāya vass'ūpanāyikāya vicarathā'ti pucchati.	missing	please mark sandhi. vicarathā'ti	yes		
62172	meaning_1	affectionately; showing regard; with consideration					missing		yes		
33850	source_1	JAa77	sutta_1	mahāsupinajātakavaṇṇanā	example_1	mayā evarūpā <b>dussupinā</b> diṭṭhā, brāhmaṇā, tiṇṇaṃ antarāyānaṃ aññataro paññāyatī'ti vatvā, tesaṃ paṭighātāya yaññaṃ yajissāmā'ti vatvā punappunaṃ sañcarantī'ti.	missing		yes		
33850	meaning_1	bad dream; nightmare					missing		yes		
33850	derivative	kita	suffix	ina			missing		yes		
33850	grammar	nt, from supina					missing	su and dur from the word, supina	yes		
32924	compound_type	dutiyā tappurisa	compound_construction	dukkh<b>aṃ</b> + patta			missing		yes		
32924	sanskrit	duḥkha + prāpta					missing		yes		
32924	source_1	JAa375	sutta_1	kapotajātakavaṇṇanā	example_1	idāni maṃ edisaṃ evaṃ <b>dukkhappattaṃ</b> disvā tava alaṃ hasituṃ, mā edise kāle parihāsakeḷiṃ karohī'ti.	missing		yes		
32924	meaning_1	being in suffering; afflicted with pain					missing		yes		
37730	antonym	bhaya					missing		yes		
37730	source_1	JAa530	sutta_1	saṃkiccajātakavaṇṇanā	example_1	evaṃ addhāne gate bodhisatto, rājā maṃ sarati, mayā tattha gantvā tassa dhammaṃ desetvā taṃ <b>nibbhayaṃ</b> katvā āgantuṃ vaṭṭatī'ti	missing		yes		
37730	meaning_1	free from fear; fearless; unafraid					missing		yes		
37730	root_sign	a					missing		yes		
37730	phonetic	ī > ay					missing		yes		
38358	antonym	soka					missing		yes		
38358	family_compound	soka					missing		yes		
38358	source_1	JAa467	sutta_1	kāmajātakavaṇṇanā	example_1	satthā asukaṃ nāma brāhmaṇaṃ sokasallasamappitaṃ <b>nissokaṃ</b> katvā sot'āpattiphale patiṭṭhāpesī'ti	missing		yes		
38358	meaning_1	free from sorrow; without grief; not mourning					missing		yes		
47994	compound_type	dutiyā tappurisa	compound_construction	bal<b>aṃ</b> + patta			missing		yes		
47994	sanskrit	bala + prāpta					missing		yes		
47994	source_1	DN16	sutta_1	mahāparinibbānasuttaṃ	example_1	"sabb'eva nikkhipissanti,
bhūtā loke samussayaṃ,
et'ādiso satthā,
loke appaṭipuggalo,
tathāgato <b>balappatto</b>,
sambuddho parinibbuto'ti."	missing		yes		
47994	meaning_1	come into power; grown strong					missing		yes		
47994	commentary	(DNa) <b>balappatto</b>'ti dasavidhañāṇabalaṃ patto.					missing		yes		
6251	source_1	SN12.69	sutta_1	upayantisuttaṃ	example_1	mahāsamuddo, bhikkhave, <b>apayanto</b> mahānadiyo apayāpeti, mahānadiyo <b>apayantiyo</b> kunnadiyo apayāpenti, kunnadiyo <b>apayantiyo</b> mahāsobbhe apayāpenti, mahāsobbhā <b>apayantā</b> kusobbhe apayāpenti.	missing		yes		
6251	meaning_1	going away; retreating					missing		yes		
6251	grammar	prp of apayāti					missing	apayāti not apayati	yes		
6251	commentary	(SNa) <b>apayanto</b>'ti apagacchanto osaranto.					missing		yes		
7769	source_1	BVa1.2	sutta_1	sumedhapatthanākathāvaṇṇanā	example_1	ahū'ti ahani, athā'ti attho. ayam'eva vā pāṭho. kapil'avhayā'ti kapil'āvhayā <b>abhidhānā</b>. rammā'ti ramaṇīyato. padhānan'ti vīriyaṃ. ehitī'ti essati gamissati. sesagāthāsu uttānam'evā'ti.	missing		yes		
7769	meaning_1	name; appellation					missing		yes		
8061	meaning_1	made war; fought					missing	edited english to pp meaning	yes		
8061	grammar	pp of abhiyujjhati					missing	where is theis word from? not in canon	yes		
15048	derived_from	vadati					from √vad 1		yes		
15048	root_key	√vad 1					from √vad 1		yes		
15048	construction	√vad > ud + ita					from √vad 1		yes		
15048	meaning_1	spoken; said; uttered					from √vad 1	edited english	yes		
15048	grammar	pp of vadati					from √vad 1		yes		
15048	meaning_lit						from √vad 1		yes		
15048	family_root	√vad					from √vad 1		yes		
15048	phonetic	va > u					from √vad 1		yes		
38478	source_1	API158	sutta_1	mahāpajāpatigotamītherīapadānaṃ	example_1	"tadā āmantayī satthā,
ānandaṃ sutasāgaraṃ,
gacch'ānanda <b>nivedehi</b>,
bhikkhūnaṃ mātu nibbutiṃ."	missing	please mark sandhi. gacch'ānanda	yes		
38478	meaning_1	communicates; makes known; tells; reports; announces (something to someone)					missing		yes		
41929	compound_type	chaṭṭhī tappurisa	compound_construction	patt<b>iyā</b> + dāna			missing	more and more i see commentaries gloassing these as noun with gen, or verb with acc	yes		
41929	sanskrit	prāpti + dāna					missing		yes		
41929	source_1	VVa1.4.6	sutta_1	vihāravimānavaṇṇanā	example_1	imaṃ evarūpaṃ pāsādaṃ kārentiyā yaṃ mayā puññaṃ pasutaṃ, taṃ anumodatha, <b>pattidānaṃ</b> vo dammī'ti.	missing		yes		
41929	meaning_1	sharing of merit; giving of profit					missing		yes		
75756	derived_from	pamāṇa					missing		yes		
75756	compound_type	kammadhāraya	compound_construction	na + pamāṇaka			missing		yes		
75756	neg	neg					missing		yes		
75756	antonym	pamāṇaka					missing		yes		
75756	construction	"na > a + pa + √mā + aṇa + ka
appamāṇa + ka"					missing	show taddhita in the second line of construction	yes		
75756	meaning_1	immeasurable; unlimited; limitless; boundless					missing		yes		
75756	derivative	taddhita	suffix	ka			missing		yes		
75756	grammar	adj, from na pamāṇa					missing		yes		
75756	root_sign	nā					missing		yes		
75757	sanskrit	yoni					missing		yes		
75757	source_1	AN10.177	sutta_1	jāṇussoṇisuttaṃ	example_1	so kāyassa bhedā paraṃ maraṇā tiracchānayoniṃ upapajjati. yo tiracchāna<b>yonikānaṃ</b> sattānaṃ āhāro, tena so tattha yāpeti, tena so tattha tiṭṭhati.	missing		yes		
75757	construction	"√yu > yo + *ni + ka
yoni + ka"					missing		yes		
75757	lemma_2	yonika					masc	its adj	no	yes	
75757	meaning_1	with a (certain kind of) birth; related to a realm of existence					missing	adj meaning	yes		
56003	compound_type	chaṭṭhī tappurisa	compound_construction	lok<b>assa</b> + pāla			missing		yes		
56003	sanskrit	loka + pāla					missing		yes		
56003	source_1	JA194	sutta_1	maṇicorajātakaṃ	example_1	"na santi devā pavasanti nūna,
na hi nūna santi idha <b>lokapālā</b>,
sahasā karontānam'asaññatānaṃ,
na hi nūna santī paṭisedhitāro."	missing		yes		
56003	meaning_1	guardian of the world; world-protector					missing		yes		
56003	commentary	(JAa) <b>lokapālā</b>'ti evarūpānaṃ sīlavantīnaṃ patidevatānaṃ pālakā lokapālā nūna idha loke na santī'ti					missing		yes		
70448	sanskrit	vaira, vairaka					missing		yes		
70448	source_1	VINa4.1.1	sutta_1	theyyasaṃvāsakavatthukathā	example_1	aparassa eko <b>veriko</b> kuddho hoti, ghātetu'kāmo naṃ vicarati, so, evaṃ me sotthi bhavissatī'ti sayam'eva liṅgaṃ gahetvā palāyati.	missing	mark sandhi with '. ghātetu'kāmo	yes		
70448	meaning_1	unfriendly; inimical; hostile					missing		yes		
70448	phonetic	ī > e					missing		yes		
64414	meaning_1	easily gets; obtains without difficulty; receives without effort					missing	edited english	yes		
51485	trans	intrans					missing		yes		
51485	source_1	PV18	sutta_1	kaṇhapetavatthu	example_1	"na yaṃ labbhā manussena,
amanussena vā pana,
jāto me mā <b>mari</b> putto,
kuto labbhā alabbhiyaṃ."	missing		yes		
51485	construction	√mar + i					missing		yes		
51485	meaning_1	died					missing	was killed is caus	yes		
48578	compound_type	chaṭṭhī tappurisa	compound_construction	buddh<b>assa</b> + ānubhāva			missing		yes		
48578	source_1	APA119	sutta_1	buddhasaññakattheraapadānaṃ	example_1	"<b>buddh'ānubhāvaṃ</b> kittetvā,
kappaṃ saggamhi mod'ahaṃ,
avasesesu kappesu,
kusalaṃ caritaṃ mayā."	missing		yes		
48578	meaning_1	majestic power of the Buddha; splendour of the Awakened One					missing	edited english	yes		
68027	neg	neg					missing		yes		
68027	family_compound	dhava					missing		yes		
68027	construction	vi + dhava + ā					MW		yes		
68027	derivative	taddhita	suffix	ā			missing		yes		
68027	grammar	fem, from dhava					MW		yes		
68027	meaning_lit	without husband					MW		yes		
68027	derived_from	dhava					missing		yes		
26283	variant	carapire					missing		yes		
46558	compound_type	kammadhāraya	compound_construction	puñña + abhisaṅkhāra			missing		yes		
46558	source_1	SN12.51	sutta_1	parivīmaṃsanasuttaṃ	example_1	yato kho, bhikkhave, bhikkhuno avijjā pahīnā hoti vijjā uppannā, so avijjāvirāgā vijj'uppādā n'eva <b>puññ'ābhisaṅkhāraṃ</b> abhisaṅkharoti na apuññ'ābhisaṅkhāraṃ abhisaṅkharoti na āneñj'ābhisaṅkhāraṃ abhisaṅkharoti.	bold		yes		
12551	meaning_lit	causes to shine					pr		yes		
12552	meaning_lit	causes to shine					pr		yes		
15655	source_1	PTP7	sutta_1	hārasampātabhūmi	example_1	ye sattā uccakulino, te imaṃ dhammadesanaṃ sutvā bhiyyoso mattāya kusale dhamme samādāya vattissantī'ti. ayaṃ catubyūho hāro. bhūmiyaṃ <b>upadeso</b>.	missing		yes		
15655	meaning_1	indication; instruction; advice					missing		yes		
15655	meaning_lit	pointing towards					missing		yes		
15655	commentary	(DNt) <b>upadeso</b> nāma savisesaṃ sattannaṃ ratanānaṃ vicāraṇavasena pavatto kathābandho.					missing		yes		
15655	phonetic	i > e					missing		yes		
24234	meaning_1	speech; sentence; words					missing		yes		
32410	commentary	(ADHt) yathā kathaṃ viyā'ti āha <b>dāvaggi viyā</b>'ti. so hi vanaghaṭe'y'eva uppanno tam'eva dahati.					missing	please mark sandhi. vanaghaṭe'y'eva	yes		
32410	source_1	JAa35	sutta_1	ajagarapetavatthu	example_1	satthā mahābhikkhusaṅghaparivāro aññatarasmiṃ padese aṭṭhāsi. <b>dāv'aggi</b> abhibhavanto viya viravanto āgacchati.	missing	please mark sandhi. dāv'aggi	yes		
32410	meaning_1	forest-fire; conflagration					missing		yes		
28464	source_1	APAa1.7.4	sutta_1	parappasādakattherāpadānavaṇṇanā	example_1	visesena kilesakhandhamārādayo māre <b>jitavā</b>'ti vijitāvī, taṃ vijitāvinaṃ sambuddhaṃ.	missing		yes		
28464	construction	√ji + tvā > tavā					missing		yes		
28464	phonetic	tvā > tavā (epenthesis)					missing		yes		
28464	notes	Thai pronunciation of Pāli, insertsion of the letter <b>-a-</b> between two consonants					missing		yes		
28464	trans	trans					missing		yes		
28464	plus_case	+acc					missing		yes		
28464	meaning_1	having conquered; having subdued					missing		yes		
28464	grammar	abs of jināti					missing		yes		
32577	source_1	API127	sutta_1	abhayattheraapadānaṃ	example_1	"tadā catasso gāthāyo,
ganthayitvā subyañjanā,
santhavitvā tilokaggaṃ,
desayissaṃ <b>dine</b> <b>dine</b>."	missing		yes		
32577	meaning_1	day					missing		yes		
33056	meaning_1	taking hold of wrongly; incorrect grasp					missing		yes		
1236	variant	ajjappabbhuti					missing		yes		
1236	notes						var in notes		yes		
65380	notes						wrong place		yes		
49539	notes	synonym with <i>sassatadiṭṭhi</i>					correct diecritic	please italicize pali words in notes. <i>sassatadiṭṭhi</i>	yes		
7339	notes						same as in meaning_1		yes		
71817	notes	memorizer					in the meaning_1		yes		
19168	notes						no need since MN21 in examples		yes		
3554	grammar	masc, loc sg of na atta, atta group					missing		yes		
13479	phonetic	ia > i					missing		yes		
38823	phonetic	ae > e					missing		yes		
64953	phonetic	āa > ā					missing		yes		
21727	phonetic	ṃi > ni					missing		yes		
30379	phonetic	ae > e					missing		yes		
53888	phonetic	aa > ā					missing		yes		
31220	phonetic	aa > a					missing		yes		
39184	phonetic	oe > e					missing		yes		
53767	phonetic	"ṃn > nn
aa > ā"					missing		yes		
18049	phonetic	"ṃa > ma
oa > o"					missing		yes		
13796	phonetic	au > u					missing		yes		
26341	phonetic	aa > a					missing		yes		
53801	phonetic	ṃa > ma					missing		yes		
21655	phonetic	"ṃc > ñc
aa > ā"					missing		yes		
30174	phonetic	aa > a					missing	> a not ā	yes		
59009	phonetic	ie > e					missing		yes		
64954	phonetic	"ey > eyy
āi > i"					missing		yes		
71431	phonetic	ie > e					missing		yes		
18047	phonetic	"oe > e
aa > a"					missing		yes		
18114	phonetic	ṃa > ma					missing		yes		
42312	phonetic	ai > i					missing		yes		
17831	phonetic	oe > o					missing		yes		
26130	phonetic	oi > o					missing		yes		
26516	phonetic	aa > ā					missing		yes		
27077	phonetic	ee > e					missing		yes		
27164	phonetic	ea > e					missing		yes		
29631	phonetic	ai > i					missing		yes		
30195	phonetic	ae > e					missing		yes		
31376	phonetic	"e > y (Kacc 17, 19)
ya > yā"					missing		yes		
31375	phonetic	"e > y (Kacc 17, 19)
ya > yā"					missing		yes		
31374	phonetic	"e > y (Kacc 17, 19)
ya > yā"					missing		yes		
34490	phonetic	ei > e					missing		yes		
36583	phonetic	aa > ā					missing		yes		
38818	phonetic	"ae > e
oa > o
ṃa > ma"					missing		yes		
38824	phonetic	ae > e					missing		yes		
42297	phonetic	aa > ā					missing		yes		
42308	phonetic	aa > ā					missing		yes		
42335	phonetic	ae > e					missing		yes		
50993	phonetic	ea > a					missing		yes		
51454	phonetic	oa > o					missing		yes		
53293	phonetic	ee > e					missing		yes		
53633	phonetic	āa > ā					missing		yes		
53847	phonetic	oa > a					missing		yes		
54291	phonetic	oi > o					missing		yes		
57120	phonetic	ea > e					missing		yes		
57723	phonetic	aa > a					missing		yes		
63878	phonetic	ui > u					missing		yes		
65494	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
59603	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
66829	phonetic	āa > ā					missing		yes		
71304	phonetic	ia > i					missing		yes		
8752	phonetic	ṃa > ma					missing		yes		
10843	phonetic	"ṃ > ññ
ae > e"					missing		yes		
13806	phonetic	aṃa > ā					missing		yes		
17619	phonetic	"ṃi > mi
aṃa > ā"					missing		yes		
18063	phonetic	"ṃc > ñc
ee > e"					missing		yes		
18211	phonetic	aṃa > ā					missing		yes		
21673	phonetic	ṃh > ñh					missing		yes		
27251	phonetic	oa > o					missing		yes		
29492	phonetic	ṃa > ma					missing		yes		
31599	phonetic	oa > o					missing		yes		
33371	phonetic	ṃa > ma					missing		yes		
48309	phonetic	oa > o					missing		yes		
50176	phonetic	aṃa > ā					missing		yes		
53162	phonetic	oa > o					missing		yes		
53501	phonetic	ṃy > ññ					missing		yes		
53890	phonetic	āa > ā					missing		yes		
4492	phonetic	aā > a					missing	looks more like sāsana + rakkha. ārakkha seems unlikely	no	yes	
51391	phonetic	aa > a					missing		yes		
52135	phonetic	āa > ā					missing		yes		
52254	phonetic	aṃ > ā					missing		yes		
56420	phonetic	tk > kk					missing		yes		
54409	phonetic	aa > a					missing		yes		
14535	phonetic	aā > ā					missing		yes		
17692	phonetic	aa > a					missing		yes		
31236	phonetic	au > u					missing		yes		
24636	phonetic	aa > a					missing		yes		
36536	phonetic	aa > ā					missing		yes		
37153	phonetic	aa > a					missing		yes		
5738	phonetic	aa > ā					missing		yes		
36537	phonetic	aa > ā					missing		yes		
53848	phonetic	aa > a					missing		yes		
13715	phonetic	ae > e					missing		yes		
52316	phonetic	āa > ā					missing		yes		
55451	phonetic	aa > a					missing		yes		
35540	phonetic	"st > tth
aa > a"					missing		yes		
35541	phonetic	"st > tth
aa > a"					missing		yes		
40123	phonetic	āi > i					missing		yes		
25730	phonetic	ui > u					missing		yes		
74577	phonetic	ui > u					missing		yes		
1251	phonetic	au > u					missing		yes		
42293	phonetic	aa > a					missing		yes		
1747	phonetic	aa > a					missing		yes		
49296	phonetic	aa > a					missing		yes		
34234	phonetic	aa > a					missing		yes		
21094	phonetic	aā > ā					missing		yes		
54177	phonetic	aā > ā					missing		yes		
23763	phonetic	aā > ā					missing		yes		
64914	phonetic	aā > ā					missing		yes		
64915	phonetic	aā > ā					missing		yes		
39947	phonetic	ai > i					missing		yes		
49842	phonetic	ai > i					missing		yes		
45650	phonetic	ai > i					missing		yes		
69932	phonetic	ai > i					missing		yes		
47108	phonetic	au > u					missing		yes		
32228	phonetic	au > u					missing		yes		
1222	phonetic	ae > e					missing		yes		
69593	phonetic	ae > e					missing		yes		
27180	phonetic	ee > e					missing		yes		
27181	phonetic	ae > e					missing		yes		
27182	phonetic	ae > e					missing		yes		
27183	phonetic	ae > e					missing		yes		
29643	phonetic	ae > e					missing		yes		
8482	phonetic	ao > o					missing		yes		
14929	phonetic	ao > o					missing		yes		
10551	phonetic	āā > ā					missing		yes		
31982	phonetic	āā > ā					missing		yes		
51768	phonetic	āā > ā					missing		yes		
52354	phonetic	āā > ā					missing		yes		
52047	phonetic	āi > i					missing		yes		
52054	phonetic	āi > i					missing		yes		
40123	phonetic	āi > i					missing		yes		
30917	phonetic	ii > i					missing		yes		
59641	phonetic	ii > i					missing		yes		
57623	phonetic	ii > i					missing		yes		
13638	phonetic	ie > e					missing		yes		
59043	phonetic	ie > e					missing		yes		
58307	phonetic	ie > e					missing		yes		
71300	phonetic	io > o					missing		yes		
49913	phonetic	īu > u					missing		yes		
35492	phonetic	ua > a					missing		yes		
60161	phonetic	uā > ā					missing		yes		
25716	phonetic	uā > ā					missing		yes		
62209	phonetic	uā > ā					missing		yes		
39895	phonetic	uu > u					missing		yes		
55689	phonetic	uu > u					missing	no ṃ > d (Kacc 34, 52)	yes		
50994	phonetic	ea > a					missing		yes		
59041	phonetic	ee > e					missing		yes		
46940	phonetic	ee > e					missing		yes		
27076	phonetic	ae > e					missing	ae not ee	yes		
30065	phonetic	oa > a					missing	no sandhi here	no	yes	
29543	phonetic	ou > u					missing		yes		
22293	phonetic	oe > e					missing		yes		
10594	phonetic	dv > dd					missing		yes		
38738	phonetic	ae > e					missing		yes		
23994	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
13070	phonetic	ae > e					missing		yes		
21669	phonetic	"ṃc > ñc
ae > e"					missing		yes		
13485	phonetic	ai > a					missing		yes		
62631	phonetic	āe > ā					missing		yes		
13484	phonetic	ia > i					missing		yes		
14605	phonetic	ua > u					missing		yes		
63877	phonetic	ui > u					missing		yes		
38668	phonetic	ue > u					missing		yes		
31244	phonetic	ea > e					missing		yes		
65318	phonetic	oa > o					missing		yes		
45476	phonetic	oe > o					missing		yes		
29624	phonetic	aa > ā					missing		yes		
26444	phonetic	aa > ā					missing		yes		
59166	phonetic	aa > ā					missing		yes		
62162	construction	"sa + √ar + tha
sa + attha"					missing		yes		
62162	phonetic	"aa > ā
rth > tth"					missing		yes		
63744	phonetic	aa > ā					missing		yes		
62628	phonetic	āa > ā					missing		yes		
62629	phonetic	āa > ā					missing		yes		
51111	phonetic	āa > ā					missing		yes		
9390	phonetic	ia > ā					missing		yes		
13633	phonetic	ia > ā					missing		yes		
57099	phonetic	ea > ā					missing		yes		
66830	phonetic	ea > ā					missing		yes		
62687	phonetic	oa > ā					missing		yes		
77174	phonetic	āa > ā					missing		yes		
58110	phonetic	āi > ī					missing		yes		
53978	phonetic	ii > ī					missing		yes		
902	phonetic	au > ū					missing		yes		
34261	phonetic	au > ū					missing		yes		
19723	phonetic	au > ū					missing		yes		
13713	phonetic	au > ū					missing		yes		
29724	phonetic	āu > ū					missing		yes		
48222	phonetic	uu > ū					missing		yes		
34448	phonetic	ia > ī					missing		yes		
30938	phonetic	ia > ī					missing		yes		
22019	phonetic	ui > ū					missing		yes		
1590	phonetic	ai > e					missing		yes		
52091	phonetic	āi > e					missing		yes		
52093	phonetic	āī > e					missing		yes		
52094	phonetic	āi > e					missing		yes		
52095	phonetic	āe > e					missing		yes		
45547	phonetic	au > o					missing		yes		
38909	phonetic	"au > o
i > e"					missing		yes		
42740	phonetic	ia > ya					missing		yes		
57932	phonetic	ia > ya					missing		yes		
65498	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
53565	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
