"id"	"sbs_class_anki"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"	"sbs_category"	"sbs_audio"
"26013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26015"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26027"	"16"	""	""	""	""	""	""	""	""	""	"MN 12"	"mahāsīhanādasuttaṃ"	"abhijānāmi kho pan'āhaṃ, sāriputta, <b>caturaṅga</b>samannāgataṃ brahmacariyaṃ caritā, tapassī su'daṃ homi paramatapassī"	""	""	""	""	""	""	""	""	""	""	""	""
"26028"	"16"	""	""	""	""	""	""	""	""	""	"MN 12"	"mahāsīhanādasuttaṃ"	"abhijānāmi kho pan'āhaṃ, sāriputta, <b>caturaṅgasamannāgataṃ</b> brahmacariyaṃ caritā, tapassī su'daṃ homi paramatapassī"	""	""	""	""	""	""	""	""	""	""	""	""
"26032"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26042"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26045"	"12"	"12"	""	""	""	""	""	"Culla-maṅgala-cakka-vāḷa"	""	"Thanksgiving Recitations"	"DN 14.14"	"mahāpadānasuttaṃ"	"evam'eva tesaṃ <b>caturāsīti</b>pāṇasahassānaṃ tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ udapādi"	""	""	""	""	""	""	""	""	""	"43n"	""	"[sound:coming-soon.mp3]"
"26064"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MJG"	""	"<b>catur'āsītisahassa</b>dhammakkhandh'ānubhāvena piṭakattay'ānubhavena jinasāvak'ānubhāvena"	"Culla-maṅgala-cakka-vāḷa"	""	"Thanksgiving Recitations"	"43n"	""	"[sound:coming-soon.mp3]"
"26068"	"12"	""	""	""	""	""	""	""	""	""	"SNP 5"	"cundasuttaṃ
uragavaggo 5"	"<b>caturo </b>samaṇā na pañcam'atthi,
te te āvikaromi sakkhipuṭṭho,
maggajino maggadesako ca,
magge jīvati yo ca maggadūsī."	""	""	""	""	""	""	""	""	""	""	""	"[sound:caturo.mp3]"
"26096"	""	""	""	""	""	""	""	""	""	""	"Sri Lanka"	"buddha-vassa-sajjhāyanā"	"idāni kho pana dvesahassapañcasatatesaṭṭhi saṃvaccharāni c'eva, navamāsāni ca, <b>catuvīsati</b>divasāni atikkantāni."	""	""	""	""	""	""	""	""	""	""	""	""
"26113"	"12"	""	""	""	""	""	""	""	""	""	"SNP 13"	"ratanasuttaṃ
cūḷavaggo 1"	"<b>catūh</b>'apāyehi ca vippamutto, 
cha cābhiṭhānāni abhabbo kātuṃ"	"Ratana-sutta"	""	"Protective Recitations"	""	""	""	""	""	""	"52n"	""	"[sound:coming-soon.mp3]"
"26117"	"9"	""	""	""	""	""	""	"Saṅgh'ābhitthuti"	"Homage to the Saṅgha"	"Homage to the Triple Gem"	"AN 4.42"	"pañhabyākaraṇasuttaṃ"	"cattār'imāni, bhikkhave, pañhavyākaraṇāni. katamāni <b>cattāri</b>? atthi, bhikkhave, pañho ek'aṃsavyākaraṇīyo, atthi, bhikkhave, pañho vibhajjavyākaraṇīyo"	""	""	""	""	""	""	""	""	""	"04n"	""	"[sound:cattāri.mp3]"
"26118"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:cattāri.mp3]"
"26127"	"12"	""	""	""	""	""	""	""	""	""	"SN 12.61"	"assutavāsuttaṃ"	"vīsati'pi vassāni tiṭṭhamāno tiṃsam'pi vassāni tiṭṭhamāno <b>cattārīsam</b>'pi vassāni tiṭṭhamāno paññāsam'pi vassāni tiṭṭhamāno vassasatam'pi tiṭṭhamāno, bhiyyo'pi tiṭṭhamāno."	""	""	""	""	""	""	""	""	""	""	""	""
"26128"	"6"	""	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	"DN 16.26"	"mahāparinibbānasuttaṃ"	"idāni, bhante, deve vassante deve gaḷagaḷāyante vijjullatāsu niccharantīsu asaniyā phalantiyā dve kassakā bhātaro hatā <b>cattāro</b> ca balibaddā"	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:cattāro.mp3]"
"26130"	"16"	""	""	""	""	""	""	""	""	""	"SN 12.63"	"puttamaṃsūpamasuttaṃ"	"<b>cattāro'me</b> āhārā bhūtānaṃ vā sattānaṃ ṭhitiyā sambhav'esīnaṃ vā anuggahāya, kabaḷīkāro āhāro oḷāriko vā sukhumo vā, phasso dutiyo, manosañcetanā tatiyā, viññāṇaṃ catutthaṃ"	""	""	""	""	""	""	""	""	""	""	""	""
"26133"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26134"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26141"	"12"	""	""	""	""	""	""	""	""	""	"MN 4"	"bhayabheravasuttaṃ"	"vīsam'pi jātiyo tiṃsam'pi jātiyo <b>cattālīsam</b>'pi jātiyo paññāsam'pi jātiyo jātisatam'pi, jātisahassam'pi jātisatasahassam'pi"	""	""	""	""	""	""	""	""	""	""	""	"[sound:cattālīsā.mp3]"
"26143"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26146"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26152"	""	"2"	""	""	""	""	""	"Yathā vāri-vahā"	""	"Thanksgiving Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"40n"	""	"[sound:coming-soon.mp3]"
"26159"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26177"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26182"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26185"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26191"	""	"18"	""	""	""	""	""	""	""	""	"Trad"	""	"iminā puññakammena upajjhāyā guṇ'uttarā, ācariy'ūpakārā ca mātāpitā ca ñātakā, suriyo <b>candimā</b> rājā, guṇavantā narā'pi ca"	"Uddissan'ādhiṭṭhānā"	"Sharing and Aspirations"	"Sharing of Merits"	""	""	""	""	""	""	"68n"	""	"[sound:coming-soon.mp3]"
"26204"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26212"	"18"	""	""	""	""	""	""	""	""	""	"DN 22.6"	"mahāsatipaṭṭhānasuttaṃ"	"puna <b>caparaṃ</b>, bhikkhave, bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu vāyodhātū'ti"	""	""	""	""	""	""	""	""	""	""	""	""
"26213"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26216"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26218"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26223"	""	""	""	""	""	""	""	""	""	""	"DN-a 1.2"	"brahmajālasuttaṃ"	"kikī'va aṇḍaṃ, <b>camarī</b>'va vāladhiṃ. piyaṃ'va puttaṃ, 
nayanaṃ'va ekakaṃ. tath'eva sīlaṃ, anurakkhamānā."	""	""	""	""	""	""	""	""	""	""	""	""
"26234"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26237"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26254"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26257"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	""
"26258"	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26262"	""	""	""	""	""	""	""	"Buddh’ābhitthuti"	"Homage to the Buddha"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	"02n"	""	"[sound:coming-soon.mp3]"
"26264"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26266"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26276"	"2"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:carati.mp3]"
"26277"	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:carati.mp3]"
"26278"	""	"3"	""	""	""	""	""	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	"15n"	""	"[sound:carati.mp3]"
"26280"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26281"	""	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26282"	""	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26283"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26285"	"10"	"10"	""	""	""	""	""	""	""	""	"SN 12.61"	"assutavāsuttaṃ"	"seyyathā'pi, bhikkhave, makkaṭo araññe pavane <b>caramāno</b> sākhaṃ gaṇhati, taṃ muñcitvā aññaṃ gaṇhati, taṃ muñcitvā aññaṃ gaṇhati"	""	""	""	""	""	""	""	""	""	""	"e"	"[sound:caramāna.mp3]"
"26290"	"16"	""	""	""	""	""	""	""	""	""	"SN 47.12"	"nālandasuttaṃ"	"atha kiñ'<b>carahi </b>ty'āyaṃ, sāriputta, uḷārā āsabhī vācā bhāsitā, ek'aṃso gahito, sīhanādo nadito"	""	""	""	""	""	""	""	""	""	""	""	""
"26291"	"10"	""	""	""	""	""	""	""	""	""	"SNP 8"	"mettasuttaṃ
uragavaggo 8"	"tiṭṭhañ'<b>caraṃ</b>, nisinno vā, sayāno vā, yāvat'assa vigatamiddho, 
etaṃ satiṃ adhiṭṭheyya, brahmam'etaṃ vihāraṃ idha'm'āhu."	"Karaṇīya-metta-sutta"	"The Buddha’s Words on Loving-Kindness"	"Protective Recitations"	""	""	""	""	""	""	"53n"	""	"[sound:caraṃ.mp3]"
"26295"	"18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26298"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26306"	"16"	""	""	""	""	""	""	""	""	""	"MN 12"	"mahāsīhanādasuttaṃ"	"abhijānāmi kho pan'āhaṃ, sāriputta, caturaṅgasamannāgataṃ brahmacariyaṃ <b>caritā</b>, tapassī su'daṃ homi paramatapassī"	""	""	""	""	""	""	""	""	""	""	""	""
"26307"	""	"9"	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:carituṃ.mp3]"
"26308"	"9"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:carituṃ.mp3]"
"26309"	""	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:carituṃ.mp3]"
"26310"	"9"	"8"	""	""	""	""	""	""	""	""	"MN 13"	"mahādukkhakkhandhasuttaṃ"	"atha kho te bhikkhū sāvatthiyaṃ piṇḍāya <b>caritvā </b>pacchābhattaṃ piṇḍapātapaṭikkantā yena bhagavā ten'upasaṅkamiṃsu"	""	""	""	""	""	""	""	""	""	""	""	"[sound:caritvā.mp3]"
"26311"	""	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN 129"	"bālapaṇḍitasuttaṃ"	"atha kho ayam'eva tato mahantataro kaṭaggaho yaṃ so paṇḍito kāyena sucaritaṃ <b>caritvā</b>, vācāya sucaritaṃ <b>caritvā</b>, manasā sucaritaṃ <b>caritvā</b> kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajjati."	""	""	""	""	""	"[sound:caritvā.mp3]"
"26312"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26317"	"16"	""	""	""	""	""	""	"Buddh'ābhitthuti"	"Homage to the Buddha"	"Homage to the Triple Gem"	"SN 22.63"	"upādiyamānasuttaṃ"	"yass'atthāya kulaputtā samma'd'eva agārasmā anagāriyaṃ pabbajanti tad'anuttaraṃ brahma<b>cariya</b>pariyosānaṃ diṭṭh'eva dhamme sayaṃ abhiññā sacchikatvā upasampajja viharati."	""	""	""	""	""	""	""	""	""	"02n"	""	"[sound:coming-soon.mp3]"
"26319"	""	""	""	""	""	""	""	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	"51n"	"d"	"[sound:coming-soon.mp3]"
"26326"	"13"	""	""	""	""	""	""	""	""	""	"SNP 37"	"nālakasuttaṃ
mahāvaggo 11"	"na munī gāmam'āgamma, kulesu sahasā <b>care</b>. 
ghās'esanaṃ chinnakatho, na vācaṃ payutaṃ bhaṇe."	""	""	""	""	""	""	""	""	""	""	"d"	"[sound:care.mp3]"
"26327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26331"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26336"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26337"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"26341"	"11"	""	""	""	""	""	""	""	""	""	"SNP 8"	"mettasuttaṃ
uragavaggo 8"	"karaṇīyam'atthakusalena, yaṃ taṃ santaṃ padaṃ abhisamecca,  
sakko ujū ca suhujū ca, suvaco <b>c'assa </b>mudu, anatimānī."	"Karaṇīya-metta-sutta"	"The Buddha’s Words on Loving-Kindness"	"Protective Recitations"	""	""	""	""	""	""	"53n"	""	"[sound:cassa.mp3]"
"26342"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:cassa.mp3]"
"26343"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:cassa.mp3]"
"26344"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"p"	"[sound:cassa.mp3]"
"26345"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26350"	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26354"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 12.2"	"vibhaṅgasuttaṃ"	"yā tesaṃ tesaṃ sattānaṃ tamhā tamhā sattanikāyā cuti <b>cavanatā</b> bhedo antaradhānaṃ maccu maraṇaṃ kālakiriyā khandhānaṃ bhedo kaḷevarassa nikkhepo jīvit'indriyass'upacchedo, idaṃ vuccati maraṇaṃ."	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	"23n"	""	"[sound:coming-soon.mp3]"
"26360"	"10"	"10"	""	""	""	""	""	""	""	""	"AN 5.23"	"upakkilesasuttaṃ"	"so sace ākaṅkhati, dibbena cakkhunā visuddhena atikkantamānusakena satte passeyyaṃ <b>cavamāne </b>upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe, sugate duggate yathākamm'ūpage satte pajāneyyaṃ"	""	""	""	""	""	""	""	""	""	""	"e"	"[sound:cavamāna.mp3]"
"26368"	"2"	"2"	""	""	""	""	""	""	""	""	"SN 56.11"	"dhammacakkappavattanasuttaṃ"	"idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ, yo tassā'y'eva taṇhāya asesavirāganirodho <b>cāgo</b> paṭinissaggo mutti anālayo."	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	""	""	""	""	""	""	"17n"	""	"[sound:cāga.mp3]"
"26369"	"1"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:cāga.mp3]"
"26375"	"23"	""	""	""	""	""	""	""	""	""	"AN 4.61"	"pattakammasuttaṃ"	"idha, gahapati, ariyasāvako vigatamalamaccherena cetasā agāraṃ ajjhāvasati muttacāgo payatapāṇi vossaggarato yācayogo dānasaṃvibhāgarato. ayaṃ vuccati, gahapati, <b>cāgasampadā</b>."	""	""	""	""	""	""	""	""	""	""	""	""
"26381"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26393"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PAT PK"	"dhammayuttika-pubbakicca"	"niṭṭhite ca pubbakicce, sace so divaso cātuddasīpaṇṇarasīsāmaggīnam'aññataro, yath'ājja uposatho <b>cātuddaso</b>."	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	"80n"	"p"	"[sound:coming-soon.mp3]"
"26397"	""	""	""	""	""	""	""	"Pubbakicca"	"Preliminary duty"	"International Pātimokkha"	""	""	""	""	""	""	""	""	""	""	""	""	"80n"	""	"[sound:coming-soon.mp3]"
"26407"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26408"	"12"	""	""	""	""	""	""	""	""	""	"SN 12.61"	"assutavāsuttaṃ"	"dissat'āyaṃ <b>cātumahābhūtiko</b> kāyo ekam'pi vassaṃ tiṭṭhamāno dve'pi vassāni tiṭṭhamāno tīṇi'pi vassāni tiṭṭhamāno cattāri'pi vassāni tiṭṭhamāno"	""	""	""	""	""	""	""	""	""	""	"e"	""
"26410"	""	""	""	""	""	""	""	""	""	""	"AN 10.29"	"paṭhamakosalasuttaṃ"	"<b>cātumahārājikānaṃ</b> sahassaṃ tāvatiṃsānaṃ sahassaṃ yāmānaṃ sahassaṃ tusitānaṃ sahassaṃ nimmānaratīnaṃ"	""	""	""	""	""	""	""	""	""	""	""	""
"26414"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26417"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26419"	"25"	""	""	""	""	""	""	""	""	""	"SN 56.11"	"dhammacakkappavattanasuttaṃ"	"<b>cātummahārājikānaṃ</b> devānaṃ saddaṃ sutvā tāvatiṃsā devā saddam'anussāvesuṃ"	"Dhammacakkappavattana-sutta"	"The Discourse on  Setting in Motion The Wheel of Dhamma"	"Cardinal Suttas"	""	""	""	""	""	""	"37n"	""	"[sound:coming-soon.mp3]"
"26420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26427"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26434"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26435"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26440"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26444"	"21"	""	""	""	""	""	""	""	""	""	"TH 251"	"raṭṭhapālattheragāthā"	"na dīgham'āyuṃ labhate dhanena, na <b>c'āpi</b> vittena jaraṃ vihanti. 
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	""	""	""	""	""	""	"12n"	""	"[sound:coming-soon.mp3]"
"26446"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26452"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26454"	""	""	""	""	""	""	""	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"17n"	""	"[sound:coming-soon.mp3]"
"26455"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN 22.18"	"mahāsatipaṭṭhānasuttaṃ"	"pāṇ'ātipātā veramaṇī, adinn'ādānā veramaṇī, kāmesumicchā<b>cārā</b> veramaṇī, ayaṃ vuccati bhikkhave sammākamm'anto. "	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	"21n"	""	"[sound:coming-soon.mp3]"
"26456"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26466"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26467"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26468"	""	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	""
"26471"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26472"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26475"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26476"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26477"	"16"	""	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"MN 48"	"kosambiyasuttaṃ"	"idha bhikkhave bhikkhuno mettaṃ kāyakammaṃ paccupaṭṭhitaṃ hoti sabrahma<b>cārīsu</b> āvi c'eva raho ca"	"Cha sāraṇīya-dhammā"	"Principles of Cordiality"	"Teachings"	""	""	""	""	""	""	"18n"	""	"[sound:coming-soon.mp3]"
"26478"	"22"	""	""	""	""	""	""	""	""	""	"SNP 54"	"sāriputtasuttaṃ
aṭṭhakavaggo 16"	"kiṃ'sū asissāmi kuvaṃ vā asissaṃ,
dukkhaṃ vata settha kv'ajja sessaṃ,
ete vitakke paridevaneyye,
vinayetha sekho aniketa<b>cārī</b>."	""	""	""	""	""	""	""	""	""	""	""	""
"26506"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"26507"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26515"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26516"	"16"	""	""	""	""	""	""	""	""	""	"MN 36"	"mahāsaccakasuttaṃ"	"ahañ'c'eva kho pana sabbaso ajaddhukaṃ paṭijāneyyaṃ, imā ca me devatā dibbaṃ ojaṃ lomakūpehi ajjhohāreyyuṃ, tāya <b>c'āhaṃ</b> yāpeyyaṃ, taṃ mam'assa musā'ti."	""	""	""	""	""	""	""	""	""	""	""	""
"26518"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26519"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26520"	"16"	""	""	""	""	""	""	""	""	""	"SN 22.81"	"pālileyyasuttaṃ"	"eko'va bhagavā tasmiṃ samaye viharitu'kāmo hoti na bhagavā tasmiṃ samaye kena<b>ci</b> anubandhitabbo hotī'ti"	""	""	""	"SNP 8"	"mettasuttaṃ
uragavaggo 8"	"ye ke<b>ci</b> pāṇabhūt'atthi, tasā vā thāvarā vā anavasesā,
dīghā vā ye mahantā vā, majjhimā rassak'āṇukathūlā."	"Karaṇīya-metta-sutta"	"The Buddha’s Words on Loving-Kindness"	"Protective Recitations"	"53n"	""	"[sound:coming-soon.mp3]"
"26537"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"p"	""
"26542"	"8"	""	""	""	""	""	""	""	""	""	"VIN PAT SA"	"saṅghādisesuddeso"	"<b>ciṇṇamānatto</b> bhikkhu yattha siyā vīsatigaṇo bhikkhusaṅgho tattha so bhikkhu abbhetabbo."	""	""	""	""	""	""	""	""	""	""	""	"[sound:ciṇṇamānatta.mp3]"
"26546"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26549"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26553"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26555"	"1"	"9"	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"21n"	""	"[sound:citta.mp3]"
"26557"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH 251"	"raṭṭhapālattheragāthā"	"añjanī'va navā <b>cittā</b>, pūtikāyo alaṅkato. 
alaṃ bālassa mohāya, no ca pāragavesino."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	"12n"	""	"[sound:citta.mp3]"
"26558"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:citta.mp3]"
"26559"	""	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 22.100"	"dutiyagaddulabaddhasuttaṃ"	"seyyathā'pi, bhikkhave, rajako vā <b>citta</b>kārako vā rajanāya vā lākhāya vā haliddiyā vā nīliyā vā mañjiṭṭhāya vā"	""	""	""	""	""	"[sound:citta.mp3]"
"26560"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"[sound:citta.mp3]"
