id	ru_meaning	ru_meaning_raw	ru_meaning_lit	ru_notes
34427		с двумя ремонтами; с двумя починками; с двумя исправлениями; с двумя восстановлениями		
34433		с качелями; вращающийся между двумя вещами; вращение между вечным существованием и аннигиляцией		
34439		две стрелы; пара стрел; двойное поражение		
34447		среди двух; посреди двух; между двумя; на двух		
34448	два дня			
34450		две-три дня; пара-тройка дней; две-три суток; двух-трех дней		
34453	через два дня после смерти; умерший два дня назад			
34454		двумя способами; с двумя методами; при помощи двух способов; двумя путями		
34455		с двумя; имеющий две; с двумя; имеющий два		
34459	два (2)			см. SсPN §3
34460	пара			
34468		два или три; два либо три; две или три; двух или трех		
34469		два или три; пара или тройка; два-три; два или тридцать		
34470		два или три; пара или тройка; два либо три; две или три;		
34471	на две части			
34472	перекресток; развилка			
34473	разбитый на две части; разделенный на две части; расколотый на две части			
34476	девяносто два (92)			
34480	перекресток; развилка; пересечение			
34486		эти два; эта пара; данные две; оба эти		
34488		эти два; эти две; два этих; оба эти		
34490	эти два			
34491	только два; всего два			
34503	двадцать два (22)			
34507	сокращение от Дхамма (пада)			
34513	флаг; знамя; символ; эмблема		развевающийся (на ветру)	
34522	удачливый; процветающий; везучий		богатый	
34523	зерно			
34532	как зерно; равно зерну			
34536	сохраненный в памяти; не забытый; памятуемый			
34539	богатство; имущество; сокровище			
34540	значение; стоимость; цена; денежный эквивалент			
34541	важность; ценность; качество		богатство	
34542		деловое дело; следует делать с богатством; коммерческий вопрос; хорошо вести финансы		
34546		потеря богатства; утрата имущества; избыток состояния; финансовые убытки		
34552		гордый своим богатством; самоуверенный в своем богатстве; высокомерный из-за своего богатства.		
34553		для богатства; для изобилия; букв. ради богатства		
34557		богатство и зерно; материальные и сельскохозяйственные ресурсы; имущество и зерновые; материальные и аграрные ресурсы.		
34559	защитник богатства; хранитель сокровищ; имя слона			
34565		получение богатства; накопление богатства; приобретение богатств; набор богатства		
34571		богатый; состоятельный; обладающий богатством		
34573		ради богатства; для достояния; ради материального благополучия; в целях наживы;		
34574		принимает в свое владение; сокровищают; считает ценным; оценивает как ценность		
34576		богатый человек; кредитор; владелец; кредитодатель.		
34583	состоятельный человек; богатый человек			
34585	лук			
34586		длина лука; измерение лука; длина стрелкового оружия; измерение стрелкового оружия		
34587		стрельба из лука; лучничество; арбалетное дело; метание стрел		
34590		игрушечный лук; стрелочная игра; маленький лук; игра в стрелы		
34591		лук и колчан; лук и стрелы; лук и стрелы; лук и колчан		
34594	лучник; (комм) учитель стрельбы из лука		держатель лука	
34601	раздутый; зажженный			
34605	трубач; игрок (на духовом инструменте); тот кто дует			
34609	раздувает; дует; разжигает (огонь)			
34613	вена		трубка	
34615	покрытый венами			
34618		выдувание воздуха; взрыв; накачивание воздуха; продувание воздухом.		
34626	характер; качество; природа			
34627	качество; характерная черта; особенность; свойство			
34628	учение; доктрина			
34629	умственное явление; объект ума			
34630	состояние ума			
34631	вещь; явление; нечто; что-то			
34632	истина; действительность; принцип			
34633	достоинство; нравственное поведение			
34634	закон; положение; правило			
34635	подверженный; склонный; имеющий предназначением (что-то)			
34636		дворец короля Махасудассаны; резиденция короля Махасудассаны; замок короля Махасудассаны		
34637	учение			
34638	религия			
34639	поступок; практика; поведение			
34640	долг; обязанность; обязательство			
34641	имеющий лук			
34644		проповедник учения; учитель учения Дхаммы; пропагандист Дхаммы; наставник Дхаммы		
34645		факт быть проповедником Дхаммы; иное применение Энглиш; качестве проповедника Дхаммы; не связано с проповедником Дхаммы		
34658		истинолюбивый; поклонник Дхаммы; любитель дхаммы; преданный истине		
34660		имея учение как равномерное тепло в животе; с Дхаммой как теплом живота; с Дхаммой как тепло в животе		
34661		с Дхаммой, пребывающей в животе; с пребывающей в животе Дхаммой; имеющий пребывающую в животе Дхамму		
34665	совокупность учения			
34668	погруженный в учение; сосредоточенный на Дхамме		ушедший в Дхамму	
34670		с уважением к учению; придавая важность Дхамме; доверяя учению; уважая Дхамму;		
34672	уважение к Дхамме			
34677	учение Дхаммы		колесо Дхаммы	
34678	вращение Колеса Дхаммы; приведение в движение Колеса Дхаммы			
34679	сутта в Саньютта Никая 56.11			
34681	понимание природы реальности; духовное прозрение; понимание вещей как они есть		око Дхаммы	
34684	поведение в соответствии с Дхаммой; этическое поведение; нравственные привычки			
34686		нравственное и моральное поведение; благородное поведение и доброе поведение		
34687		из-за этического и морального поведения; из-за хорошего поведения и благородного поведения;		
34689	кто живет по Дхамме; кто практикует учение; кто движется в истине			
34690		добродетельный человек; праведный муж; благочестивый мужчина; праведный человек		
34692		размышление о Дхамме; исследование явлений; рассмотрение Дхаммы; анализ феноменов		
34699	рожденный от Дхаммы; рожденный учением		рожденный от природы	
34701	морально честный; живущий нравственно		кто живет Дхаммой	
34704	твердо установленный в Дхамме; праведный; справедливый; нравственный; добродетельный		стоящий на Дхамме	
34707		устойчивость естественных принципов; стабильность Дхаммы; постоянство законов природы; непоколебимость Дхаммы.		
34712	жажда умственных явлений			
34713		это естественно; это свойственно; это характерно; это обычно		
34714	природа; характер; характеристика; атрибут			
34715		вселенский закон; сущность Дхаммы; Дхамма-природа; закономерность Дхаммы		
34718		тщательно изучен согласно характеру; подробно изучен с точки зрения качеств; тщательно просмотрен в отношении свойств		
34727	дар Дхаммы; подношение Учения			
34728	духовный наследник; наследующий Дхамму			
34732		имя монахини арахата; дословно преданная религии		
34734	с Дхаммой как опорой; с Дхаммой как основой		с Дхаммой как островом; (или) как светильником	
34737	наставление в Дхамме; обучение Дхамме			
34742		ненавистник правды; презиратель Дхаммы; проповедник Дхаммы		
34749	кто знает Дхамму наизусть		носитель Дхаммы	
34750		природа действительности; облик вещей; состояние природы; форма дхармы;		
34751		явления элемента; умственные явления; букв. состояние явлений		
34754	восторг в Дхамме; наслаждение Дхаммой			
34766	создан Дхаммой; созданный из Дхаммы			
34768		непреложность естественных принципов; упорядоченность учения; законность учения; стабильность дхамм;		
34775		путь, по которому идет Дхамма; естественный ход учения; природный порядок преподавания; курс Дхаммы		
34777	обучение Дхамме; передача учения			
34780		аналитическое понимание естественных условий; различительное понимание учения; дискриминационное понимание дхаммы;		
34785	стих учения; строка Дхаммы			
34786	путь Дхаммы; метод учения; (комм) состояние просветления			
34789		толкование учения; букв. слова и фразы Дхаммы; объяснение учения;		
34792	изучение Дхаммы; изучение писаний			
34793	объяснение Дхаммы; метод обучения			
34800		с Дхамма-дворцом во главе; с Дхамма-палатой превыше; с Дхамма-дворцом на первом месте; с Дхамма-дворцом впереди		
34801	кто пьет Дхамму; кто наслаждается Дхаммой			
34802	вкус восторга от Дхаммы; нектар радости в учении			
34809	воспринимающий ментальное явление; осознающий мысль			
34810		оценивающий по учениям; оценивающий по Дхамме; судя на основе наставлений		
34811		восхищенные Дхаммой; радуются учению; причина для счастья		
34812		доверие в учение; вера на основе Дхаммы; доволен наставлениями		
34815	понимающий природу вещей; праведный		ставший Дхаммой	
34817		ценность учения; богатство Дхаммы; изобилие учения; богатство учения.		
34821		понимание Учения; осознание наставлений; умение понимать Дхамму; постижение учения		
34822		обучил Дхамме; проповедовал Дхамму; возвестил Дхамму; внушил Дхамму.		
34823	учит Дхамме; объясняет учение			
34824		сделанный из Учения; состоящий из Дхаммы; формированный дхаммой; сотканный из Дхаммы		
34825	созданный явлениями ума; состоящий из мысли			
34828	величайшее учение; высшую Дхамму; абсолютную истину; истинную природу вещей			
34829		только Дхамма; исключительно Дхамма; всего лишь Дхамма; просто Дхамма		
34830		Дарование учения; Жертва учения; Подношение Дхаммы; Пожертвование Дхаммы		
34833		Связанный с Дхаммой; связанный с учением; относящийся к Дхамме; причастный к учению.		
34834	посвященный учению			
34835	защищенный религией; защищен Дхаммой			
34837	любящий учение; преданный Дхамме			
34838	получающий удовольствия от умственных явлений; наслаждающийся мышлением			
34839	сокровище Дхаммы			
34840	радость в Дхамме; любовь к Дхамме			
34841	вкус Дхаммы; аромат Дхаммы			
34842	увлечение Учением; любовь к Дхамме			
34843	жадность к ментальному явлению; желание мысли			
34844	воспринимающий жадность к ментальному явлению; осознающий желание мысли			
34845	справедливый правитель; праведный король			
34846		царь дхаммы; титул Будды; правитель дхаммы; владыка дхаммы		
34848	справедливо приобретенный; честно приобретенный; законно полученный			
34855	мысли о психических явлениях; намерение относительно мыслей			
34856	распознавание умственной деятельности; восприятие ментальных явлений			
34857		воспринимающий (что-то) как учение; понимающий (что-то) как учение; осознающий (что-то) как учение; видящий (что-то) как учение.		
34864		исследование характера (чего-либо); изучение качеств (чего-либо); проверка свойств (чего-либо)		
34865	собрание Дхаммы; совет Дхаммы			
34866		выполнение практики; принятие чего-либо; осуществление упражнения; взятие на себя		
34868		возникновение явлений; появление причин; становление феноменов; происхождение понятий.		
34872		взаимоучастие в учении вместе; общее наслаждение Дхаммой; букв. общее поедание Дхаммы; сподвижничество в учении		
34874	получающий удовольствия от умственных явлений; наслаждающийся мышлением			
34875	кто полагается на Дхамму; находящий прибежище в Дхамме			
34879		имя араханта монаха; букв. введение Дхаммы; знаменитый монах, внедривший Дхамму; отец Дхаммы		
34883		деление учения; общий путь учения; распределение Дхаммы; разделение Дхаммы		
34884		связанный с Дхаммой; связанный с учением; связанный с реальностью; относящийся к учению		
34885	разговор о Дхамме; обсуждение Дхаммы			
34888		постижение сути Дхаммы; достижение сути учения; достигая сути Дхаммы; осознание сути Дхаммы.		
34893		исключительность учения; выдающаяся природа Дхаммы; благородство Дхаммы; превосходство учения		
34897		поток Дхаммы; русло учения; поток учения; течение Дхаммы		
34898	слушание учения; слушание проповеди; прослушивание Дхаммы			
34902	в соответствии с учением; следование учению; в соответствии с учением			
34903	мастер Дхаммы; знаток реальности			
34905	отличная Доктрина; величественное Учение			
34907	кто говорит о природе вещей; кто говорит согласно Дхамме			
34910	исследование реальности; изучение состояний; анализ учения			
34911	различение действительности как элемент пробуждения; исследование Дхаммы как фактор просветления			
34912	исследование явлений ума			
34913	думы о Дхамме; размышление об учении			
34917	учение и тренировка; доктрина и дисциплина			
34918	различение ментальных явлений; оценка процессов ума; исследование действительности			
34920	изменение увядание и окончание умственных явлений; перемена ослабление и прекращение мыслей			
34922	практикующий учение; живущий согласно Дхамме			
34924	вдохновение от учения; энтузиазм от Дхаммы			
34928	практикует учение; живет по Дхамме			
34929		проповедует Дхамму; проповедует учение; проповедует истину; возвещает Дхамму		
34930	проповедует Дхамму; рассказывает Учение			
34933		отражение Дхаммы; зеркало Дхаммы; отражатель Дхаммы; зеркальце Дхаммы.		
34936	разногласия по поводу учения; спор об учении			
34937	принимающий Дхамму как авторитет; на попечении Учения			
34939	принятие Дхаммы как авторитета; нахождение на попечении Учения			
34945		неуважение к Дхамме; презрение к учению; пренебрежение к учению		
34948		помощь с Дхаммой; поддержка учением; поддержка с учением; содействие в Дхамме		
34949	в соответствии с учением; следующий учению		Дхамма согласно Дхамме	
34952	правильно практикующий; верно следующий учению; практикующий Дхамму должным образом		практикующий Дхамму в соответствии с Дхаммой	
34955	наблюдающий умственные явления			
34957	величественная сила Дхаммы			
34958	кто следует за счет Дхаммы; приверженный к учению; побуждаемый Дхаммой			
34960		вспоминание (качеств) учения; память (качеств) учения		
34961	следующий Дхамме; действующий согласно учению			
34964		поле умственных явлений; область качественных характеристик; сфера психических явлений; среда ментальных феноменов.		
34966	кто наслаждается Дхаммой			
34967	получающий удовольствия от умственных явлений; наслаждающийся мышлением			
34969	легальный; правильный; законный			
34970	праведный; справедливый			
34971		правильный; соответствующий учению; должным образом; правильного рода		
34978	праведный; религиозный; моральный; связанный с Дхаммой			
34980	беседой о Дхамме			
34982	разговор о Дхамме; религиозная беседа; духовная дискуссия			
34983	праведный; религиозный; моральный; связанный с Дхаммой			
34984	имеющий природу; отмеченный (чем-то); характеризуемы (чем-то); с атрибутом (чего-либо)			
34989		Схвачен беспокойством относительно Дхаммы; схвачен беспокойством по поводу порч вглядения; взволнованный учением о пятых видов замутненийют; Подвержен беспокойству по поводу Дхаммы; ловит себя на том, что волнуется о замутнениях в понимании; в плену беспокойства относительно Дхаммы.		
34992		связанный с учением; относящийся к Дхамме; для Дхаммы; связанный с палийским текстом и комментарием		
34993	связанные с учением; относящийся к Дхамме; для Дхаммы			
34995	праведно; законно; нравственно; религиозно; морально		с законом	
34996		законно; в соответствии с законом; легально; по закону		
34997		вещи это; предметы это; элементы это; аспекты это;		
35000	среди доктрин схваченный после различения; в идеях принятый после рассмотрения			
35001		суть Дхаммы; питательный вкус учения; живительная сила Дхаммы		
35004		смерть; конец; завершение		
35005	одетый (в); носящий			
35007	помнящий; держащий в уме; знающий наизусть		носящий	
35012	длящийся; продолжающийся; живущий		несущий	
35015		осьминогое дерево; Аногейссус широколистный; древесина оси; древо для осей.		
35019	падает (с); является лишенным (чего то)			
35020	он лишает себя (чего-то); он падает (от)			
35023	падший; испорченный			
35025		ошибочный; неверный; неправильный; виноватый		
35029	на (столько-то) частей; (столькими-то) способами			
35031	который помнится; сохраненный в памяти; выученный наизусть			
35032	сытый			
35034	на основе элемента; с этим состоянием в качестве основы		поддержка элемента	
35036		медсестра; горничная; няня; поддерживающий		
35037	состояние; качество; свойство; элемент			
35038	область; сфера; царство			
35039	мощи; реликвии (Будды или архата)			
35040	факт; явление			
35043	одна из восемнадцати составляющих восприятия, соответствующих шести органам чувств, их соответствующей внешней среде и соответствующему сознанию			
35044		элементы и поля ощущений; стихии и области ощущений; составляющие и области восприятия		
35053		разнообразие элементов; разнообразие стихий; разнообразие составляющих; разнообразие компонентов		
35058	не более чем элементы			
35060	состоящий из элементов; имеющий состояния; состоящий из свойств			
35070	как состояния; как элементы; посредством элементов			
35083	размещение; помещение			
35086	центр; столица			
35088		вызывает поместить; создает место; ставит на место; устраняет.		
35090		устанавливается; помещается; размещается; ставится		
35093		заточенный; режущий; острый; лезвийный		
35096		кто помнит; кто сохраняет в уме; букв. несущий тип; кто удерживает в памяти		
35097	держание			
35098	ношение			
35099		запоминающий; удерживающий в уме; тип, несущий; тип, запоминающий		
35104	держит; хранит; несет			
35105	принимает как; считает; верит; хранит в уме		держит	
35106		носит; одевает (на себя); букв. держит; запасает.		
35108		нося; используя; держа; носящая		
35111	держал; хранил; носил			
35113		принеся; доставив; приведя; привезя		
35114	поток; струя; течение; ливень		несущий	
35115		острое лезвие; клинок; острая кромка; острие;		
35117		запомнено; сохранено в уме; исключен из сердца; изучено наизусть		
35118	несущийся; переносимый			
35119	носящий; держащий; несущий			
35120	держащий; хранящий; поддерживающий; знающий наизусть			
35122	следует носить; следует держать		может быть ношеным	
35123	следует хранить; должен быть запасен			
35124	следует помнить; должен быть учтен		следует хранить	
35126	держит; удерживает		несет	
35127	несет; приносит			
35128	держит в уме; хранит в уме; помнит			
35129		держит; несет; исполняет		
35130		носит; одевается (в); букв. несет		
35131		принимает; рассматривает как; букв. несет		
35137	примет как; запомнит; будет хранить в уме		удержит	
35138	чаша; сосуд; тара			
35139	бег; гонка; рывок			
35140	бежит (в); забегает (в); бросается (в); несется (в)			
35143	бегающий; гоняющийся			
35148		Стыдно тебе!; Как такое могло случиться!; Проклятье тебе!; Неужели!		
35149		контейнер; посуда; емкость; место для		
35151		решимость; упорство; настойчивость; устойчивость		
35152		упорство; долговечность; воспоминание; стойкость;		
35153		упражняющий решимость; нацелен на высшию цель; настойчив в достижении цели		
35154		решительный; настойчивый; непоколебимый; целеустремлённый		
35155		с полным запоминанием; букв. обладая качеством решимости; совершенно помнящий; имеющий силу воли;		
35157		позор тебе!; проклятье тебе!; проклятье тебя!; иди к черту!		
35158	стыд! позор! увы!			
35159	дочь			
35162		кукла; марионетка; миниатюрная дочь		
35163	отношение как к дочери; состояние ума как к дочери		дочь-разум	
35166	девочка возраста дочери		мерой с дочь	
35174	стабильный; постоянный; надежный; твердый			
35175	мудрый; умный			
35176	мудрец; умный человек			
35182	аскетическая практика		стряхивание; удаление	
35186	аскетическая практика		способ стряхивания; удаление (омрачений)	
35199		негодяй; негодяй; бандит; мошенник; гангстер; разбойник; сволочь; черт; алкаш; головорез		
35201		негодяй; злодей; разбойник; преступник		
35208	стряхивает в сторону; избавляется; убирает			
35215	хомут; ошейник; упряжь			
35216	ответственность; долг; бремя		хомут; упряжь	
35220		команда волов; 'носитель ярма'		
35231	стабильный; прочный; вечный			
35233	определенный; несомненный; неизбежный			
35240		постоянно приносящий плод; непрерывно плодоносящий; всегда плодоносный		
35245		устойчивое в поведении; с твердой этикой; с надежной моралью; надежный в обращении		
35247	неизменно; непрерывно; постоянно; всегда			
35249	аскетическая практика		стряхивание; удаление	
35254		курит; тлеет; испускает дым; томится;		
35257		курение; дымящийся; испускающий дым; тлеющий из желания; горящий желанием.		
35263	дым			
35271		курит; дымится; испаряется; тлеет		
35273		курение; дым; задымление; тлеющий		
35276	облако дыма			
35282		молоко; молочко; молочная продукция; молочный напиток		
35283		телятко на подсосе; телёнок без отъема; (ком.) корова-кормилица; дойная корова; букв. пьющая молоко		
35284		кормление грудью; вскармливание; питье молока		
35286	область; царство; сфера влияния		должен быть положен	
35288		вымытый; очищенный; промытый; чистый		
35295	тот кто чистый; очищенное существо		промытый	
35296	(комм) термин относящийся к четырем необходимым вещам			
35299	в состоянии нести бремя		несущий ярмо	
35300	вьючное животное; бык; ломовая лошадь		несущий ярмо	
35301	добродетельный; стойкий; терпеливый		натуры способный нести бремя	
35303	обладающий бычьими качествами; с характером вьючного животного		имеющий качества несущего ярмо	
35304	кто моет; кто очищает; кто ополаскивает			
35305	моет; полоскает			
35306	вода, оставшаяся после мытья; ополоски			
35310	моющий; очищающий; промывающий			
35312	побуждает стирать; заставляет стирать			
35318		вымыв; очистив; ополоснув; вымывши		
35321		треть; шлифовать; стирает; разминает		
35322		натирая; моив; удаляя грязь; помывая		
35324	не соответствует; не готов (для); не подходит (для)			
35325	не принимает участие (в); не вовлекается (в)		не подходит	
35326	действительно нет			
35327	нигде			
35328		никогда; никаким образом; ни в коем случае; никогда не		
35330	ни один; никто; не любой; ничего			
35331	никогда		не в любое время	
35332		никто; ничто; никого; никакой		
35338	и даже не; конечно нет			
35339	но я не			
35340	это не легко; не легко совершить			
35341	определенно не			
35342		определенно не из-за этого; без сомнения не из-за того; точно не по этой причине; наверняка не из-за этого		
35343		определенно нет!; конечно нет?; точно нет!; действительно нет!		
35344	это конечно не хорошо			
35345	негативная частица; нет			
35346	(добавляет вопросительный знак) верно?; неужели?			
35347	не			
35353		не приходит, когда просят; букв. не прийду, сэр; не отзывается на приглашение; не является по приглашению		
35354		кто не приходит, когда просят; букв. не приходить, сэр; кто не является, когда просят; кто не отвечает на просьбы		
35371		крокодил; аллигатор; каиман		
35372	созвездие; зодиак			
35373		астрология; звездное небо; констелляция; звездное учение		
35379	эклиптика		путь зодиака	
35386		искусство астрологии; лженаука; гадание по звездам; астрологическое предсказание		
35387		неприемлемо (для); не подходит (для); не соответствует (кому-либо); не приемлемо (для)		
35388	ноготь			
35389		коготь; когтище; когтик; коготок		
35390	режущий инструмент для ногтей; кусачки для ногтей			
35394	?? псориаз; (комм) болезнь в месте расцарапанном ногтями			
35397	кончик ногтя			
35401		гора; вершина; возвышенность; пик		
35404	долина		между гор	
35405	город			
35408	разговор о больших городах			
35409	городской надзиратель; городовой; начальник полиции			
35414		для ремонта города; для восстановления города; для улучшения города; на починку города		
35416		заключение в крепость города; содержание в укрепленном городе; тюремное заключение в крепости города		
35419		тысяча городов; тысяча посёлков; тысяча населённых пунктов; тысяча населенных мест;		
35435	нагой; голый; обнаженный			
35436	нагота		хождение голым	
35441		нагга; обнаженность; нагота; неодетый		
35442	плуг			
35445	выпускной шлюз; оросительный канал		плуг рот	
35454	хвост			
35457	правильное мышление; мысль без заблуждения; не мысленная иллюзия		не перевернутый ум	
35458	недавний; скорый			
35460	лишь спустя короткое время		не после долгого времени	
35463	танец			
35465		танцовщица; артистка; актриса; танцовщица		
35466	танцы и пение; игра и пение			
35470	танцы, пение, инструментальная музыка и просмотр зрелищ			
35474	танцует; играет			
35483		неутешительный; неприемлемый; неудовлетворительный; нежеланный		
35484	(еда) не подходит; не радует; не дарит наслаждение			
35486	(еда) не подходила; не радовала; не дарила наслаждение			
35490		не стареет; не изнашивается; не утрачивает время		
35492	сегодня?; сейчас?			
35493		реки; реке; рекою; реку		
35494	реки			
35495		танцор; актёр; мим; исполнитель		
35498		актёр; исполнитель; театральный артист;		
35502		танцовщица; артистка; актриса		
35503	потерянный; исчезнувший; уничтоженный			
35505	чье одеяние пропало; чье одеяние было уничтожено			
35514	склонность; тенденция		наклон	
35515		кто не остается, когда его просят; букв. не стой, сэр; кто не задерживается при просьбе; не стой, сирейственный		
35516		который не остаётся, когда спрашивают; букв. не стоять, сэр; кто не задерживается по просьбе; не оставаться, не отвечая на мольбу		
35526		возрастом подходящим для внука; дословно: мера внука; подходящий возраст для внука; достаточный возраст для внука		
35530		внук; внучка; внучатый; внучатая		
35532		нет другого; есть ли что-то еще?; нет ли еще чего-нибудь?; нечто иное		
35533	другого нет			
35540	нет; не присутствует			
35541	не существует; более не существует			
35542	нигилистический; не верящий; атеистический		ничего нет	
35544	(сторонник) нигилизма; нигилист		доктрина (о том что) нет ничего	
35546	небытие; идея не-существования; отсутствие; отсутствование		состояние не существования	
35547	нет сейчас; теперь нет			
35551	о котором утверждают, что не существует (по мнению); считающийся несуществующим			
35552	это не; это не так; не является			
35553	нос			
35554	лечение носа; медицинское нюхательное средство; (комм) лечение с использованием масла			
35556		реветь; мычать; греметь; грохотать		
35557	делает смелое заявление		рычит	
35559	ревущий; кричащий			
35563	воззрение без заблуждения; не искаженное мнение		не перевернутый взгляд	
35564	который проревел; который прокричал			
35566	прогремев; прорычав			
35567		утвердив смело; категорично заявив; решительно подтвердив; отважно заявив		
35569	река			
35573		берег реки; место для купания вдоль реки; прибрежная территория; место для купания у реки		
35574		берег реки; речной берег; островны; речные берега		
35583	река, которую трудно перейти; неприступная река			
35584	сложный берег реки; крутой берег		река труднопроходимая	
35589	ремень; плеть; лента; (комм) обида			
35592	точно это?; разве это не так?			
35593	неприятный; отталкивающий; плохой			
35594	разве не?			
35595	лохмотья; оборванная выброшенная одежда			
35596	кто носит старые тряпки; одетый в лохмотья			
35597	имя божества		довольный	
35598	имя подвижника; Нанда Ваччха		довольный	
35599	имя пастуха		довольный	
35602		имя араханта монаха; великий ученик Будды; первооснователь вразумления монахинь; букв. радующийся		
35611	доволен (чем-то); радуется; одобряет; наслаждается			
35615		божество, наслаждающееся; обладающее радостью; восхищенный; радостный		
35616	название небесного леса		восхищение; наслаждение	
35623	восторг; наслаждение; счастье			
35625		имя выдающегося светского ученика; букв. мать Щастливого; матушка радости; знаменитая ученица;		
35635		счастливая; удовлетворенная; радостная; блаженная		
35637	удовольствие; наслаждение; восхищение			
35645	прекращение удовольствия; исчезновение наслаждения			
35647	когда улыбка рассвета		когда счастливое лицо ночи	
35648	со счастливым лицом; с радостным выражением лица; с ярким лицом			
35649		имя арахата-монаха; букв. с радостью; счастливый; радостный		
