nimmātāpitika | adj.: orphan. 
nimmātika | adj.: motherless. 
nimmātar | masc.: the creator; maker; builder. 
nimmāna | adj.: free from pride. 
nimmāya | abs. of nimmiṇāti: having created; having fashioned; having built; having produced. 
nimmiṇanta | pr.p. of nimmiṇāti: creating; fashioning; building; producing. 
nimmiṇāti | ni + mi + nā: creates; fashions; builds; produces. 
nimmiṇi | aor. of nimmiṇāti: created; fashioned; built; produced. 
nimmiṇitvā | abs. of nimmiṇāti: having created; having fashioned; having built; having produced. 
nimmita | pp. of nimmiṇāti: created; fashioned; built; produced. 
nimmoka | masc.: the slough of a serpent. 
niya | adj.: one's own. 
niyaka | adj.: one's own. 
niyata | adj.: sure; certain; constant. 
niyati | fem.: fate; destiny. 
niyama | masc.: limitation; certainty; definition. 
niyamana | neut.: fixing; settling; definition. 
niyamita | pp. of niyameti: fixed; commanded; controled; defined. 
niyameti | ni + yam + e: fixes; commands; controls; defines. 
niyametvā | abs. of niyameti: having fixed; having commanded; having controled; having defined. 
niyamesi | aor. of niyameti: fixed; commanded; controled; defined. 
niyāma | masc.: certainty; fixed method; regular order. 
niyāmaka | masc.: 1. a ship's captain; 2. commander; 3. regulator. 
niyāmatā | fem.: certainty; fixed method; regular order. 
niyuñjati | ni + yuj + a: engages in. 
niyuñji | aor. of niyñjati: engaged in. 
niyutta | pp. of niyuñjati: appointed to; engaged in; commissioned. 
niyoga | masc.: command; order. 
niyojana | neut.: urging; ordering; committing. 
niyojita | pp. of niyojeti: a representative. 
niyojeti | ni + yuj + e: urges; incites; commits. 
niyojetvā | abs. of niyojeti: having urged; having incited; having commited. 
niyojenta | pr.p. of niyojeti: urging; inciting; commiting. 
niyojesi | aor. of niyojeti: urged; incited; commited. 
niyyati | pass. of niyyāti: is gone out; is got out of. 
niyyāta | pp. of niyyāti: gone out; got out of. 
niyyātana | neut.: giving in charge; dedication; returning (of something). 
niyyāti | ni + yā + a: goes out; gets out of. 
niyyātita | pp. of niyyāteti: given into charge; given over; assigned; dedicated. 
niyyātar | masc.: a leader; guide; one who goes out. 
niyyāteti | ni + yat + e: gives into charge; gives over; assigns; dedicates. 
niyyātetvā | abs. of niyyāteti: having given into charge; having given over; having assigned; having dedicated. 
niyyātesi | aor. of niyyāteti: gave into charge; gave over; assigned; dedicated. 
niyyādita | pp. of niyyādeti: given into charge; given over; assigned; dedicated. 
niyyādeti | ni + yat + e: gives into charge; gives over; hands over; assigns; dedicates. = nīyādeti. 
niyyādetvā | abs. of niyyādeti: having given into charge; having given over; having assigned; having dedicated. 
niyyādesi | aor. of niyyādeti: gave into charge; gave over; assigned; dedicated. 
niyyāna | neut.: going out; departure; release; deliverance. 
niyyānika | adj.: leading out to salvation; profitable. 
niyyāsa | masc.: gum; exudation of trees. 
niyyāsi | aor. of niyyāti: went out; got out of. 
niyyūha | masc.: a turret; pinnacle. 
niraggala | adj.: unobstructed; free. 
niraṅkata | pp. of niraṅkaroti: repudiated; disregarded. 
niraṅkatvā | abs. of niraṅkaroti: having repudiated; having disregarded. 
niraṅkari | aor. of niraṅkaroti: repudiated; disregarded. 
niraṅkaroti | ni + ā + kar + o: repudiates; disregards. 
nirata | adj.: fond of; attached to. 
nirattha | adj.: useless; unproficient; vain. 
niratthaka | adj.: useless; unproficient; vain. 
niratthakaṁ | adverb: in vain. 
nirantara | adj.: continuous; uninterrupted. 
nirantaraṁ | adverb: always; continuously; incessantrly. 
niraparādha | adj.: guiltless; innocent. 
nirapekkha | adj.: indifferent; heedless; disregarding. 
nirapekha | adj.: indifferent; heedless; disregarding. 
nirabbuda | adj.: free from trouble or tumours. (nt.), a vast number. (m.), name of a hell. 
niraya | masc.: the purgatory; hell. 
nirayagāmī | adj.: leading to hell. 
nirayadukkha | neut.: the pain of hell. 
nirayapāla | masc.: a guardian in hell. 
nirayabhaya | neut.: the fear of hell. 
nirayasaṁvattanika | adj.: conducive to hell. 
niravasesa | adj.: inclusive; without remainder. 
nirassāda | adj.: insipid; tasteless; dull. 
nirākata | pp. of nirākaroti: repudiated; disregarded. 
nirākatvā | abs. of nirākaroti: having repudiated; having disregarded. 
nirākari | aor. of nirākaroti: repudiated; disregarded. 
nirākaroti | ni + ā + kar + o: repudiates; disregards. 
nirākula | adj.: unconfused; undisturbed. 
nirātaṅka | adj.: free from disease; healthy. 
nirāmaya | adj.: free from disease; healthy. 
nirāmisa | adj.: having no meat; free from sensual desires; non-material. 
nirārambha | adj.: without killing of animals. 
nirālamba | adj.: unsupported; groundless. 
nirālaya | adj.: free from desire; regardless; houseless. 
nirāsa | adj.: desireless. 
nirāsaṁsa | adj.: without wishes or expectations. 
nirāsaṅka | adj.: unsuspicious; not doubting. 
nirāhāra | adj.: foodless; fasting. 
nirindhana | adj.: fuel-less. 
nirujjhati | ni + rudh + ya: ceases; dissolves; vanishes. 
nirujjhana | neut.: ceasing; dissolving. 
nirujjhi | aor. of nirujjhati: ceased; dissolved; vanished. 
nirujjhitvā | abs. of nirujjhati: having ceased; having dissolved; having vanished. 
niruttara | adj.: not answerable; making no reply; one who has no superior; the most noble. 
nirutti | fem.: language; philology. 
niruttipaṭisambhidā | fem.: knowledge of dialects or philological analysis. 
nirudaka | adj.: waterless. 
niruddha | pp. of nirujjhati: ceased; dissolved; vanished. 
nirupaddava | adj.: harmless; secure; without mishap. 
nirupadhi | adj.: free from passions or attachment. (in verse always nirūpadhi). 
nirupama | adj.: incomparable. 
niroga | adj.: healthy. 
niroja | adj.: insipid; sapless. 
nirodha | masc.: cessation; the final truth. 
nirodhadhamma | adj.: subject to destruction. 
nirodhasamāpatti | fem.: attainment of cessation of consciousness. 
nirodhita | pp. of nirodheti: destroyed; dissolved; annihilated. 
nirodheti | ni + rudh + e: destroys; dissolves; annihilates. 
nirodhetvā | abs. of nirodheti: having destroyed; having dissolved; having annihilated. 
nirodhesi | aor. of nirodheti: destroyed; dissolved; annihilated. 
nilaya | masc.: home; lair; habitation; dwelling place. 
nilīna | pp. of nilīyati: hiden; lurked; kept on self hidden. 
nilīyati | ni + lī + ya: hides; lurks; keeps on self hidden. 
nilīyi | aor. of nilīyati: hid; lurked; kept on self hidden. 
nilīyitvā | abs. of nilīyati: having hidden; having lurked; having kept on self hidden. 
nillajja | adj.: shameless. 
nillehaka | adj.: licking or one who licks. 
nilloketi | v.: observes; looks at carefully. 
nillopa | masc.: plundering. 
nillolupa | adj.: free from greed. 
nivatta | pp. of nivattati: stopped, remaining behind. 
nivattati | ni + vat + a: turns back; turns away from; stays; remains behind. 
nivattana | neut.: stoppage; return; turning back; remaining behind. 
nivattanta | pr.p. of nivattati: turning back; turning away from; staying; remaining behind. 
nivatti | fem.: stoppage; return; turning back; remaining behind. 
nivattita | pp. of nivatteti: stopped; made go back; barred; made remain behind. 
nivattituṁ | inf. of nivattati: to turn back; to turn away from; to stay; to remain behind. 
nivattitvā | abs. of nivattati: having turned back; having turned away from; having stayed; having remained behind. 
nivattiya | abs. of nivattati: having turned back; having turned away from; having stayed; having remained behind. 
nivatteti | ni + vat + e: stops; makes go back; bars; makes remain behind. 
nivattetvā | abs. of nivatteti: having stopped; having made go back; having barred; having made remain behind. 
nivattenta | pr.p. of nivatteti: stopping; making go back; barring; making remain behind. 
nivattesi | aor. of nivatteti: stopped; made go back; barred; made remain behind. 
nivattha | pp. of nivāseti: clothed in or with; dressed; dressed oneself; got clothed or dressed. 
nivasati | ni + vas + a: lives; dwells; inhabits; stays. 
nivasanta | pr.p. of nivasati: living; dwelling; inhabiting; staying. 
nivasi | aor. of nivasati: lived; dwelled; inhabited; stayed. 
nivasitvā | abs. of nivasati: having lived; having dwelled; having inhabited; having stayed. 
nivaha | masc.: a heap; multitude. 
nivātaka | neut.: a sheltered place; opportunity for hiding. 
nivātavuttī | adj.: humble; obedient. 
nivāpa | masc.: fodder; bait; food thrown for feeding. 
nivāraṇa | neut.: prevention; warding off; refusal. 
nivārita | pp. of nivāreti: prevented; kept back; forbiden; obstructed. 
nivāriya | adj.: what should be prevented or checked. 
nivāreti | ni + var + e: prevents; keeps back; forbids; obstructs. 
nivāretu | masc.: one who prevents, forbids or obstructs. 
nivāretvā | abs. of nivāreti: having prevented; having kept back; having forbiden; having obstructed. 
nivāresi | aor. of nivāreti: prevented; kept back; forbad; obstructed. 
nivāsa | masc.: abode; resting place; living. 
nivāsana | neut.: undergarment; clothing; dress. 
nivāsabhūmi | fem.: dwelling place. 
nivāsika | masc.: one who dwells, lives or stays. 
nivāsita | pp. of nivāseti: dressed oneself; got clothed or dressed. 
nivāsī | masc.: one who dwells, lives or stays. 
nivāseti | ni + vas + e: dresses oneself; gets clothed or dressed. 
nivāsetuṁ | inf. of nivāseti: to dress oneself; to get clothed or dressed. 
nivāsetvā | abs. of nivāseti: having dressed oneself; having got clothed or dressed. 
nivāsenta | pr.p. of nivāseti: dressing oneself; getting clothed or dressed. 
nivāsesi | aor. of nivāseti: dressed oneself; got clothed or dressed. 
niviṭṭha | pp. of nivisati: settled; established in; devoted to. 
nivisati | ni + vis + a: settles down; enters; establishes oneself. 
nivisi | aor. of nivisati: settled down; entered; established oneself. 
nivuta | pp.: enveloped; hammed in; surrounded. 
nivuttha | pp. of nivasati: lived; dwelled; inhabited; stayed. 
nivedaka | adj.: one who announces or informs. 
nivedana | neut.: announcement; information; report. 
nivedita | pp. of nivedeti: made known; communicated; reported; announced. 
nivediya | abs. of nivedeti: having made known; having communicated; having reported; having announced. 
nivedeti | ni + vid + e: makes known; communicates; reportes; announces. 
nivedetvā | abs. of nivedeti: having made known; having communicated; having reported; having announced. 
nivedesi | aor. of nivedeti: made known; communicated; reported; announced. 
nivesa | masc.: settlement; abode; house. 
nivesana | neut.: settlement; abode; house. 
nivesita | pp. of nivedeti: established in; settled; arranged. 
niveseti | ni + vis + e: establishes in; settles; arranges. 
nivesetvā | abs. of nivedeti: having established in; having settled; having arranged. 
nivesesi | aor. of nivedeti: established in; settled; arranged. 
nisajja | abs. of nisīdati: having sat down. 
nisajjā | fem.: sitting down. 
nisada | masc.: a grindstone. 
nisadapota | masc.: the upper stone for grinding. 
nisabha | masc.: a leading ox; the best of men. 
nisamma | adverb: considerately. 
nisammakārī | adj.: acting considerately. 
nisā | fem.: night. 
nisākara | masc.: the moon. 
nisāṇa | masc.: whetstone. 
nisādī | adj.: lying down. 
nisānātha | masc.: the moon. 
nisāmaka | adj.: observant; listening to. 
nisāmita | pp. of nisāmeti: listened to; observed; attended to. 
nisāmeti | ni + sām + e: listens to; observes; attends to. 
nisāmetvā | abs. of nisāmeti: having listened to; having observed; having attended to. 
nisāmenta | pr.p. of nisāmeti: listening to; observing; attending to. 
nisāmesi | aor. of nisāmeti: listened to; observed; attended to. 
nisita | adj.: sharp; whetted; sharpened. 
nisinna | pp. of nisīdati: sat down. 
nisinnaka | adj.: sitting down. 
nisinnaṭṭhāna | neut.: place for sitting. 
nisītha | masc.: midnight. 
nisīdati | ni + sad + a: sits down. 
nisīdana | neut.: 1. sitting down; 2. a seat; a mat to sit on. 
nisīdanta | pr.p. of nisīdati: siting down. 
nisīdāpana | neut.: causing to sit down. 
nisīdāpita | pp. of nisīdāpeti: caused to sit down. 
nisīdāpeti | caus. of nisīdati: causes to sit down. 
nisīdāpetvā | abs. of nisīdāpeti: having caused to sit down. 
nisīdāpesi | aor. of nisīdāpeti: caused to sit down. 
nisīdi | aor. of nisīdati: sat down. 
nisīditabba | pt.p. of nisīdati: should be sat down. 
nisīditvā | abs. of nisīdati: having sat down. 
nisīdiya | abs. of nisīdati: having sat down. 
nisedha | masc.: prevention; prohibition; holding back. 
nisedhaka | adj.: prohibiting; one who prevents or obstructs. 
nisedhana | neut.: prevention; prohibition; holding back. 
nisedhita | pp. of nisedheti: prevented; prohibited; kept off. 
nisedhiya | abs. of nisedheti: having prevented; having prohibited; having kept off. 
nisedhetabba | pt.p. of nisedheti: should be prevented; should be prohibited; should be kept off. 
nisedheti | ni + sidh + e: prevents; prohibits; keeps off. 
nisedhetvā | abs. of nisedheti: having prevented; having prohibited; having kept off. 
nisedhenta | pr.p. of nisedheti: preventing; prohibiting; keeping off. 
nisedhesi | aor. of nisedheti: prevented; prohibited; kept off. 
nisevati | ni + sev + a: associates; pursues; indulges in. 
nisevana | neut.: 1. associating; 2. using; 3. practising. 
nisevi | aor. of nisevati: associated; pursued; indulged in. 
nisevita | pp. of nisevati: associated; pursued; indulged in. 
nisevitvā | abs. of nisevati: having associated; having pursued; having indulged in. 
nissagga | masc.: giving up. 
nissaggiya | adj.: what ought to be rejected or abandoned. 
nissaṅga | adj.: unattached; unselfish. 
nissajati | ni + saj + a: gives up; lets loose. 
nissaji | aor. of nissajati: gave up; let loose. 
nissajja | abs. of nissajati: having given up; having let loose. 
nissajjitvā | abs. of nissajati: having given up; having let loose. 
nissaṭa | pp. of nissarati: departed; escaped from; come out from; rejected; let loose. 
nissaṭṭha | pp. of nissajati: given up; dismissed; handed over. 
nissatta | adj.: soulless. 
nissadda | adj.: silent; noiseless. 
nissanda | masc.: 1. result; outcome; 2. discharge; trickling down. 
nissaya | masc.: 1. support; 2. protection; 3. that on which anything depends. 
nissayati | ni + si + ya: leans on; relies on; associates. 
nissayi | aor. of nissayati: leaned on; relied on; associated. 
nissaraṇa | neut.: 1. going out; departure; 2. escape. 
nissarati | ni + sar + a: departs; escapes from. 
nissari | aor. of nissarati: departed; escaped from. 
nissaritvā | abs. of nissarati: having departed; having escaped from. 
nissāya | ind.: by means of; by one's support; near by. 
nissāra | adj.: worthless; sapless; unsubstantial. 
nissārajja | adj.: without diffidence; confident on one's own power. 
nissāraṇa | neut.: driving out. 
nissita | pp. of nissayati: dependent on; hanging on; living by means of. 
nissitaka | adj. &amp; n.: an adherent; one who is supported by. 
nissirīka | adj.: unfortunate; miserable. 
nisseṇī | fem.: ladder; a flight of steps. 
nissesa | adj.: entire; whole. 
nissesaṁ | adverb: entirely. 
nissoka | adj.: free from sorrow. 
nihata | pp. of nihanati: slew; put down; humiliated; destroyed. 
nihatamāna | adj.: prideless; polite. 
nihanati | ni + han + a: slays; puts down; humiliates; destroys. 
nihani | aor. of nihanati: slew; put down; humiliated; destroyed. 
nihantvā | abs. of nihanati: having slain; having put down; having humiliated; having destroyed. 
nihita | pp. of nidahati: deposited; buried some treasure. 
nihīna | pp. of nihīyati: come to ruin; been destroyed. 
nihīnakamma | neut.: sinful action. (adj.) sinful; of low action. 
nihīnapañña | adj.: of inferior wisdom. 
nihīnasevī | adj.: having bad association; of vile pursuit. 
nihīyati | ni + hā + ī + ya: comes to ruin; is destroyed. 
nihīyamāna | pr.p. of nihīyati: coming to ruin; being destroyed. 
nihīyi | aor. of nihīyati: came to ruin; was destroyed. 
nīgha | masc.: misery; confusion. 
nīca | adj.: low; humble; inferior. 
nīcakula | neut.: low caste. 
nīcakulīnatā | fem.: state of having a low birth. 
nīcāsana | neut.: a low seat. 
nīta | pp. of neti: carried; guided; inferred; led by. 
nītattha | (nīta + attha) m.: inferred meaning. 
nīti | fem.: law; guidance. 
nītigantha | masc.: law-book. 
nītisattha | neut.: the science of statecraft; law-book. 
nīpa | masc.: the tree Nauclea Cadamba. 
nīyati | pass. of neti: is led or carried. 
nīyāti | ni + yā + a: is led, guided or conducted; is carried. 
nīyānika | adj.: leading out to salvation; profitable. 
nīra | neut.: water. 
nīla | adj.: blue; m. the blue colour. 
nīlakasiṇa | neut.: a blue disk used for meditation. 
nīlagīva | masc.: a peacock. 
nīlamaṇi | masc.: a sapphire. 
nīlavaṇṇa | adj.: having the blue colour. 
nīlavallī | fem.: a kind of medicinal creeper. 
nīlasappa | masc.: the whip snake. 
nīlinī | fem.: the indigo plant. 
nīlī | fem.: the indigo plant. 
nīluppala | neut.: blue water-lily. 
nīḷa | neut.: a nest. 
nīḷaja | masc.: a bird. 
nīvaraṇa | neut.: obstacle or hindrance (to the progress of mind). 
nīvaraṇiya | adj.: forming a hindrance. 
nīvāra | masc.: a kind of grain. 
nīhaṭa | pp. of nīharati: taken out; driven away. 
nīharaṇa | neut.: taking out; carrying away. 
nīharati | ni + har + a: takes out; drives away; stretches out. 
nīharanta | pr.p. of nīharati: taking out; driving away; stretching out. 
nīhari | aor. of nīharati: took out; drove away; stretched out. 
nīharitvā | abs. of nīharati: having taken out; having driven away; having stretched out. 
nīhāra | masc.: 1. ejection; 2. carrying out; 3. the way; manner. 
nu |: an affirmative indefinite particle, frequently combined with interrogative pronouns. 
nuṇṇa | pp. of nudati: driven away; removed. 
nuda | adj.: expelling; dispelling. 
nudaka | adj.: expelling; dispelling. 
nudati | nud + a: drives away; expels; rejects. 
nudi | aor. of nudati: drove away; expeled; rejected. 
nuditvā | abs. of nudati: having driven away; having expeled; having rejected. 
nunesi | aor.: concilated; appeased. 
nūtana | adj.: new; fresh. 
nūna | ind.: indeed; surely; certainly. 
nūpura | neut.: anklet. 
neka | adj.: several; many. 
nekatika | masc.: a cheat. (adj.) deceitful; fraudulent. 
nekadhā | adverb: in many ways. 
nekākāra | adj.: various; divers. 
nekāyika | adj.: versed in the five collections of the scriptures; belonging to a sect. 
nekkha | neut.: a big gold coin. 
nekkhamma | neut.: giving up the world; renunciation. 
nekkhammabhirata | adj.: fond of renunciation. 
nekkhammavitakka | masc.: thought of self-abnegation. 
nekkhammasaṅkappa | masc.: thought of self-abnegation. 
nekkhammasukha | neut.: the happiness of leading a holy life. 
negama | adj.: belonging to a market-town. m. a town-council. 
netabba | pt.p. of neti: should be led; should be guided; should be carried away. 
neti | ni + a: leads; guides; carries away. 
netar | masc.: leader. 
netta | neut.: the eye. 
nettārā | fem.: pupil of the eye. 
netti | fem.: 1. craving; 2. conduit. 
nettiṁsa | masc.: a sword. 
nettika | masc.: one who makes conduits for irrigation. 
netvā | abs. of neti: having led; having guided; having carried away. 
nenta | pr.p. of neti: leading; guiding; carrying away. 
nepakka | neut.: prudence. 
nepuñña | neut.: skill. 
nemi | fem.: the rim of a wheel. 
nemittika | masc.: a fortune-teller; soothsayer. 
nemindhara | masc.: name of a mountain. 
neyya | adj.: to be led or carried; to be inferred or understood. 
nerañjarā | fem.: name of a river. 
nerayika | adj.: born in the hell; one doomed to suffer in the hell. 
neru | masc.: name of the highest mountain. 
nevāsika | masc.: an inmate; a resident. 
nesajjika | adj.: remaining in a sitting position. 
nesāda | masc.: a hunter. 
nesi | aor. of neti: led; guided; carried away. 
no |: negative and adversative particle. 
nonīta | neut.: fresh butter. 
nyāsa | masc.: a mortgage; pawn. 
nhāta | pp. of nahāyati: one who has bathed. 
nhāna | neut.: bathing; bath. 
nhāru | masc.: a sinew; a tendon. 
paṁsu | masc.: soil; dust. 
paṁsukūla | masc.: a dust heap. 
paṁsukūlacīvara | neut.: a robe made of rags taken from dust-bins. 
paṁsukūlika | neut.: one who wears such robes. 
pakaṭṭha | adj.: most noble. 
pakaṭṭhita | pp.: much heated; smoldering; boiled up. 
pakata | adj.: done, made. 
pakatatta | adj.: of good behavior; of a sound taste. 
pakati | fem.: original or natural form; nature. 
pakatika | adj.: (in cpds.), having the nature of; being by nature. 
pakatigamana | neut.: usual walk. 
pakaticitta | neut.: normal consciousness. (adj.) of sound mind. 
pakatisīla | neut.: natural virtue. 
pakappanā | fem.: reasoning; planning; arrangement. 
pakappita | pp. of pakappeti: considered; designed; arranged; thought over. 
pakappeti | pa + kapp + e: considers; designs; arranges; thinks over. 
pakappetvā | abs. of pakappeti: having considered; having designed; having arranged; having thought over. 
pakappesi | aor. of pakappeti: considered; designed; arranged; thought over. 
pakampati | pa + kamp + a: trembles; quakes. 
pakampana | ger. of pakampati: trembling; quaking. 
pakampi | aor. of pakampati: trembled; quaked. 
pakampita | pp. of pakampati: trembled; quaked. 
pakaraṇa | neut.: an occasion; a literary work or exposition. 
pakāra | masc.: mode; method; manner; way. 
pakāsa | masc.: brightness; annunciation; explanation. 
pakāsaka | masc.: a publisher; one who announces or explains. 
pakāsati | pa + kas + a: is visible; becomes known; shines forth. 
pakāsana | neut.: shinning; announcement; publicity. 
pakāsi | aor. of pakāsati: was visible; became known; shone forth. 
pakāsita | pp. of pakāseti: made known; illustrated; published. 
pakāseti | pa + kas + e: makes known; illustrates; publishes. 
pakāsetvā | abs.: having made known; having illustrated; having published. 
pakāsenta | pr.p. of pakāseti: making known; illustrating; publishing. 
pakāsesi | aor. of pakāseti: made known; illustrated; published. 
pakiṇṇa | pp. of pakirati: scattered; let fall; threw down. 
pakiṇṇaka | adj.: scattered about; miscellaneous. 
pakittita | pp. of pakitteti: spoken highly; praised; explained. 
pakitteti | pa + kitt + e: speaks highly; praises; explains. 
pakittetvā | abs.: having spoken highly; having praised; having explained. 
pakittenta | pr.p. of pakitteti: speaking highly; praising; explaining. 
pakittesi | aor. of pakitteti: spoke highly; praised; explained. 
pakirati | pa + kir + a: scatters; lets fall; throws down. 
pakiri | aor. of pakirati: scattered; let fall; threw down. 
pakuppati | pa + kup + ya: is angry. 
pakuppi | aor. of pakuppati: was angry. 
pakubbati | pa + kar + o: (karo is changed to kubba) does; makes; performs. 
pakubbamāna | pr.p.: doing; making; performing. 
pakopa | masc.: anger; fury; agitation. 
pakopana | adj.: making turbulent; agitating. 
pakka | pp. of pacati: riped; boiled; cooked; decaying. (nt.) ripe fruit. 
pakkaṭṭhita | pp.: much heated; smouldering; going away. 
pakkanta | pp. of pakkamati: stepped forward; gone away. 
pakkandī | masc.: a flying-fox. 
pakkama | masc.: departure; going away. 
pakkamati | pa + kam + a: steps forward; goes away. 
pakkamana | neut.: departure; going away. 
pakkamanta | pr.p. of pakkamati: stepping forward; going away. 
pakkami | aor. of pakkamati: stepped forward; went away. 
pakkamitvā | abs. of pakkamati: having stepped forward; having gone away. 
pakkarukkha | masc.: a celestial tree fulfilling all wishes. 
pakkāmi | pret. of pakkamati: he went forth. 
pakkosati | pa + kus + a: calls; summons. 
pakkosana | neut.: calling. 
pakkosanā | fem.: calling. 
pakkosi | aor. of pakkosati: called; summoned. 
pakkosita | pp. of pakkosati: called; summoned. 
pakkositvā | abs. of pakkosati: having called; having summoned. 
pakkha | masc.: a cripple; a lamp person; side; party; faction; side of the body; a flank, a wing; a fortnight. (adj.) adherent; associated with. 
pakkhanta | pp. of pakkhandati: springed forward; jumped on to. 
pakkhandati | pa + khand + a: springs forward; jumps on to. 
pakkhandana | neut.: leaping; springing; chasing. 
pakkhandi | aor. of pakkhandati: springed forward; jumped on to. 
pakkhandikā | fem.: dysentery; diarrhea. 
pakkhanditvā | abs. of pakkhandati: having springed forward; having jumped on to. 
pakkhandī | masc.: one who jumps on; a braggart. 
pakkhabilāla | masc.: a flying-box. 
pakkhalati | pa + khal + a: stumbles; staggers. 
pakkhalana | neut.: stumbling. 
pakkhali | aor. of pakkhalati: stumbled; staggered. 
pakkhalita | pp. of pakkhalati: stumbled; staggered. 
pakkhalitvā | abs. of pakkhalati: having stumbled; having staggered. 
pakkhālita | pp. of pakkhāleti: washed; cleaned; rinsed. 
pakkhālitvā | abs. of pakkhāleti: having washed; having cleaned; having rinsed. 
pakkhāleti | pa + khal + e: washes; cleans; rinses. 
pakkhālesi | aor. of pakkhāleti: washed; cleaned; rinsed. 
pakkhika | adj.: belonging to a faction; siding with; fortnightly. 
pakkhikabhatta | neut.: food given once a fortnight. 
pakkhitta | pp. of pakkhipati: put in; enclosed in; thrown into. 
pakkhipati | pa + khip + a: puts in; encloses in; throws into. 
pakkhipana | neut.: putting in; throwing into. 
pakkhipanta | pr.p. of pakkhipati: putting in; enclosing in; throwing into. 
pakkhipi | aor. of pakkhipati: put in; enclosed in; threw into. 
pakkhipitvā | abs. of pakkhipati: having put in; having enclosed in; having thrown into. 
pakkhiya | adj.: belonging to a faction; siding with; fortnightly. 
pakkhī | masc.: a bird; the winged one. 
pakkhepa | masc.: putting in; throwing into. 
pakhuma | neut.: the eyelash. 
pagabbha | adj.: bold; daring; reckless. 
pagāḷha | pp. of pagāhati: dived in; sunk; plunged. 
pagāhati | pa + gāh + a: dives in; sinks; plunges. 
pagāhanta | pr.p. of pagāhati: diving in; sinking; plunging. 
pagāhi | aor. of pagāhati: dived in; sank; plunged. 
pagāhitvā | abs. of pagāhati: having dived in; having sunk; having plunged. 
pagiddha | pp. of pagijjhati: greedy after; clinging to. 
paguṇa | adj.: well-practiced; well-acquainted; familiar; learnt by heart. 
paguṇatā | fem.: competence. 
pagumba | masc.: a bush; ticket. 
pageva | ind.: too early; not to be said of. 
paggaṇhanta | pr.p. of paggaṇhāti: holding up; takeing up; supporting; favouring; stretching forth. 
paggaṇhāti | pa + gah + ṇhā: holds up; takes up; supports; favours; stretches forth. 
paggaṇhi | aor. of paggaṇhāti: held up; took up; supported; favoured; stretched forth. 
paggayha | abs. of paggaṇhāti: having held up; having taken up; having supported; having favoured; having stretched forth. 
paggaha | masc.: exertion; energy; lifting; holding up; support; patronage. 
paggahana | neut.: exertion; energy; lifting; holding up; support; patronage. 
paggahita | pp. of paggaṇhāti: held up; stretch out. 
paggahetabba | pt.p. of paggaṇhāti: should be held up; should be taken up. 
paggahetvā | abs. of paggaṇhāti: having held up; having taken up; having supported; having favoured; having stretched forth. 
paggāha | masc.: exertion; energy; lifting; holding up; support; patronage. 
paggharaṇa | neut.: trickling; oozing; dripping. 
paggharaṇaka | adj.: flowing; oozing out; trickling. 
paggharati | pa + ghar + a: flows forth; oozes; drips; trickles. 
paggharanta | pr.p. of paggharati: flowing forth; oozing; driping; trickling. 
pagghari | aor. of paggharati: flowed forth; oozed; driped; trickled. 
paggharita | pp. of paggharati: flowed forth; oozed; driped; trickled. 
paggharitvā | abs. of paggharati: having flowed forth; having oozed; having dripped; having trickled. 
paghaṇa | masc.: a covered terrace before a house. 
paṅka | masc.: mud; mire; impurity; defilement. 
paṅkaja | neut.: a lotus; that is risen from the mud. 
paṅkeruha | neut.: a lotus; that is risen from the mud. 
paṅgu | adj. &amp; n.: lame; a cripple. 
paṅgula | adj. &amp; n.: lame; a cripple. 
pacati | pac + a: cooks. 
pacana | neut.: cooking. 
pacanta | pr.p. of pacati: cooking. 
pacarati | pa + car + a: practices; observes; walks. 
pacari | aor. of pacarati: practiced; observed; walked. 
pacalāyati | pa + cal + āya: is sleepy; nods; begins to doze. 
pacalāyi | aor. of pacalāyati: was sleepy; nodded; began to doze. 
pacalāyikā | fem.: nodding; dozing. 
pacāpeti | caus. of pacati: causes to cook. 
pacāpetvā | abs. of pacāpeti: having caused to cook. 
pacāpesi | aor. of pacāpeti: caused to cook. 
pacāraka | masc.: one who manage or makes known; publisher. 
pacārita | pp. of pacāreti: managed; broadcasted; published. 
pacāreti | pa + car + e: manages; broadcasts; publishes. 
pacāretvā | abs. of pacāreti: having managed; having broadcasted; having published. 
pacāresi | aor. of pacāreti: managed; broadcasted; published. 
pacālaka | adj.: swaying. 
paci | aor. of pacati: cooked. 
pacita | pp. of pacati: cooked. 
pacitabba | pt.p. of pacati: ought to be cooked. 
pacitvā | abs. of pacati: having cooked. 
pacinanta | pr.p. of pacināti: picking; plucking; collecting; accumulating. 
pacināti | pa + ci + nā: picks; plucks; collects; accumulates. 
pacini | aor. of pacināti: picked; plucked; collected; accumulated. 
pacura | adj.: abundant; various; many. 
paccakkosati | pati + ā + kus + a: rebukes in return. 
paccakkosi | aor. of paccakkosati: rebuked in return. 
paccakkha | adj.: evident; realized; perceptible; to the senses. 
paccakkhakamma | neut.: realization. 
paccakkhāta | pp. of paccakkhāti: rejected; refused; disavowed; given up. 
paccakkhāti | pati + ā + khā + a: rejects; refuses; disadvow gives up. 
paccakkhāna | neut.: refusal; rejection; giving up. 
paccakkhāya | abs. of paccakkhāti: having rejected; having refused; having disavowed; having given up. 
paccakkhāsi | aor. of paccakkhāti: rejectedd; refused; disavowed; gave up. 
paccaggha | adj.: costly. 
